garside-decorated-groupoids-hide-artin-groups-in-isotropy	claim	0	In the decorated Garside odometer full group of a finite-type Artin group, the Artin group sits mostly in the isotropy, and no simple subgroup contains it	**ESTABLISHED** (lane proof, elementary, not reviewed). This corrects the same
garside-odometer-groups-have-simple-finite-index-commutator	claim	0	For a finite-type Artin monoid, the decorated Garside odometer full group has finite abelianization and simple commutator subgroup	**REFUTED** (2026-09-18, by the same lane) by
germ-rate-homomorphism-tests-germ-extension-finiteness	claim	0	At an eventually periodic point the base germ group is infinite cyclic and carries a germ-rate homomorphism to the positive rationals, which must have finitely generated image for condition (E4)	**ESTABLISHED** by `germ-rate-homomorphism-test-proof` (lane proof, elementary, not
graded-renormalization-gives-ternary-toeplitz-factor	claim	0	A homeomorphism with a height-3 self-renormalization that cycles a clopen 3-colouring factors onto the ternary valuation Toeplitz subshift; in nV this would give an infinite finitely generated periodic subgroup	**ESTABLISHED** by `graded-renormalization-gives-ternary-toeplitz-factor-proof` (lane proof, bh-free-01,
graph-houghton-groups-satisfy-boone-higman	claim	0	The graph Houghton groups of Hill–Kwak–Udall–West embed in finitely presented simple groups	**OPEN.** T. Hill, S. Kwak, B. Udall and J. West, *Asymptotically rigid mapping class
gupta-torsion-element-survives-modulo-gamma-seven	claim	0	Gupta's element u_6 of F_4/[F_4'',F_4] has order 2 and does not lie in the seventh term of the lower central series	**ESTABLISHED (literature import)** by `gupta-torsion-element-survives-modulo-gamma-seven-citation`.
hard-self-similar-groups-via-self-similar-kms-modules	route	0	Hard finitely presented self-similar groups from Kharlampovich-Myasnikov-Sapir groups whose configuration modules are self-similar	Fix a recursive `T`.
hard-slope-thompson-groups-have-no-piecewise-projective-hosts	claim	0	For computable Liouville slopes λ with hard digits, the simple group D(V_λ) embeds in no finitely presented group of piecewise-projective maps of an interval, circle or line; in particular V_λ and D(V_λ) are not finitely presented	**ESTABLISHED** (lane proof, not reviewed; a two-line combination of the required nodes).
height-two-bs-tower-is-not-residually-finite	claim	0	The height-two Baumslag--Solitar tower <a_0,a_1,a_2 | a_1 a_0 a_1^-1 = a_0^2, a_2 a_1 a_2^-1 = a_1^2> is not residually finite; the commutator of a_0 with its conjugate by a square root of a_1 dies in every finite quotient	**ESTABLISHED** (elementary; no novelty claimed; not yet refereed).
higman-images-in-brick-hosts-have-iterated-log-growth	claim	0	In any homomorphism from Higman's group to an isometric-section brick group, exponent sums grow like O((log m)^2) along powers 2^m, so a growth gap for brick maps would make every such homomorphism trivial	**ESTABLISHED** (lane proof, elementary, not independently reviewed; no priority
homogeneous-conjugation-invariants-vanish-on-bs-bases	claim	0	Every homogeneous conjugation-invariant quantity vanishes or is infinite on an element conjugate to a proper power, so no proper cocompact CAT(0) group contains Higman's group or the Baumslag--Gersten group	**ESTABLISHED** by `homogeneous-invariants-vanish-on-bs-bases-proof` (lane proof,
houghton-like-envelope-fp-pins-the-enumeration-by-near-relators	claim	0	If H_n(E_nu(P)) is finitely presented, then nu is the unique solution of finitely many far-out near relators of R_nu plus a finite seed; the relators must involve a finite-index set of P-letters, and for P not virtually cyclic each needs two P-letters	**ESTABLISHED** (lane proof, bh-free-48, not independently reviewed, no priority claimed). The proof is below.
houghton-like-fp-spectrum-is-closed-under-multiplication	claim	0	For every infinite shift-similar G the set of n with H_n(G) finitely presented is closed under multiplication by positive integers, and it is all n >= 1 when G is finitely presented and strongly shift-similar	**ESTABLISHED** (lane proof, written inline, elementary given the cited nodes and Mallery--Zaremsky
hyperbolic-groups-have-fg-subgroups-with-two-double-cosets	claim	0	Some hyperbolic group has a finitely generated subgroup of infinite index with exactly two double cosets, so double-coset rigidity for finitely generated subgroups needs a core-free hypothesis	**ESTABLISHED** (lane proof; not reviewed; no priority claimed).
hyperbolic-groups-undistortedly-embed-in-fp-simple-groups	claim	0	Every hyperbolic group has an undistorted (quasi-isometric) embedding into a finitely presented simple group, and every full contracting RSG is undistorted in its finitely presented simple twisted Brin-Thompson group	**ESTABLISHED** by `hyperbolic-undistorted-fp-simple-embedding-proof` (lane proof, not independently
imprimitive-braid-groups-b-e-e-n-lie-in-the-pbh-class	claim	0	The braid group B(e,e,n) of every imprimitive complex reflection group G(e,e,n) lies in B_A and embeds in a finitely presented simple group, including the cases e >= 3, n >= 3 where linearity is open	**ESTABLISHED** through `imprimitive-braid-groups-b-e-e-n-lie-in-the-pbh-class-proof`.
infinite-shift-similar-groups-need-not-be-strongly-shift-similar	claim	0	There is an infinite (not finitely generated) shift-similar group that is not strongly shift-similar, answering Mallery-Zaremsky Question 3.18 as stated	**ESTABLISHED** (lane proof, elementary, below; not independently reviewed; no priority claimed). A bounded
integral-affine-halving-stabilizers-are-finitely-generated	claim	0	The stabilizer in the integral affine structure group of one halving direction of Z_2^D is finitely generated	**ESTABLISHED** (lane proof, not reviewed). It uses two classical inputs, recalled and not
integral-affine-structure-group-is-finitely-presented	claim	0	The integral affine group of Z_2^D twisted by Thompson's F, (Z^(D) x| GL(Z; D)) x| F, is finitely presented	**ESTABLISHED** (lane proof, not reviewed; elementary). No priority claimed.
integral-counting-group-avoids-leavitt-linear-simple-hosts	claim	0	The C_=P-complete integral Leavitt group Γ_Z has no simple host among Leavitt-linear groups over Z[1/M], and rational or finite-field ones would force C_=P ⊆ ∀·Mod_pP	**ESTABLISHED** (route `integral-counting-group-hosts-proof`; lane proof by bh-free-26,
k2-central-in-steinberg-groups-of-leavitt-resolvent-ring	claim	0	For N >= 5 the kernel K_2(N,R_L) of St_N(R_L) -> E_N(R_L) is central	**ESTABLISHED** through `k2-central-in-steinberg-groups-via-k2-stability`, which cites item 3 of
k2-central-in-steinberg-groups-via-k2-stability	route	0	Centrality of K_2(N,R_L) is item 3 of the Leavitt resolvent K_2 stability theorem	Item 3 of `leavitt-resolvent-k2-stability-holds` states that `K_2(N, R_L)` is central in
kazhdan-central-aperiodic-parts-in-2v-carry-no-measure	claim	0	For an infinite-order central element z of a Kazhdan subgroup K of 2V, the aperiodic set of z is a nonempty closed K-invariant set with no K-invariant measure, on which z never returns into its own reading bricks	**ESTABLISHED** (lane proof, elementary from the required nodes; not reviewed; no
kazhdan-central-elements-of-2v-have-slope-free-periodic-points	claim	0	A central element of a Kazhdan (or FW) subgroup of 2V has slope zero at every periodic point; in nV the same holds for slopes of support at least n-1, and for all slopes if Kazhdan subgroups of lower-dimensional kV are finite	**ESTABLISHED** (lane proof, elementary given Farley's theorem; not reviewed; no
kazhdan-subgroups-of-brin-thompson-groups-are-finite	claim	0	For every n, every subgroup of the Brin-Thompson group nV with property (T) is finite	For every `n ≥ 1` and every subgroup `K ≤ nV` with property (T), `K` is finite.
kazhdan-subgroups-of-brin-thompson-groups-have-finite-center	claim	0	Every subgroup of a Brin-Thompson group nV with property (T) has finite center	**OPEN.** For every `n ≥ 1` and every `K ≤ nV` with property (T), `Z(K)` is
km-building-open-subgroups-have-infinite-bi-index	claim	0	A subgroup of a Kac--Moody group of irreducible infinite type over a finite field that contains the trace of an open subgroup of the positive completion has finite index or infinitely many double cosets	**ESTABLISHED** through `km-building-open-subgroups-bi-index-proof`. Checked once by the
km-building-open-subgroups-have-infinite-ht-orbits	claim	0	In every highly transitive action of a Kac--Moody lattice over a finite field, every building-open subgroup and each of its finite-index subgroups has only infinite orbits	**ESTABLISHED** through `km-building-open-ht-orbits-from-bi-index-proof`. Checked once by the
km-negative-completion-building-open-dichotomy	claim	0	For 2-spherical Kac--Moody groups over fields with at least four elements, the building-open dichotomy and its high-transitivity consequences also hold for the negative completion	**ESTABLISHED** through `km-negative-completion-building-open-dichotomy-proof` (lane
kms-configuration-modules-carry-self-similar-structures	claim	0	Hard Kharlampovich-Myasnikov-Sapir groups have a self-similar top whose configuration module carries a self-similar module structure	**REFUTED** (09-18, bh-free-25, the author of this node) by
kms-configuration-modules-have-trivial-coinvariants	claim	0	The configuration module of every Kharlampovich-Myasnikov-Sapir group has trivial coinvariants, so it carries no self-similar module structure	**ESTABLISHED** by the proof below (lane bh-free-25, 2026-09-18; elementary, not
kojima-sheng-two-generator-torsion-criterion-fails-in-v	claim	0	Thompson's V contains elements g, h of order 3 with gh of order 3 generating an infinite group, so the two-generator criterion used to prove torsion local finiteness of nV (Kojima–Sheng, arXiv:2603.18410v3) is false	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed).
kourovka-7-19-explicit-fp-simple-group-with-non-pr-word-problem	claim	0	Kourovka 7.19 (Cannonito) — an explicit finitely presented simple group whose word problem is not solvable by a primitive recursive function	**OPEN.**
kourovka-7-19-via-hard-type-a-actor	route	0	Take the twisted Brin-Thompson group of an explicit type (A) actor whose orbit problem is not primitive recursive	Let `G` act faithfully on `S` with type (A), explicitly, with `OP(G,S)` not primitive recursive
kourovka-7-19-via-small-cancellation-bh	route	0	A constructive Boone-Higman embedding of one explicit C'(1/6) group G_A with non-primitive-recursive A answers Kourovka 7.19	1. **The set `A`.** Fix a standard enumeration `(f_n)` of primitive recursive definitions of unary functions,
lagrangian-brin-thompson-group-is-finitely-presented	claim	0	For some n >= 2 the commutator subgroup of the Lagrangian Brin-Thompson group [[(Sp_2n(Z) on the unimodular Maslov Cantorization) x Cuntz]] is finitely presented; at n = 1 it is 2V	**OPEN.** Let `2V_Λ(n) = [[𝒢_n × G_2]]` be the group of
lagrangian-thompson-group-is-finitely-presented	claim	0	For some odd n >= 3 the odometer Lagrangian Thompson group is finitely presented and its commutator subgroup is simple and contains Deligne's lattice	**OPEN.** Let `n ≥ 3` be odd, and let `V_Λ^τ` be the group of
lamp-digit-modules-give-self-similar-semidirect-products	claim	0	A module over a self-similar group with restriction-closed lamp functions on tree vertices gives a self-similar semidirect product on the enlarged tree	**ESTABLISHED** by the proof below (lane bh-free-25, 2026-09-18; elementary, not
lamp-wreath-representation-of-2609-01868-is-not-faithful	claim	0	In the self-similar representation that arXiv:2609.01868 builds for Z wr_X PSL_2(Z[1/2]), every lamp acts as the same tree automorphism, so the representation is not faithful; the error is in the faithfulness step of their Theorem A, not in condition (Ω)	**ESTABLISHED** (lane proof below, elementary; source read at arXiv:2609.01868v1 main.tex; no priority
lamp-wreaths-over-cyclic-cosets-of-f2-lie-in-b-a	claim	0	For a free basis element a of F_2, every B_A lamp group wreathed over F_2/<a> gives a group in B_A, so Z wr_(F_2/<a>) F_2 embeds in a finitely presented simple group	**ESTABLISHED** by `lamp-wreaths-over-cyclic-cosets-of-f2-proof` (lane proof, elementary; not
lamp-wreaths-over-psl2-tree-vertices-lie-in-b-a	claim	0	For m odd, every B_A lamp group wreathed over the vertex cosets PSL_2(Z[1/2m])/PSL_2(Z[1/m]) gives a group in B_A, in particular Z wr_X PSL_2(Z[1/2]) embeds in a finitely presented simple group	**ESTABLISHED** by `lamp-wreaths-over-psl2-tree-vertices-proof` (lane proof; not
lampshuffler-bases-lift-no-shift-for-one-ended-inputs	claim	0	For a one-ended input, a near map of nonzero index never conjugates the regular copy of a finite-index subgroup into the regular copy, so over the lampshuffler base of H_n(E_nu(P)) the lifting criterion certifies no letter that shifts a strand	**ESTABLISHED** (lane proof, elementary, proved below; not independently reviewed; no priority claimed).
leavitt-ge-rings-have-stable-k1-at-rank-three	claim	0	A ring with a Leavitt pair in which every invertible matrix is elementary times diagonal has GL_n/E_n = K_1 for every n >= 3; for R_L this would give GL_n(R_L)/E_n(R_L) = Z and the K_1 input (S1) of the frame-complex route	**ESTABLISHED.** Item 3 uses the Menal--Moncasi theorem, read only through Khanh's account, and item 4. Proof in
leavitt-k1-stability-is-one-step	claim	0	For a ring with a Leavitt pair, the kernel of GL_n/E_n -> K_1 is the kernel of one stabilization, and surjective K_1-stability at n implies injective K_1-stability at n	**ESTABLISHED** through `leavitt-k1-stability-is-one-step-proof`. Refereed: gq-referee-a PASS, proof-gap lens (report
leavitt-resolvent-frame-complex-is-highly-connected	claim	0	The ordered frame complex X_r(R_L) is (r-3)-acyclic and simply connected for r >= 4, and E_r(R_L) acts transitively on its frames of size at most r-1, by a simultaneous word multiplier built from separated vacuum isometries	**ESTABLISHED** through `leavitt-resolvent-frame-complex-is-highly-connected-proof`. Refereed: gq-referee-b
leavitt-resolvent-k2-stability-holds	claim	1	For every N >= 3, K_2(N,R_L) -> K_2(R_L) is an isomorphism, so K_2(N,R_L) = Q^x on the symbols {λ,N+1}, it is central in St_N(R_L), and St_N(R_L) has solvable word problem	**ESTABLISHED** through `leavitt-resolvent-k2-stability-holds-proof`. Refereed: gq-referee-b PASS, citation and scope le
leavitt-square-units-have-conp-parity-p-complete-word-problem	claim	0	The word problem of the finitely presented simple group (L ⊗ L)^x is coNP^⊕P-complete, so it is not in coNP unless the polynomial hierarchy collapses	**ESTABLISHED** (route `leavitt-square-units-wp-complexity-proof`; lane proof by bh-free-26,
leavitt-square-units-mod-p-complete-word-problem	claim	0	For every prime p the finitely presented simple group (L_(F_p)(1,2) ⊗ L_(F_p)(1,2))^x / F_p^x has word problem complete for ∀·Mod_pP	**ESTABLISHED** (route `prime-field-leavitt-square-units-mod-p-proof`; lane proof by bh-free-26,
leavitt-swindle-kills-deligne-center-in-ring-induced-hosts	claim	0	Over a ring with an involution-compatible Leavitt pair, base change from Z kills H_2 of Sp_2g(Z) in rank 6g, so every lift of Deligne's lattice to a central extension of the symplectic group (StSp over R_L included) kills its centre	**ESTABLISHED** through `symplectic-leavitt-swindle-proof`. Lane proof: elementary group
leavitt-tensor-unit-word-problems-have-one-counting-quantifier	claim	0	Word problems of finitely generated linear groups over Leavitt tensor algebras lie in ∀·Mod_pP (finite fields) or C_=P (Z[1/M]), both bounds are attained, and so PSPACE-hardness needs hosts without finite depth	**ESTABLISHED** (route `leavitt-tensor-unit-counting-cap-proof`; lane proof by bh-free-26,
lift-presentable-groups-closed-under-products-and-wreaths	claim	0	Groups embedding in a group with a lift-presented finite-state action are closed under finite direct products and finite extensions, and an automaton group is one exactly when its recurrent part is	**ESTABLISHED** (lane proof below, elementary; uses Theorem A of
lifted-odd-roots-of-the-odometer-doubled-by-the-baker-map	claim	0	Some odd root of the 2V_tau odometer built from a V-torsion lift is squared by a doubling element, the first step toward Q semidirect 2 inside the F_infinity simple host 2V_tau	**REFUTED** (full target) by `no-free-q-odd-action-by-v-has-a-doubling-intertwiner`: no single doubling element serves a
limit-groups-over-hyperbolic-groups-satisfy-boone-higman	claim	0	Limit groups over a torsion-free hyperbolic group, and every finitely generated subgroup of its Lyndon completion, embed in finitely presented simple groups	**ESTABLISHED** by `limit-groups-over-hyperbolic-bh-proof` (lane proof, not reviewed;
limit-set-escaping-forces-infinitely-many-double-cosets	claim	0	If some loxodromic element of G has both fixed points outside the limit set of H in a hyperbolic G-space, then H has infinitely many double cosets in G	**ESTABLISHED** (lane proof; elementary Gromov-hyperbolic estimates, inline; not
locally-quasiconvex-hyperbolic-groups-have-no-type-a-actions	claim	0	Surface groups, infinite locally quasiconvex hyperbolic groups and closed hyperbolic 3-manifold groups carry no type (A) action; in any hyperbolic group, type (A) point stabilizers of infinite orbits have full limit set	**ESTABLISHED** (lane proof; not reviewed; no priority claimed).
lodha-simple-group-s-is-two-generated	claim	0	Lodha's finitely presented simple group S of piecewise projective circle homeomorphisms is generated by two elements	**ESTABLISHED** by `lodha-simple-group-s-is-two-generated-proof` (lane proof, bh-free-13, 2026-09-18; not
lossless-monomial-recursions-give-simple-completions	claim	0	A lossless row-monomial recursion on a free algebra has a monomial self-similar quotient, and if every surviving word erases to the empty word along some branch, its completion is finitely presented and simple	**ESTABLISHED** through `lossless-monomial-recursions-give-simple-completions-proof` (lane proof,
low-complexity-mapping-class-groups-are-continuous-automatic	claim	0	The mapping class groups of punctured spheres, of the torus and once-punctured torus, and of the closed genus-two surface are continuous automatic	**ESTABLISHED** (lane proof, not reviewed; no priority claimed). Proof:
mapping-class-groups-are-continuous-automatic	claim	0	Mapping class groups of finite-type surfaces are continuous automatic (BBCMP Question 1.16, first part)	**OPEN** in general. Settled for low complexity; see below.
minimal-piecewise-full-group-derived-subgroup-is-simple	claim	0	For every minimal piecewise full group of homeomorphisms of the Cantor space, the derived subgroup is simple	**OPEN.** A. Garrido and C. D. Reid, *Locally compact piecewise full groups of
mixed-identities-encode-normal-closure-commutation	claim	0	The mixed identity [x c x^-1, d] holds in G exactly when the normal closures of c and d commute, so a finitely presented group with solvable word problem and undecidable normal-closure commutation would answer MathOverflow 412219 negatively	**ESTABLISHED** (lane proof, elementary; not reviewed; no priority claimed).
mosher-suffix-uniqueness-gives-continuous-inverse-normal-forms	claim	0	An automatic structure with Mosher's suffix uniqueness property is suffix-continuous under right multiplication, so its inverted language is a continuous normal form for the left action	**ESTABLISHED** (lane proof, elementary, not reviewed; no priority claimed). Proof:
n-adic-lodha-moore-groups-embed-in-piecewise-projective-group	claim	0	Kodama's n-adic Lodha–Moore groups G_0(n) embed in the group of piecewise projective homeomorphisms of the line	**OPEN.** Y. Kodama, *Distorted and undistorted subgroups of the Lodha–Moore group*,
neumann-doubling-host-candidate	claim	0	Adding the doubling map to Neumann's group gives a residually finite ascending HNN extension, (locally finite)-by-BS(1,2), whose finite presentability is exactly a window question	**ESTABLISHED** for the stated properties. Whether the host is finitely presented is
neumann-group-is-locally-finite-by-z-and-not-fp	claim	0	Neumann's group is (locally finite)-by-Z with explicit finite windows, is not finitely presented, is effectively residually finite, and embeds in no group acting on a bounded-degree rooted tree	**ESTABLISHED** (elementary; written inline by lane bh-free-59, not independently
no-free-q-odd-action-by-v-has-a-doubling-intertwiner	claim	0	No free action of an amenable group with free Z/p for infinitely many primes admits a V-intertwiner with its doubled lift, so Q semidirect <2> never embeds in 2V_tau with 1 sent to the odometer	**ESTABLISHED** (lane proof, bh-free-30, 09-18; elementary; not reviewed; no priority claimed).
no-homeomorphism-shifts-primes-acting-as-l-adic-scalars	claim	0	No homeomorphism of a compact space conjugates the l-adic unit actions of six primes p_0..p_5 in a chain p_k -> p_(k+1)	**ESTABLISHED** (lane proof, not reviewed). No priority claimed. One deep input, recalled and
non-spanning-subsets-of-an-f2-space-are-highly-connected	claim	0	The simplicial complex of non-spanning sets of nonzero vectors of F_2^r is (r-3)-connected	**ESTABLISHED** (lane proof from standard results, recalled and not re-read: the Nerve
nonorientable-surface-word-stabilizers-infinite-double-cosets	claim	0	For every n at least three, the stabilizer in Out(F_n) of the one-cusp nonorientable surface word a_1^2...a_n^2 has infinitely many double cosets, and so does every surface peripheral-structure stabilizer	**ESTABLISHED** (lane proof, same counting method as the orientable node; not
nonrecursive-a2-kernel-makes-e-of-wreath-not-rec-presented	claim	0	If some type [A_2] action G on S has a nonrecursive kernel, then the finitely presented wreath product (Z/2) wr_S G has E not recursively presented, answering MathOverflow 412219 negatively	**ESTABLISHED as an implication** (lane proof, elementary; not reviewed; no priority claimed). One input is
nv-periodic-groups-via-graded-renormalization	route	0	A graded height-3 renormalization of an element of nV puts Nekrashevych's ternary periodic fragmentation into nV	**Route (conditional; the input is OPEN).** Lane bh-free-01.
odd-roots-of-the-2v-tau-odometer-have-doubling-conjugators	claim	0	For every odd q the 2V_tau odometer has an explicit q-th root r_q and a doubling element u_q with u_q r_q u_q^{-1} = r_q^2	**ESTABLISHED** (lane proof, bh-free-30, 09-18; elementary, every identity is checked below; not reviewed; no priority c
odd-smart-induced-map-has-height-m-renormalization	claim	0	For every odd m >= 3, SMART_m induced on its level-zero moves is an element of 2V with a brick-local height-m renormalization	**ESTABLISHED** (lane bh-free-18, lane proof, not reviewed). It follows the refereed `m = 3` proof
odd-smart-machines-have-exact-m-fold-moves	claim	0	For every odd m >= 3 an 8-state reversible Turing machine on m letters has SMART's four moves with exact m-fold nesting	**ESTABLISHED** (lane bh-free-18, elementary lane proof, not reviewed). No priority claimed: two
oligomorphic-fp-infinity-actor-without-thompson-f	claim	0	Some group acts oligomorphically on an infinite set with all finite-set stabilizers of type FP_∞ and contains no copy of Thompson's group F (FFKLZ Question 2.4)	**OPEN.** Fournier-Facio--Kropholler--Lyman--Zaremsky, *Finiteness properties of stabilisers
once-punctured-mcgs-are-continuous-asynchronous-automatic	claim	0	The mapping class group of every once-punctured surface of genus at least one is continuous asynchronous automatic, and hence embeds in the rational group of Grigorchuk, Nekrashevych and Sushchanskii	**ESTABLISHED** (lane proof, not reviewed; no priority claimed), modulo the cited
one-fp-simple-group-contains-every-s-integral-linear-group	claim	0	For every finite set of primes P, one finitely presented simple group contains GL_n(Z[1/P]) for every n	**ESTABLISHED** (lane proof, not reviewed; load-bearing, referee review requested) by route
open-euclidean-artin-types-resist-garside-normal-form-routes	claim	0	The Euclidean Artin types still open for B_A (D̃_n, Ẽ_6, Ẽ_7, Ẽ_8, F̃_4) are complete atoms, have no fiber-type toric model, and embed only in infinite-type Garside groups, so none of the current routes applies as stated	**ESTABLISHED** as a status and obstruction record (lane bh-artin, 2026-09-18; the mathematical content is elementary or
out-ct-p-z-is-c2	claim	0	For every nonempty set P of odd primes, finite or infinite, Out(CT_P(Z)) is cyclic of order 2, generated by n -> -n-1 (for P empty the group is V and Out is infinite)	**ESTABLISHED** (lane proof, not reviewed). No priority is claimed.
out-ct-z-is-c2	claim	0	Out(CT(Z)) is cyclic of order 2, generated by n -> -n-1; this answers Kourovka Problem 17.57 positively	**ESTABLISHED** (lane proof, not reviewed). No priority is claimed.
out-free-double-coset-finite-subgroups-have-dense-limit-sets	claim	0	Every subgroup of Out(F_n), n at least three, with finitely many double cosets has limit set in the free factor boundary meeting every fully irreducible fixed pair, and densely so; finite generation is the only remaining obstruction to type (A) actions	**ESTABLISHED** for items 1 and 3 (lane proof; not reviewed; no priority
out-free-groups-satisfy-boone-higman	claim	0	Every Out(F_n) with n at least three embeds in a finitely presented simple group	**OPEN.** For every `n ≥ 3`, `Out(F_n)` embeds in a finitely presented simple
pbh-class-closed-under-centralizer-amalgams	claim	0	The permutational Boone--Higman class is closed under amalgams M *_{C_M(F)} (C_M(F) x P) over centralizers of finite sets, in particular under extensions of centralizers	**ESTABLISHED** by `pbh-centralizer-amalgam-closure-proof` and, independently of the
pbh-closed-under-decidable-permutational-wreaths	claim	0	The permutational Boone--Higman class is closed under permutational wreath products over G-sets with finitely many orbits whose point stabilizers have decidable membership	**OPEN.** Let `A, G ∈ B_A` with `G` finitely generated, and let `X` be a `G`-set
pbh-coset-condition-passes-to-finite-index-overgroups	claim	0	If C satisfies the coset-wreath condition in G, so does every subgroup containing C with finite index, and so does the setwise stabilizer of any finite set of cosets of C	**ESTABLISHED** by `pbh-coset-condition-finite-index-overgroups-proof` (lane proof,
pbh-coset-wreath-subgroups-closure-properties	claim	0	The subgroups satisfying the coset-wreath conditions (a)-(e) are closed under finite-index overgroups inside G, under passage from finite-index subgroups of G, and under preimages along homomorphisms to B_A groups	**ESTABLISHED** by `pbh-coset-wreath-subgroups-closure-properties-proof` (lane proof,
pbh-coset-wreaths-iff-identity-edge-hnns	claim	0	For G in the permutational Boone--Higman class and any subgroup C, the lamplighter over G/C, the identity-edge HNN extension over C, and realizing C as a centralizer in an overgroup are equivalent	**ESTABLISHED** by `pbh-coset-wreaths-iff-identity-edge-hnns-proof` (lane proof, not
pbh-graphs-of-groups-over-realized-good-edges	claim	0	A finite graph of groups lies in B_A if its vertex groups embed in one B_A-group where every edge identification is conjugation and every edge image is a good subgroup	**ESTABLISHED** by `pbh-graphs-of-groups-realized-good-edges-proof` (lane proof, not
piecewise-canonical-permutations-are-transposition-products	claim	0	Every piecewise-canonical permutation of Z is a product of class transpositions, by an elementary tree-rewriting argument, so the answer to Kourovka 17.59 needs no groupoid input	**ESTABLISHED** (lane proof, not reviewed). It is elementary: it uses only the Chinese
piecewise-translation-z2-enumerations-are-not-fp	claim	0	If the successor map of an enumeration of Z^2 is a piecewise translation over finitely many polyhedral pieces, then the near shift group is not finitely presented, so no Mallery-Zaremsky or Houghton-like envelope of that enumeration is	**ESTABLISHED** (lane proof, written inline, not independently reviewed, no priority claimed). It proves the
pisot-box-exchange-groups-satisfy-boone-higman	claim	0	For algebraic units β_1, …, β_s with property (F), every finitely generated group of box exchanges whose i-th coordinates and translations lie in Q(β_i) embeds in a finitely presented simple group	**ESTABLISHED** (lane proof, not reviewed; no priority claimed; inputs as in
pisot-interval-exchange-groups-satisfy-boone-higman	claim	0	If K = Q(β) for an algebraic unit β with property (F), every finitely generated group of interval exchanges with lengths and translations in K, of any rank up to [K:Q], embeds in a finitely presented simple group; for example all minimal interval exchange full groups over the d-bonacci fields, and Sturmian Juschenko--Monod groups with cubic angles	**ESTABLISHED** (lane proof, a corollary of `pisot-stein-groups-are-contracting-rsgs`, whose inputs it inherits;
pisot-stein-groups-are-contracting-rsgs	claim	0	For an algebraic unit β > 1 with property (F), the Stein group V(Z[β],⟨β⟩,1) acts on the β-shift as a contracting rational similarity group, so every subgroup of every V(Z[β],⟨β⟩,ℓ) embeds in a finitely presented simple group	**ESTABLISHED** (route `pisot-stein-groups-are-contracting-rsgs-proof`; lane proof, not reviewed; no priority
pisot-unit-slope-stein-groups-are-finitely-presented	claim	0	For every algebraic unit β > 1 with property (F), in every degree, the irrational-slope Stein group V(Z[β],⟨β⟩,ℓ) is finitely presented and its derived subgroup is a finite-index finitely presented simple group; a positive answer to Tanner's question for these slopes	**ESTABLISHED** (lane proof, not reviewed; no priority claimed). Inputs:
product-of-simple-groups-type-a-actions-come-from-factors	claim	0	A type [A_2] action of a product S × T of infinite simple groups forces a factor to have a proper finitely generated subgroup of finite bi-index, or S ≅ T with finitely many conjugacy classes	**ESTABLISHED** (lane proof, elementary; not independently reviewed; no priority
products-of-hyperbolic-groups-qi-embed-in-fp-simple-groups	claim	0	Groups undistorted in type (A) actors are closed under finite direct products and finite-index overgroups, so every finite product of hyperbolic groups and copies of Aut(F_n) quasi-isometrically embeds in a finitely presented simple group	**ESTABLISHED** by `qi-permutational-class-products-and-finite-extensions-proof` (lane proof, formal on top
q-difference-lamplighter-is-not-quasi-linear	claim	0	A commutator acting by a power map on a torsion-free abelian normal subgroup rules out quasi-linearity, so the q-difference lamplighter is linear over no finite product of fields	**ESTABLISHED** (lane `bh-solvable`, lane proof, elementary; not independently
q-difference-lamplighter-satisfies-boone-higman	claim	0	The q-difference lamplighter Z[1/q][x^±1] ⋊ <x·, f(x) ↦ f(qx)> embeds in a finitely presented simple group	**OPEN.** Let `q >= 2` and let `K_q = V ⋊ ⟨X, T⟩` be as in
q-semidirect-2-in-2v-tau-reduces-to-a-circle-coding	claim	0	The centralizer of the 2V_tau odometer is fibered, Q semidirect <2> acts on the Cantorized 2-adic solenoid through s and the baker map, and embedding it in 2V_tau reduces to one binary coding of the circle blown up at Q/Z	**ESTABLISHED** (lane proof, bh-free-30, 09-18; elementary; not reviewed; no priority claimed). Notation as in `odd-root
quadratic-interval-exchange-full-groups-satisfy-boone-higman	claim	0	Every subgroup of the topological full group of a minimal interval exchange with parameters in a real quadratic field with a unit of norm −1, in particular its finitely generated simple derived subgroup, embeds in a finitely presented simple group	**ESTABLISHED for real quadratic fields with a unit of norm −1** (lane proof; no priority claimed).
raags-are-undistorted-in-brin-thompson-group-2v	claim	0	Every finitely generated right-angled Artin group is undistorted in the Brin-Thompson group 2V (Salo's conveyor-belt embedding is a quasi-isometric embedding)	**ESTABLISHED** by `raag-undistortion-in-2v-via-heaviest-belt-chain-proof` (lane proof, elementary, not
rank-one-rational-projective-full-group-is-flip-v	claim	0	In rank one the integral projective full group of the rational Cantorization is the Röver–Nekrashevych group of the letter flip, hence finitely presented	**ESTABLISHED** (lane bh-free-54, 2026-09-18). Lane proof, not independently
rational-germ-singular-sets-are-finite-graph-path-spaces	claim	0	The singular set of a rational homeomorphism over a boundary Thompson group is the path space of an explicit finite graph, so it is either finite with all points eventually periodic, or contains a Cantor set	**ESTABLISHED** by `rational-germ-singular-sets-graph-path-space-proof` (lane proof,
