# GENERATED by scripts/sentence_census.py -- do not edit.
# Edit metadata/NON_MF_SENTENCE_MAP.tsv and regenerate.
# Manuscript SHA-256: 3635091793cb04f0660c9c152ccdcb7ba58792167f68399848730c46814a8f93
key	line	section	env	label	status	decls	sentence
f52624ced12a	890	One-sided inverses and elementary groups	proof	lem:ring-compression-cell	formalized	GroupApproximation.OneSidedCompressor.compressorPiece_val GroupApproximation.OneSidedCompressor.compressor GroupApproximation.OneSidedCompressor.compressor_val	Its block on coordinates $(i,4)$ is $s&e\\0&t$, so $u=u_3u_2u_1\in\EL_4(R)$ is the matrix
c0383f82a141	902	One-sided inverses and elementary groups	proof	lem:ring-compression-cell	formalized	GroupApproximation.Manuscript.NonMF.RingCompressionCellGeneral.PrintedCompressorInvertible GroupApproximation.Manuscript.NonMF.RingCompressionCellGeneral.printedCompressorInvertible GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_compressorInvertible	invertible as a product of elementary matrices.
8ed7601a0e35	902	One-sided inverses and elementary groups	proof	lem:ring-compression-cell	formalized	GroupApproximation.OneSidedCompressor.compressor_mul_coreRoot GroupApproximation.OneSidedCompressor.compressor_conj_root	For $1\le i\ne j\le3$ and $a\in R$,
8782d1207725	907	One-sided inverses and elementary groups	proof	lem:ring-compression-cell	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_intertwineEntries	both sides differ from $u$ by one entry, $sa$ in position $(i,j)$, since on the right the increment $sat\cdot(s,\ldots,et^{j-1})$ from row $j$ of $u$ contributes $sa\,ts=sa$ in position $(i,j)$ and $sa\,te\,t^{j-1}=0$ in position $(i,4)$.
3e97a39311f3	907	One-sided inverses and elementary groups	proof	lem:ring-compression-cell	formalized	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_compressionCellCoreAndOffDiag GroupApproximation.Manuscript.OneSidedMFRadical.RankFourCompressionCellPrinted.compressor_conj_core_offDiag_sandwich GroupApproximation.OneSidedCompressor.compressor_compresses_core	So $uLu^{-1}\le L$, and \eqref{eq:intertwine} gives the last assertion.
d1142160bf17	913	One-sided inverses and elementary groups	proof	lem:ring-compression-cell	formalized	GroupApproximation.Manuscript.NonMF.RingCompressionCellGeneral.PrintedCentralMark GroupApproximation.Manuscript.NonMF.RingCompressionCellGeneral.printedCentralMark GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_centralMark	The element
83ed5eb3b38c	918	One-sided inverses and elementary groups	proof	lem:ring-compression-cell	formalized	GroupApproximation.Manuscript.NonMF.RingCompressionCellGeneral.PrintedCentralMarkCentral GroupApproximation.Manuscript.NonMF.RingCompressionCellGeneral.printedCentralMarkCentral GroupApproximation.Manuscript.NonMF.RingCompressionCellGeneral.core_isBlockDiagOne GroupApproximation.Manuscript.NonMF.RingCompressionCellGeneral.centralMarkMatrix_commute_blockDiagOne GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_centralMarkCentral	is computed in the block on coordinates $(1,4)$ using $te=0$, and a diagonal matrix of this shape commutes with every $\operatorname{diag}(A,1)$, so $c\in C_G(L)$.
0f4f9e94cc50	918	One-sided inverses and elementary groups	proof	lem:ring-compression-cell	formalized	GroupApproximation.Manuscript.NonMFSentences.OneSidedInversesPrintedSteps.printedCompressorMarkProducts GroupApproximation.Manuscript.NonMFSentences.OneSidedInversesPrintedSteps.compressorMatrix_mul_centralMarkMatrix GroupApproximation.Manuscript.NonMFSentences.OneSidedInversesPrintedSteps.elementaryMatrix_mul_compressorMatrix GroupApproximation.Manuscript.NonMFSentences.OneSidedInversesPrintedSteps.compressorMatrix_mul_centralMarkMatrix_lastCol GroupApproximation.Manuscript.NonMFSentences.OneSidedInversesPrintedSteps.elementaryMatrix_mul_compressorMatrix_firstRow GroupApproximation.OneSidedCompressor.compressor_mul_centralMark	Both $uc$ and $e_{12}(e)u$ equal $u+et\,E_{14}$: the last column of $uc$ is $(e,et,et^2,t^3)^{\mathsf T}(1+et)$ and $e^2=e$, $te=0$, while $e_{12}(e)u$ adds $e$ times the second row $(0,s,0,et)$ of $u$ to its first row, and $es=0$.
419d553a0d48	918	One-sided inverses and elementary groups	proof	lem:ring-compression-cell	formalized	GroupApproximation.OneSidedCompressor.compressor_conj_centralMark GroupApproximation.OneSidedCompressor.defect_eq GroupApproximation.elementaryRoot_commutator	So $ucu^{-1}=e_{12}(e)$, and the Steinberg relation $[e_{12}(e),e_{23}(1)]=e_{13}(e)$ gives the second identity.
29118a9b250c	933	One-sided inverses and elementary groups	theorem	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.printedFullDefectRingTheorem_byUniversalGroup GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptFullComplementaryIdempotentsRankTwoAllCharacteristics	Let $R$ be a countable unital associative ring.
5cbedadd4606	933	One-sided inverses and elementary groups	theorem	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.printedFullDefectRingTheorem_byUniversalGroup GroupApproximation.Manuscript.NonMFSentences.FullDefectIdealGloss.manuscriptSentence_fullIdempotentGloss	Suppose that $s,t\in R$ satisfy
7ce8c636a470	938	One-sided inverses and elementary groups	theorem	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRankTwo.PrintedFullComplementaryIdempotentsRankTwo GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptFullComplementaryIdempotentsRankTwoAllCharacteristics GroupApproximation.Manuscript.NonMFSentences.FullDefectIdealGloss.manuscriptSentence_fullIdempotentGloss	that is, $1-st$ is a \emph{full} idempotent, so that $1=\sum_{j}a_j(1-st)b_j$ for finitely many $a_j,b_j\in R$.
cede6c4edd2c	938	One-sided inverses and elementary groups	theorem	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.printedFullDefectRingTheorem_byUniversalGroup GroupApproximation.Manuscript.OneSidedMFRadical.UniversalGroupSigma.manuscriptFullComplementaryIdempotentsUniversal	For every $n\ge2$, every homomorphism from $\EL_n(R)$ to an MF group is trivial. Every homomorphism from $\EL_4(\mathcal C)$ to an MF group is trivial; that group is finitely generated and has property~\textup{(T)}; and there is a homomorphism from it to $\EL_n(R)$ whose image normally generates $\EL_n(R)$.
469f1e197e95	950	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.UniversalPair.pairInverse GroupApproximation.Manuscript.OneSidedMFRadical.UniversalGroupB.B	\emph{The universal group.} In $\mathcal C$ put $s=s_0$, $t=t_0$, and $e=1-st$.
a4cdcda5bef7	950	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_ringRelations	Then $ts=1$, $e^2=e$, $es=te=0$, and $t_1es_1=1$.
a6ce75cd2625	950	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_groupsGandL	Put $G=\EL_4(\mathcal C)$ and $L=\EL_3(\mathcal C)$ on coordinates $1,2,3$.
0939d33e1ff4	950	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.EJZCitationSentences.manuscriptSentence_universalRingBothGroupsPropertyT GroupApproximation.Manuscript.NonMFSentences.UniversalRingSentences.manuscriptSentence_universalRingPrintedReasons GroupApproximation.Manuscript.NonMFSentences.UniversalRingSentences.universalToLeavitt_surjective GroupApproximation.Manuscript.NonMFSentences.HeadlineCitationSentences.manuscriptSentence_propertyTGivesFinitelyGenerated	The ring $\mathcal C$ is nonzero, since it maps onto $L_{\F_2}(1,2)$, and finitely generated, so both groups have property~\textup{(T)} by~\cite[Theorem~1.1]{EJZ}, and $\EL_4(\mathcal C)$ is finitely generated~\cite[Theorem~1.3.1]{BHV}.
ade7fe9335db	959	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_compressorMatrix GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_centralMark	By Lemma~\ref{lem:ring-compression-cell} there are $u,c\in G$ with $uLu^{-1}\le L$, $c\in C_G(L)$, and
ec86ceff1bf1	965	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_normalClosureOfDefect	Let $N$ be the normal closure of $d$ in $G$.
8227dfc88059	965	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_steinbergPair	For arbitrary $a,b\in\mathcal C$, the Steinberg relations give
eb7d6fe7334e	971	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_fullnessRootRewrite	So $e_{42}(1)=e_{42}(t_1es_1)\in N$.
ad1cfff561d3	971	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.ElementaryWeyl.elGen_one_mem_of_ne	Elementary signed permutation matrices conjugate this element to every off-diagonal position, up to a sign, so $e_{ij}(1)\in N$ whenever $i\ne j$.
8830867a92de	971	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_steinbergSpreadsCoefficients	For distinct $i,j,k$ and every $r\in\mathcal C$,
c0333a70aec6	978	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_defectIsEverything	So $N=G$, and $\mathfrak D_G(L)=G$.
2e41521883fb	978	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.manuscriptSentence_homFromBTrivialByCriterion	By Theorem~\ref{thm:compression-criterion} with $K=G$, every homomorphism from $G$ to an MF group is trivial.
f840f9a0ef7c	982	One-sided inverses and elementary groups	proof	thm:full-defect-ring	structural		\emph{Rank two.} Now let $R$ satisfy the hypothesis.
45f5c651c852	982	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_twoCopies	By Lemma~\ref{lem:two-copies} choose $v_0,v_1,w_0,w_1\in R$ with $w_iv_j=\delta_{ij}$.
2d95c1b6384d	982	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_universalProperty	Then $\varphi\colon s_i\mapsto v_i$, $t_i\mapsto w_i$ is a unital ring homomorphism $\mathcal C\to R$, and it induces a homomorphism $\EL_4(\mathcal C)\to\EL_4(R)$.
546f936f3fbe	982	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_lengthTwoWords GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_pIdem GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_jMapDef	Put
53f2c41f65d9	991	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_lengthTwoWords GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_pIdem	so that $T_iS_j=\delta_{ij}$, and put $p=\sum_iS_iT_i$.
45c0a7a24b09	991	One-sided inverses and elementary groups	proof	thm:full-defect-ring	definition	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_jMapDef	For a $4\times4$ matrix $A$ over $R$ put
605dfb0242a3	996	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_jMapMultiplicative GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_psiIsDiag GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_psiOnRoots	Since $(1-p)S_i=0$ and $T_j(1-p)=0$, we have $\jmath(AB)=\jmath(A)\jmath(B)$ and $\jmath(I)=1$, so $\Psi(A)=\operatorname{diag}(\jmath(A),1)$ defines a homomorphism $\GL_4(R)\to\GL_2(R)$, and for $i\ne j$ and $r\in R$,
18ab8ca8e9ef	1003	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_psiOnRoots	by the computation in Lemma~\ref{lem:rank-two}, since $T_jS_i=0$.
e440073f849c	1003	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingSentences.manuscriptSentence_psiLandsInEL2	So $\Psi(\EL_4(R))\le\EL_2(R)$.
7fb55eb3f582	1003	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.manuscriptSentence_rhoKillsImageOfB	Let $\rho$ be a homomorphism from $\EL_2(R)$ to an MF group.
16a8406515ce	1003	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.manuscriptSentence_rhoKillsImageOfB	Composed with $\EL_4(\mathcal C)\to\EL_4(R)\to\EL_2(R)$ it is trivial, so $\rho$ kills the image $\Psi(e_{12}(1))=\operatorname{diag}(1+S_1T_2,1)$ of $e_{12}(1)\in\EL_4(\mathcal C)$, which normally generates $\EL_2(R)$ by Lemma~\ref{lem:rank-two} with $v=S_1$, $w=T_1$, $a=S_2$, $b=T_2$.
1a16fdba9df3	1003	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.manuscriptSentence_rhoTrivialByUniversalGroup	So $\rho$ is trivial, and the image of $\EL_4(\mathcal C)$ in $\EL_2(R)$ normally generates $\EL_2(R)$.
f6edc460fb1b	1013	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectAllRanksSentences.manuscriptSentence_allRanksSignedPermutations GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.elGen_mem_of_ne_signedPermutation	\emph{All ranks.} For $n\ge3$, signed permutation matrices conjugate $e_{12}(r)$ to $e_{ij}(\pm r)$ for all $i\ne j$, so the copy of $\EL_2(R)$ on coordinates $1,2$ normally generates $\EL_n(R)$.
8487a62c655f	1013	One-sided inverses and elementary groups	proof	thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.manuscriptSentence_homFromELnTrivialByUniversalGroup GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.manuscriptSentence_imageOfBInCopyNormallyGenerates	A homomorphism from $\EL_n(R)$ to an MF group is trivial on that copy, hence trivial, and the image of $\EL_4(\mathcal C)$ in that copy normally generates $\EL_n(R)$.
a4b5b1a0504a	1022	One-sided inverses and elementary groups		thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectCornerRemark.manuscriptSentence_cornerPassesUp GroupApproximation.Manuscript.NonMFSentences.FullDefectCornerRemark.cornerElementaryHom_injective GroupApproximation.Manuscript.NonMFSentences.FullDefectCornerRemark.cornerElementaryHom_val GroupApproximation.Manuscript.NonMFSentences.FullDefectCornerRemark.isOperatorMF_of_injective' GroupApproximation.Manuscript.NonMFSentences.FullDefectCornerRemark.fullDefectPair_aryLeavittAlgebra GroupApproximation.Manuscript.NonMFSentences.FullDefectCornerRemark.fullDefectPair_aryLeavittAlgebra_zmodTwo	The non-MF conclusion passes up from corners: if a nonzero idempotent $p\in R$ is such that the ring $pRp$, with unit $p$, satisfies the hypothesis, then $A\mapsto A+(1-p)I_n$ embeds $\EL_n(pRp)$ in $\EL_n(R)$, and restricting models shows that MF passes to subgroups, so $\EL_n(R)$ is not MF for every $n\ge2$.
34366ed3b6a0	1022	One-sided inverses and elementary groups		thm:full-defect-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectCornerRemark.manuscriptSentence_hypothesisNeedNotPass	The full-defect hypothesis itself need not pass to $R$, nor need every homomorphism from $\EL_n(R)$ to an MF group be trivial.
97fcf1f9add1	1031	One-sided inverses and elementary groups	corollary	cor:simple-infinite-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.printedSimpleInfiniteRingRankTwo_byUniversalGroup	If $R$ is a countable simple unital ring that is not directly finite, then every homomorphism from $\EL_n(R)$ to an MF group is trivial for every $n\ge2$.
017719ec2a80	1031	One-sided inverses and elementary groups	corollary	cor:simple-infinite-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.printedLeavittAlgebraFullDefectRankTwo_byUniversalGroup	The same conclusion holds for $R=L_k(1,m)$, for every countable field $k$ and every $m\ge2$.
4515e83a1b91	1041	One-sided inverses and elementary groups	proof	cor:simple-infinite-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.OneSidedCorollarySentences.manuscriptSentence_simpleCaseIdempotentFull GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_simpleRingChooseAndFull GroupApproximation.Manuscript.NonMFSentences.OneSidedCorollarySentences.manuscriptSentence_leavittCaseSandwich GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_leavittChooseAndFull	In the first case choose $ts=1\ne st$; then $1-st$ is a nonzero idempotent, and since $R$ is simple it generates $R$ as a two-sided ideal. In the second case, with generators $s_1,\dots,s_m,t_1,\dots,t_m$ subject to $t_is_j=\delta_{ij}$ and $\sum_is_it_i=1$, take $s=s_1$ and $t=t_1$; then $1-s_1t_1=\sum_{i\ge2}s_it_i$ and
e490d00b41a0	1049	One-sided inverses and elementary groups	proof	cor:simple-infinite-ring	formalized	GroupApproximation.Manuscript.NonMFSentences.FullDefectUniversalRoute.printedSimpleInfiniteRingCorollary_byUniversalGroup GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_simpleInfiniteRingCorollaryStatement	Theorem~\ref{thm:full-defect-ring} applies in both cases.
18fd64bafd97	1053	One-sided inverses and elementary groups	corollary	cor:one-sided-ring-maximal	definition	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRing.PrintedOneSidedRingMaximalIsometry GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptOneSidedRingMaximalIsometryAllCharacteristics	Let $R$ be a countable unital ring.
7b383805ef7a	1053	One-sided inverses and elementary groups	corollary	cor:one-sided-ring-maximal	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptOneSidedRingMaximalIsometryAllCharacteristics	If $R$ is not directly finite, then $C^*_{\max}(\EL_n(R))$ contains a proper isometry for every $n\ge4$.
fa3d9aa8ce2c	1053	One-sided inverses and elementary groups	corollary	cor:one-sided-ring-maximal	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptOneSidedRingMaximalIsometryRankTwoAllCharacteristics GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptOneSidedRingMaximalReducedCStarRankTwoAllCharacteristics GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptUnitGroupNotMFAllCharacteristics	If $R\ne0$ satisfies the hypothesis of Theorem~\ref{thm:full-defect-ring}, then for every $n\ge2$ the algebra $C^*_{\mathrm r}(\EL_n(R))$ is separable, stably finite, and not MF, and the unit group $R^\times$ is not MF\@.
27586e96ecfe	1066	One-sided inverses and elementary groups	proof	cor:one-sided-ring-maximal	formalized	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_oneSidedMaximalChooseSubring	Choose $s,t\in R$ with $ts=1\ne st$, and let $S$ be the unital subring they generate.
b45891d88426	1066	One-sided inverses and elementary groups	proof	cor:one-sided-ring-maximal	formalized	GroupApproximation.Manuscript.NonMFSentences.OneSidedCorollarySentences.manuscriptSentence_strictCompressionWitness GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_oneSidedMaximalStrictCompression GroupApproximation.Manuscript.NonMFSentences.HeadlineCitationSentences.manuscriptSentence_pairSubringElementaryPropertyT	Let $u$ and $L=\EL_3(S)$ be as in Lemma~\ref{lem:ring-compression-cell} for $S$; then $L$ has property~\textup{(T)}~\cite[Theorem~1.1]{EJZ}, and the compression is strict, since $e(sat)=0$ while $e\cdot1=e\ne0$ puts $e_{12}(1)$ in $L\setminus uLu^{-1}$.
900689d5c4ac	1066	One-sided inverses and elementary groups	proof	cor:one-sided-ring-maximal	formalized	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_oneSidedMaximalProperIsometry	By Proposition~\ref{prop:max-infinite} applied to $L\le\EL_n(R)$ and $u$, $C^*_{\max}(\EL_n(R))$ contains a proper isometry.
2ff745dd7064	1075	One-sided inverses and elementary groups	proof	cor:one-sided-ring-maximal	formalized	GroupApproximation.Full.NM10.printedElementaryGroupNotMFRankTwo GroupApproximation.Full.NM10.PrintedElementaryGroupNotMFRankTwo GroupApproximation.Full.NM10.manuscriptSentence_elementaryGroupCountableNontrivialNotMF GroupApproximation.Full.NM10.printedOneSidedRingMaximalGroupClausesRankTwo GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRingEJZUnconditional.manuscriptElementaryGroupNotMFAllCharacteristics GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRing.PrintedElementaryGroupNotMF	If $R\ne0$ satisfies the hypothesis of Theorem~\ref{thm:full-defect-ring}, then $G=\EL_n(R)$ is countable and nontrivial, and by Theorem~\ref{thm:full-defect-ring} it is not MF\@.
518cbfd6417d	1075	One-sided inverses and elementary groups	proof	cor:one-sided-ring-maximal	formalized	GroupApproximation.reducedGroupCStar_separable_stablyFinite_not_isMFAlgebra	The algebra $C^*_{\mathrm r}(G)$ is separable, stably finite because its canonical trace is faithful, and not MF by Lemma~\ref{prop:mf-residual-calculus}.
88cdb5eaabb4	1075	One-sided inverses and elementary groups	proof	cor:one-sided-ring-maximal	formalized	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_oneSidedMaximalJInjective GroupApproximation.Manuscript.OneSidedMFRadical.FullDefectRankTwo.isOperatorMF_of_injective	Finally, the map $\jmath$ from the proof of Theorem~\ref{thm:full-defect-ring} is injective, since $T_i\jmath(A)S_j=A_{ij}$, and sends $\EL_4(R)$ into $R^\times$; that group is not MF, and MF passes to subgroups.
06d71da2d355	1075	One-sided inverses and elementary groups	proof	cor:one-sided-ring-maximal	formalized	GroupApproximation.Manuscript.NonMFSentences.OneSidedSentences.manuscriptSentence_oneSidedMaximalUnitGroupNotMF	So $R^\times$ is not MF\@.
5970e738b4d9	1088	One-sided inverses and elementary groups	proposition	prop:torsion-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.PrintedTorsionComplementaryIdempotents GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptTorsionComplementaryIdempotents	Let $R$ be a countable unital ring, let $s,t\in R$ satisfy $ts=1$, and suppose that $e=1-st$ has finite additive order.
ed1dd8699cf4	1088	One-sided inverses and elementary groups	proposition	prop:torsion-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptTorsionComplementaryIdempotents GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.relativeElementary_le_mfHomKernel	Then for every $n\ge4$,
7774b0de0638	1093	One-sided inverses and elementary groups	proposition	prop:torsion-defect-ring	definition	GroupApproximation.relativeElementary	where $\EL_n(R,ReR)$ is the normal closure of the $e_{ij}(a)$ with $a\in ReR$.
ef7c374310ee	1093	One-sided inverses and elementary groups	proposition	prop:torsion-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptTorsionComplementaryIdempotents GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.not_isCDEOperatorMF_of_pair GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptPositiveCharacteristicDirectFiniteness	In particular $\EL_n(R)$ is not MF when $e\ne0$, and if $R$ has positive characteristic, then $\EL_4(R)$ MF implies that $R$ is directly finite.
cb0f08ae60a3	1100	One-sided inverses and elementary groups	proof	prop:torsion-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptSentence_zeroIdempotentCase	If $e=0$, then $ReR=0$ and $\EL_n(R,ReR)=1$, so assume $e\ne0$.
057fe08fb3bb	1100	One-sided inverses and elementary groups	proof	prop:torsion-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptSentence_pairSubringCoreKazhdan GroupApproximation.Manuscript.NonMFSentences.HeadlineCitationSentences.manuscriptSentence_pairSubringElementaryPropertyT	Let $S$ be the unital subring generated by $s,t$, and let $L=\EL_3(S)$ occupy coordinates $1,2,3$ of $\EL_4(S)$; it has property~\textup{(T)}~\cite[Theorem~1.1]{EJZ}.
1538c6bcbbec	1100	One-sided inverses and elementary groups	proof	prop:torsion-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptSentence_centralFiniteOrderInDefect	The criterion is applied to a subgroup $B\le\EL_4(S)$ with a central element of finite order inside $\mathfrak D_B(L)$.
1246801a6fc6	1100	One-sided inverses and elementary groups	proof	prop:torsion-defect-ring	definition	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.fUnit GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptSentence_matrixUnits	Put $f_{ij}=s^iet^j$.
647f63b250b2	1100	One-sided inverses and elementary groups	proof	prop:torsion-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptSentence_matrixUnits	Since $es=te=0$, $f_{ij}f_{kl}=\delta_{jk}f_{il}$, so $f_{ij}^2=0$ for $i\ne j$.
6efe099d7fdb	1100	One-sided inverses and elementary groups	proof	prop:torsion-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.lastDiag GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptSentence_diagonalCommutators	Write $D(a)=\operatorname{diag}(1,1,1,a)$; for $i\ne j$, $D(1\pm f_{ij})=[e_{41}(f_{ii}),e_{14}(\pm f_{ij})]$ lies in $\EL_4(S)$.
8113a9d8c968	1100	One-sided inverses and elementary groups	proof	prop:torsion-defect-ring	formalized	GroupApproximation.Manuscript.OneSidedMFRadical.TorsionComplementaryIdempotents.manuscriptSentence_compressorWeylAndV	Let $u$ be the compressor of Lemma~\ref{lem:ring-compression-cell}, put $w_{ij}=(1+f_{ji})(1-f_{ij})(1+f_{ji})$, $r=w_{14}w_{25}$, and $v=uD(r)$.
