30_30 10 R=6 census_30_30.json 10 certificate OK: 250 leaves, 4242 product steps; Gamma^+ is not left-orderable
42_40 426 R=4 census_42_40.json 426 certificate OK: 14 leaves, 442 product steps; Gamma^+ is not left-orderable
42_40 453 R=4 census_42_40.json 453 certificate OK: 154 leaves, 3418 product steps; Gamma^+ is not left-orderable
42_40 455 R=4 census_42_40.json 455 certificate OK: 16 leaves, 327 product steps; Gamma^+ is not left-orderable
42_40 464 R=4 census_42_40.json 464 certificate OK: 12 leaves, 191 product steps; Gamma^+ is not left-orderable
42_40 469 R=4 census_42_40.json 469 certificate OK: 10 leaves, 385 product steps; Gamma^+ is not left-orderable
42_40 470 R=4 census_42_40.json 470 certificate OK: 10 leaves, 259 product steps; Gamma^+ is not left-orderable
42_40 471 R=4 census_42_40.json 471 certificate OK: 18 leaves, 449 product steps; Gamma^+ is not left-orderable
42_40 472 R=4 census_42_40.json 472 certificate OK: 10 leaves, 259 product steps; Gamma^+ is not left-orderable
42_40 474 R=4 census_42_40.json 474 certificate OK: 12 leaves, 351 product steps; Gamma^+ is not left-orderable
42_40 522 R=4 census_42_40.json 522 certificate OK: 166 leaves, 2995 product steps; Gamma^+ is not left-orderable
42_40 524 R=4 census_42_40.json 524 certificate OK: 168 leaves, 3270 product steps; Gamma^+ is not left-orderable
42_40 532 R=4 census_42_40.json 532 certificate OK: 12 leaves, 195 product steps; Gamma^+ is not left-orderable
42_40 535 R=4 census_42_40.json 535 certificate OK: 8 leaves, 232 product steps; Gamma^+ is not left-orderable
42_41 311 R=4 census_42_41.json 311 certificate OK: 18 leaves, 304 product steps; Gamma^+ is not left-orderable
42_41 318 R=4 census_42_41.json 318 certificate OK: 14 leaves, 385 product steps; Gamma^+ is not left-orderable
42_41 319 R=4 census_42_41.json 319 certificate OK: 12 leaves, 204 product steps; Gamma^+ is not left-orderable
42_41 443 R=4 census_42_41.json 443 certificate OK: 8 leaves, 145 product steps; Gamma^+ is not left-orderable
42_41 444 R=4 census_42_41.json 444 certificate OK: 8 leaves, 145 product steps; Gamma^+ is not left-orderable
42_41 450 R=4 census_42_41.json 450 certificate OK: 8 leaves, 145 product steps; Gamma^+ is not left-orderable
42_41 451 R=4 census_42_41.json 451 certificate OK: 8 leaves, 145 product steps; Gamma^+ is not left-orderable
42_41 456 R=4 census_42_41.json 456 certificate OK: 8 leaves, 145 product steps; Gamma^+ is not left-orderable
42_41 459 R=4 census_42_41.json 459 certificate OK: 8 leaves, 145 product steps; Gamma^+ is not left-orderable
42_41 474 R=4 census_42_41.json 474 certificate OK: 10 leaves, 301 product steps; Gamma^+ is not left-orderable
42_41 475 R=4 census_42_41.json 475 certificate OK: 12 leaves, 333 product steps; Gamma^+ is not left-orderable
42_41 479 R=4 census_42_41.json 479 certificate OK: 10 leaves, 266 product steps; Gamma^+ is not left-orderable
42_41 480 R=4 census_42_41.json 480 certificate OK: 12 leaves, 189 product steps; Gamma^+ is not left-orderable
42_41 485 R=4 census_42_41.json 485 certificate OK: 18 leaves, 287 product steps; Gamma^+ is not left-orderable
42_41 495 R=4 census_42_41.json 495 certificate OK: 10 leaves, 308 product steps; Gamma^+ is not left-orderable
42_41 500 R=4 census_42_41.json 500 certificate OK: 8 leaves, 184 product steps; Gamma^+ is not left-orderable
42_41 501 R=4 census_42_41.json 501 certificate OK: 18 leaves, 251 product steps; Gamma^+ is not left-orderable
42_41 533 R=4 census_42_41.json 533 certificate OK: 8 leaves, 180 product steps; Gamma^+ is not left-orderable
42_41 534 R=4 census_42_41.json 534 certificate OK: 8 leaves, 264 product steps; Gamma^+ is not left-orderable
42_41 536 R=4 census_42_41.json 536 certificate OK: 18 leaves, 270 product steps; Gamma^+ is not left-orderable
42_41 544 R=4 census_42_41.json 544 certificate OK: 18 leaves, 280 product steps; Gamma^+ is not left-orderable
42_42 44 R=4 census_42_42.json 44 certificate OK: 14 leaves, 419 product steps; Gamma^+ is not left-orderable
42_42 77 R=4 census_42_42.json 77 certificate OK: 18 leaves, 289 product steps; Gamma^+ is not left-orderable
42_42 94 R=4 census_42_42.json 94 certificate OK: 20 leaves, 332 product steps; Gamma^+ is not left-orderable
42_42 97 R=4 census_42_42.json 97 certificate OK: 14 leaves, 360 product steps; Gamma^+ is not left-orderable
42_42 98 R=4 census_42_42.json 98 certificate OK: 12 leaves, 214 product steps; Gamma^+ is not left-orderable
42_42 106 R=4 census_42_42.json 106 certificate OK: 168 leaves, 3139 product steps; Gamma^+ is not left-orderable
42_42 114 R=4 census_42_42.json 114 certificate OK: 8 leaves, 165 product steps; Gamma^+ is not left-orderable
50_30 23 R=4 census_50_30.json 23 certificate OK: 8 leaves, 96 product steps; Gamma^+ is not left-orderable
50_30 70 R=4 census_50_30.json 70 certificate OK: 8 leaves, 168 product steps; Gamma^+ is not left-orderable
50_30 72 R=4 census_50_30.json 72 certificate OK: 8 leaves, 66 product steps; Gamma^+ is not left-orderable
50_30 116 R=4 census_50_30.json 116 certificate OK: 6 leaves, 165 product steps; Gamma^+ is not left-orderable
50_30 117 R=4 census_50_30.json 117 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 118 R=4 census_50_30.json 118 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 119 R=4 census_50_30.json 119 certificate OK: 8 leaves, 196 product steps; Gamma^+ is not left-orderable
50_30 155 R=4 census_50_30.json 155 certificate OK: 8 leaves, 158 product steps; Gamma^+ is not left-orderable
50_30 187 R=4 census_50_30.json 187 certificate OK: 8 leaves, 96 product steps; Gamma^+ is not left-orderable
50_30 209 R=4 census_50_30.json 209 certificate OK: 10 leaves, 169 product steps; Gamma^+ is not left-orderable
50_30 263 R=4 census_50_30.json 263 certificate OK: 10 leaves, 296 product steps; Gamma^+ is not left-orderable
50_30 264 R=4 census_50_30.json 264 certificate OK: 8 leaves, 109 product steps; Gamma^+ is not left-orderable
50_30 271 R=4 census_50_30.json 271 certificate OK: 8 leaves, 127 product steps; Gamma^+ is not left-orderable
50_30 324 R=4 census_50_30.json 324 certificate OK: 8 leaves, 257 product steps; Gamma^+ is not left-orderable
50_30 331 R=4 census_50_30.json 331 certificate OK: 8 leaves, 168 product steps; Gamma^+ is not left-orderable
50_30 332 R=4 census_50_30.json 332 certificate OK: 8 leaves, 168 product steps; Gamma^+ is not left-orderable
50_30 333 R=4 census_50_30.json 333 certificate OK: 12 leaves, 335 product steps; Gamma^+ is not left-orderable
50_30 337 R=4 census_50_30.json 337 certificate OK: 8 leaves, 62 product steps; Gamma^+ is not left-orderable
50_30 338 R=4 census_50_30.json 338 certificate OK: 8 leaves, 62 product steps; Gamma^+ is not left-orderable
50_30 339 R=4 census_50_30.json 339 certificate OK: 8 leaves, 136 product steps; Gamma^+ is not left-orderable
50_30 343 R=4 census_50_30.json 343 certificate OK: 8 leaves, 135 product steps; Gamma^+ is not left-orderable
50_30 345 R=4 census_50_30.json 345 certificate OK: 8 leaves, 121 product steps; Gamma^+ is not left-orderable
50_30 367 R=4 census_50_30.json 367 certificate OK: 10 leaves, 169 product steps; Gamma^+ is not left-orderable
50_30 390 R=4 census_50_30.json 390 certificate OK: 12 leaves, 402 product steps; Gamma^+ is not left-orderable
50_30 399 R=4 census_50_30.json 399 certificate OK: 12 leaves, 126 product steps; Gamma^+ is not left-orderable
50_30 416 R=4 census_50_30.json 416 certificate OK: 12 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 440 R=4 census_50_30.json 440 certificate OK: 8 leaves, 286 product steps; Gamma^+ is not left-orderable
50_30 459 R=4 census_50_30.json 459 certificate OK: 12 leaves, 240 product steps; Gamma^+ is not left-orderable
50_30 466 R=4 census_50_30.json 466 certificate OK: 12 leaves, 237 product steps; Gamma^+ is not left-orderable
50_30 488 R=4 census_50_30.json 488 certificate OK: 8 leaves, 275 product steps; Gamma^+ is not left-orderable
50_30 492 R=4 census_50_30.json 492 certificate OK: 6 leaves, 165 product steps; Gamma^+ is not left-orderable
50_30 493 R=4 census_50_30.json 493 certificate OK: 6 leaves, 165 product steps; Gamma^+ is not left-orderable
50_30 494 R=4 census_50_30.json 494 certificate OK: 8 leaves, 211 product steps; Gamma^+ is not left-orderable
50_30 496 R=4 census_50_30.json 496 certificate OK: 8 leaves, 289 product steps; Gamma^+ is not left-orderable
50_30 498 R=4 census_50_30.json 498 certificate OK: 8 leaves, 316 product steps; Gamma^+ is not left-orderable
50_30 499 R=4 census_50_30.json 499 certificate OK: 8 leaves, 322 product steps; Gamma^+ is not left-orderable
50_30 500 R=4 census_50_30.json 500 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 501 R=4 census_50_30.json 501 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 502 R=4 census_50_30.json 502 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 503 R=4 census_50_30.json 503 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 504 R=4 census_50_30.json 504 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 505 R=4 census_50_30.json 505 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 506 R=4 census_50_30.json 506 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 507 R=4 census_50_30.json 507 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 508 R=4 census_50_30.json 508 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 509 R=4 census_50_30.json 509 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 510 R=4 census_50_30.json 510 certificate OK: 8 leaves, 99 product steps; Gamma^+ is not left-orderable
50_30 511 R=4 census_50_30.json 511 certificate OK: 8 leaves, 196 product steps; Gamma^+ is not left-orderable
50_30 512 R=4 census_50_30.json 512 certificate OK: 8 leaves, 196 product steps; Gamma^+ is not left-orderable
50_30 513 R=4 census_50_30.json 513 certificate OK: 8 leaves, 196 product steps; Gamma^+ is not left-orderable
50_30 514 R=4 census_50_30.json 514 certificate OK: 10 leaves, 351 product steps; Gamma^+ is not left-orderable
50_30 515 R=4 census_50_30.json 515 certificate OK: 10 leaves, 333 product steps; Gamma^+ is not left-orderable
50_30 564 R=4 census_50_30.json 564 certificate OK: 8 leaves, 158 product steps; Gamma^+ is not left-orderable
50_30 597 R=4 census_50_30.json 597 certificate OK: 10 leaves, 255 product steps; Gamma^+ is not left-orderable
50_31 20 R=4 census_50_31.json 20 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
50_31 41 R=4 census_50_31.json 41 certificate OK: 8 leaves, 168 product steps; Gamma^+ is not left-orderable
50_31 77 R=4 census_50_31.json 77 certificate OK: 8 leaves, 117 product steps; Gamma^+ is not left-orderable
50_31 79 R=4 census_50_31.json 79 certificate OK: 8 leaves, 124 product steps; Gamma^+ is not left-orderable
50_31 84 R=4 census_50_31.json 84 certificate OK: 8 leaves, 181 product steps; Gamma^+ is not left-orderable
50_31 114 R=4 census_50_31.json 114 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
50_31 139 R=4 census_50_31.json 139 certificate OK: 8 leaves, 230 product steps; Gamma^+ is not left-orderable
50_31 141 R=4 census_50_31.json 141 certificate OK: 8 leaves, 168 product steps; Gamma^+ is not left-orderable
50_31 172 R=4 census_50_31.json 172 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
50_31 183 R=4 census_50_31.json 183 certificate OK: 8 leaves, 279 product steps; Gamma^+ is not left-orderable
50_31 195 R=4 census_50_31.json 195 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
50_31 226 R=4 census_50_31.json 226 certificate OK: 8 leaves, 256 product steps; Gamma^+ is not left-orderable
50_31 228 R=4 census_50_31.json 228 certificate OK: 8 leaves, 127 product steps; Gamma^+ is not left-orderable
50_31 232 R=4 census_50_31.json 232 certificate OK: 8 leaves, 205 product steps; Gamma^+ is not left-orderable
50_31 235 R=4 census_50_31.json 235 certificate OK: 18 leaves, 639 product steps; Gamma^+ is not left-orderable
50_31 237 R=4 census_50_31.json 237 certificate OK: 8 leaves, 276 product steps; Gamma^+ is not left-orderable
50_31 238 R=4 census_50_31.json 238 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
50_31 239 R=4 census_50_31.json 239 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
50_31 240 R=4 census_50_31.json 240 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
50_31 241 R=4 census_50_31.json 241 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
50_31 242 R=4 census_50_31.json 242 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
50_31 243 R=4 census_50_31.json 243 certificate OK: 10 leaves, 318 product steps; Gamma^+ is not left-orderable
50_31 249 R=4 census_50_31.json 249 certificate OK: 8 leaves, 181 product steps; Gamma^+ is not left-orderable
50_31 250 R=4 census_50_31.json 250 certificate OK: 8 leaves, 230 product steps; Gamma^+ is not left-orderable
51_30 23 R=4 census_51_30.json 23 certificate OK: 8 leaves, 96 product steps; Gamma^+ is not left-orderable
51_30 79 R=4 census_51_30.json 79 certificate OK: 8 leaves, 96 product steps; Gamma^+ is not left-orderable
51_30 101 R=4 census_51_30.json 101 certificate OK: 10 leaves, 169 product steps; Gamma^+ is not left-orderable
51_30 146 R=4 census_51_30.json 146 certificate OK: 12 leaves, 126 product steps; Gamma^+ is not left-orderable
51_30 170 R=4 census_51_30.json 170 certificate OK: 12 leaves, 99 product steps; Gamma^+ is not left-orderable
51_30 220 R=4 census_51_30.json 220 certificate OK: 8 leaves, 96 product steps; Gamma^+ is not left-orderable
51_30 244 R=4 census_51_30.json 244 certificate OK: 8 leaves, 95 product steps; Gamma^+ is not left-orderable
51_30 281 R=4 census_51_30.json 281 certificate OK: 10 leaves, 254 product steps; Gamma^+ is not left-orderable
51_30 324 R=4 census_51_30.json 324 certificate OK: 12 leaves, 126 product steps; Gamma^+ is not left-orderable
51_30 348 R=4 census_51_30.json 348 certificate OK: 12 leaves, 99 product steps; Gamma^+ is not left-orderable
51_30 392 R=4 census_51_30.json 392 certificate OK: 8 leaves, 96 product steps; Gamma^+ is not left-orderable
51_30 441 R=4 census_51_30.json 441 certificate OK: 12 leaves, 126 product steps; Gamma^+ is not left-orderable
51_30 465 R=4 census_51_30.json 465 certificate OK: 12 leaves, 99 product steps; Gamma^+ is not left-orderable
51_30 502 R=4 census_51_30.json 502 certificate OK: 10 leaves, 322 product steps; Gamma^+ is not left-orderable
51_30 545 R=4 census_51_30.json 545 certificate OK: 8 leaves, 96 product steps; Gamma^+ is not left-orderable
51_30 569 R=4 census_51_30.json 569 certificate OK: 8 leaves, 95 product steps; Gamma^+ is not left-orderable
51_30 613 R=4 census_51_30.json 613 certificate OK: 8 leaves, 96 product steps; Gamma^+ is not left-orderable
51_30 625 R=4 census_51_30.json 625 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 626 R=4 census_51_30.json 626 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 627 R=4 census_51_30.json 627 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 628 R=4 census_51_30.json 628 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 630 R=4 census_51_30.json 630 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 632 R=4 census_51_30.json 632 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 633 R=4 census_51_30.json 633 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 634 R=4 census_51_30.json 634 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 635 R=4 census_51_30.json 635 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 636 R=4 census_51_30.json 636 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 637 R=4 census_51_30.json 637 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 638 R=4 census_51_30.json 638 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 639 R=4 census_51_30.json 639 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 640 R=4 census_51_30.json 640 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 641 R=4 census_51_30.json 641 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 642 R=4 census_51_30.json 642 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 643 R=4 census_51_30.json 643 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 644 R=4 census_51_30.json 644 certificate OK: 10 leaves, 150 product steps; Gamma^+ is not left-orderable
51_30 645 R=4 census_51_30.json 645 certificate OK: 10 leaves, 188 product steps; Gamma^+ is not left-orderable
51_30 646 R=4 census_51_30.json 646 certificate OK: 10 leaves, 188 product steps; Gamma^+ is not left-orderable
51_30 647 R=4 census_51_30.json 647 certificate OK: 10 leaves, 188 product steps; Gamma^+ is not left-orderable
51_30 648 R=4 census_51_30.json 648 certificate OK: 10 leaves, 271 product steps; Gamma^+ is not left-orderable
51_30 649 R=4 census_51_30.json 649 certificate OK: 10 leaves, 250 product steps; Gamma^+ is not left-orderable
51_30 650 R=4 census_51_30.json 650 certificate OK: 10 leaves, 337 product steps; Gamma^+ is not left-orderable
51_30 651 R=4 census_51_30.json 651 certificate OK: 10 leaves, 229 product steps; Gamma^+ is not left-orderable
51_30 652 R=4 census_51_30.json 652 certificate OK: 10 leaves, 229 product steps; Gamma^+ is not left-orderable
51_30 653 R=4 census_51_30.json 653 certificate OK: 10 leaves, 229 product steps; Gamma^+ is not left-orderable
51_30 654 R=4 census_51_30.json 654 certificate OK: 10 leaves, 350 product steps; Gamma^+ is not left-orderable
51_30 656 R=4 census_51_30.json 656 certificate OK: 10 leaves, 144 product steps; Gamma^+ is not left-orderable
51_30 658 R=4 census_51_30.json 658 certificate OK: 10 leaves, 254 product steps; Gamma^+ is not left-orderable
51_30 659 R=4 census_51_30.json 659 certificate OK: 10 leaves, 216 product steps; Gamma^+ is not left-orderable
51_30 660 R=4 census_51_30.json 660 certificate OK: 8 leaves, 234 product steps; Gamma^+ is not left-orderable
51_30 661 R=4 census_51_30.json 661 certificate OK: 8 leaves, 204 product steps; Gamma^+ is not left-orderable
51_31 20 R=4 census_51_31.json 20 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
51_31 47 R=4 census_51_31.json 47 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
51_31 74 R=4 census_51_31.json 74 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
51_31 101 R=4 census_51_31.json 101 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
51_31 128 R=4 census_51_31.json 128 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
51_31 155 R=4 census_51_31.json 155 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
51_31 182 R=4 census_51_31.json 182 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
51_31 209 R=4 census_51_31.json 209 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
51_31 270 R=4 census_51_31.json 270 certificate OK: 8 leaves, 125 product steps; Gamma^+ is not left-orderable
51_31 279 R=4 census_51_31.json 279 certificate OK: 8 leaves, 232 product steps; Gamma^+ is not left-orderable
51_31 292 R=4 census_51_31.json 292 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 293 R=4 census_51_31.json 293 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 294 R=4 census_51_31.json 294 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 296 R=4 census_51_31.json 296 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 297 R=4 census_51_31.json 297 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 298 R=4 census_51_31.json 298 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 299 R=4 census_51_31.json 299 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 300 R=4 census_51_31.json 300 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 301 R=4 census_51_31.json 301 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 302 R=4 census_51_31.json 302 certificate OK: 8 leaves, 116 product steps; Gamma^+ is not left-orderable
51_31 303 R=4 census_51_31.json 303 certificate OK: 10 leaves, 140 product steps; Gamma^+ is not left-orderable
51_31 304 R=4 census_51_31.json 304 certificate OK: 10 leaves, 140 product steps; Gamma^+ is not left-orderable
51_31 305 R=4 census_51_31.json 305 certificate OK: 10 leaves, 271 product steps; Gamma^+ is not left-orderable
51_31 306 R=4 census_51_31.json 306 certificate OK: 8 leaves, 234 product steps; Gamma^+ is not left-orderable
51_31 307 R=4 census_51_31.json 307 certificate OK: 8 leaves, 234 product steps; Gamma^+ is not left-orderable
51_31 308 R=4 census_51_31.json 308 certificate OK: 8 leaves, 278 product steps; Gamma^+ is not left-orderable
51_31 309 R=4 census_51_31.json 309 certificate OK: 8 leaves, 274 product steps; Gamma^+ is not left-orderable
52_30 26 R=4 census_52_30.json 26 certificate OK: 10 leaves, 157 product steps; Gamma^+ is not left-orderable
52_30 72 R=4 census_52_30.json 72 certificate OK: 10 leaves, 157 product steps; Gamma^+ is not left-orderable
52_30 79 R=4 census_52_30.json 79 certificate OK: 8 leaves, 113 product steps; Gamma^+ is not left-orderable
52_30 133 R=4 census_52_30.json 133 certificate OK: 14 leaves, 140 product steps; Gamma^+ is not left-orderable
52_30 134 R=4 census_52_30.json 134 certificate OK: 12 leaves, 121 product steps; Gamma^+ is not left-orderable
52_30 204 R=4 census_52_30.json 204 certificate OK: 10 leaves, 157 product steps; Gamma^+ is not left-orderable
52_30 205 R=4 census_52_30.json 205 certificate OK: 8 leaves, 115 product steps; Gamma^+ is not left-orderable
52_30 225 R=4 census_52_30.json 225 certificate OK: 8 leaves, 227 product steps; Gamma^+ is not left-orderable
52_30 255 R=4 census_52_30.json 255 certificate OK: 14 leaves, 140 product steps; Gamma^+ is not left-orderable
52_30 256 R=4 census_52_30.json 256 certificate OK: 12 leaves, 121 product steps; Gamma^+ is not left-orderable
52_30 271 R=4 census_52_30.json 271 certificate OK: 10 leaves, 248 product steps; Gamma^+ is not left-orderable
52_30 283 R=4 census_52_30.json 283 certificate OK: 10 leaves, 157 product steps; Gamma^+ is not left-orderable
52_30 314 R=4 census_52_30.json 314 certificate OK: 14 leaves, 140 product steps; Gamma^+ is not left-orderable
52_30 315 R=4 census_52_30.json 315 certificate OK: 12 leaves, 121 product steps; Gamma^+ is not left-orderable
52_30 324 R=4 census_52_30.json 324 certificate OK: 8 leaves, 187 product steps; Gamma^+ is not left-orderable
52_30 325 R=4 census_52_30.json 325 certificate OK: 8 leaves, 187 product steps; Gamma^+ is not left-orderable
52_30 326 R=4 census_52_30.json 326 certificate OK: 8 leaves, 187 product steps; Gamma^+ is not left-orderable
52_30 327 R=4 census_52_30.json 327 certificate OK: 8 leaves, 149 product steps; Gamma^+ is not left-orderable
52_30 337 R=4 census_52_30.json 337 certificate OK: 10 leaves, 157 product steps; Gamma^+ is not left-orderable
52_30 338 R=4 census_52_30.json 338 certificate OK: 8 leaves, 115 product steps; Gamma^+ is not left-orderable
52_30 345 R=4 census_52_30.json 345 certificate OK: 10 leaves, 267 product steps; Gamma^+ is not left-orderable
52_30 378 R=4 census_52_30.json 378 certificate OK: 10 leaves, 157 product steps; Gamma^+ is not left-orderable
52_30 382 R=4 census_52_30.json 382 certificate OK: 12 leaves, 282 product steps; Gamma^+ is not left-orderable
52_30 386 R=4 census_52_30.json 386 certificate OK: 10 leaves, 324 product steps; Gamma^+ is not left-orderable
52_31 20 R=4 census_52_31.json 20 certificate OK: 8 leaves, 108 product steps; Gamma^+ is not left-orderable
52_31 39 R=4 census_52_31.json 39 certificate OK: 8 leaves, 108 product steps; Gamma^+ is not left-orderable
52_31 65 R=4 census_52_31.json 65 certificate OK: 8 leaves, 108 product steps; Gamma^+ is not left-orderable
52_31 80 R=4 census_52_31.json 80 certificate OK: 8 leaves, 108 product steps; Gamma^+ is not left-orderable
52_31 122 R=4 census_52_31.json 122 certificate OK: 8 leaves, 108 product steps; Gamma^+ is not left-orderable
52_31 133 R=4 census_52_31.json 133 certificate OK: 8 leaves, 108 product steps; Gamma^+ is not left-orderable
52_31 147 R=4 census_52_31.json 147 certificate OK: 8 leaves, 108 product steps; Gamma^+ is not left-orderable
52_31 154 R=4 census_52_31.json 154 certificate OK: 8 leaves, 108 product steps; Gamma^+ is not left-orderable
52_31 164 R=4 census_52_31.json 164 certificate OK: 8 leaves, 146 product steps; Gamma^+ is not left-orderable
52_31 165 R=4 census_52_31.json 165 certificate OK: 8 leaves, 146 product steps; Gamma^+ is not left-orderable
52_31 182 R=4 census_52_31.json 182 certificate OK: 8 leaves, 108 product steps; Gamma^+ is not left-orderable
52_31 185 R=4 census_52_31.json 185 certificate OK: 10 leaves, 360 product steps; Gamma^+ is not left-orderable
52_31 196 R=4 census_52_31.json 196 certificate OK: 8 leaves, 265 product steps; Gamma^+ is not left-orderable
52_31 197 R=4 census_52_31.json 197 certificate OK: 8 leaves, 203 product steps; Gamma^+ is not left-orderable
summary: 485 certificates OK, 0 failed
