OVERFLOW active=3001 total=3198
  ATAtaTATaaTaaat -> TAtATAtaaaaaTaaaaaaT
  ATAtaTATaaTaaaat -> TAtATAtaaaaaTaaaaaaaaT
  ATAtaTATaaTaaaaat -> TAtATAtaaaaaTaaaaaaaaaaT
  ATAtaTATaaTaaaaaat -> TAtATAtaaaaaTaaaaaaaaaaaaT
  ATAtaTATaaTaaaaaaat -> TAtATAtaaaaaTaaaaaaaaaaaaaaT
  tATAtaTAATaTat -> AAtATAtaaaTaaT
  ATAtaTATaTaTaaat -> TAtATAtaaaTaaTaaaaaaT
  ATAtaTATaTaTaaaat -> TAtATAtaaaTaaTaaaaaaaaT
  ATAtaTATaTaTaaaaat -> TAtATAtaaaTaaTaaaaaaaaaaT
  ATAtaTATaTaTaaaaaat -> TAtATAtaaaTaaTaaaaaaaaaaaaT
  ATAtaTATaTaTaaaaaaat -> TAtATAtaaaTaaTaaaaaaaaaaaaaaT
  tATAtaTAATaaat -> AAtATAtaaaaaaaT
  ATAtaTATaaaTat -> TAtATAtaaaaaaaTaaT
  ATAtaTATaaaTaat -> TAtATAtaaaaaaaTaaaaT
  ATAtaTATaaaTaaat -> TAtATAtaaaaaaaTaaaaaaT
  ATAtaTATaaaTaaaat -> TAtATAtaaaaaaaTaaaaaaaaT
  ATAtaTATaaaTaaaaat -> TAtATAtaaaaaaaTaaaaaaaaaaT
  ATAtaTATaaaTaaaaaat -> TAtATAtaaaaaaaTaaaaaaaaaaaaT
  ATAtaTATaaaTaaaaaaat -> TAtATAtaaaaaaaTaaaaaaaaaaaaaaT
  tATAtaTAATaTaat -> AAtATAtaaaTaaaaT
  ATAtaTATaTaaTat -> TAtATAtaaaTaaaaTaaT
  ATAtaTATaTaaTaat -> TAtATAtaaaTaaaaTaaaaT
  ATAtaTATaTaaTaaat -> TAtATAtaaaTaaaaTaaaaaaT
  ATAtaTATaTaaTaaaat -> TAtATAtaaaTaaaaTaaaaaaaaT
  ATAtaTATaTaaTaaaaat -> TAtATAtaaaTaaaaTaaaaaaaaaaT
  ATAtaTATaTaaTaaaaaat -> TAtATAtaaaTaaaaTaaaaaaaaaaaaT
  tATAtaTAATaaTat -> AAtATAtaaaaaTaaT
  ATAtaTATaaTaTat -> TAtATAtaaaaaTaaTaaT
  ATAtaTATaaTaTaat -> TAtATAtaaaaaTaaTaaaaT
  ATAtaTATaaTaTaaat -> TAtATAtaaaaaTaaTaaaaaaT
  ATAtaTATaaTaTaaaat -> TAtATAtaaaaaTaaTaaaaaaaaT
  ATAtaTATaaTaTaaaaat -> TAtATAtaaaaaTaaTaaaaaaaaaaT
  ATAtaTATaaTaTaaaaaat -> TAtATAtaaaaaTaaTaaaaaaaaaaaaT
  tATAtaTAATaTaTat -> AAtATAtaaaTaaTaaT
  ATAtaTATaTaTaTat -> TAtATAtaaaTaaTaaTaaT
  ATAtaTATaTaTaTaat -> TAtATAtaaaTaaTaaTaaaaT
  ATAtaTATaTaTaTaaat -> TAtATAtaaaTaaTaaTaaaaaaT
  ATAtaTATaTaTaTaaaat -> TAtATAtaaaTaaTaaTaaaaaaaaT
  ATAtaTATaTaTaTaaaaat -> TAtATAtaaaTaaTaaTaaaaaaaaaaT
  ATAtaTATaTaTaTaaaaaat -> TAtATAtaaaTaaTaaTaaaaaaaaaaaaT
  tATAtaTAATaaTaat -> AAtATAtaaaaaTaaaaT
  ATAtaTATaaTaaTat -> TAtATAtaaaaaTaaaaTaaT
  ATAtaTATaaTaaTaat -> TAtATAtaaaaaTaaaaTaaaaT
  ATAtaTATaaTaaTaaat -> TAtATAtaaaaaTaaaaTaaaaaaT
  ATAtaTATaaTaaTaaaat -> TAtATAtaaaaaTaaaaTaaaaaaaaT
  ATAtaTATaaTaaTaaaaat -> TAtATAtaaaaaTaaaaTaaaaaaaaaaT
  tATAtaTAATaTaTaat -> AAtATAtaaaTaaTaaaaT
  ATAtaTATaTaTaaTat -> TAtATAtaaaTaaTaaaaTaaT
  ATAtaTATaTaTaaTaat -> TAtATAtaaaTaaTaaaaTaaaaT
  ATAtaTATaTaTaaTaaat -> TAtATAtaaaTaaTaaaaTaaaaaaT
  ATAtaTATaTaTaaTaaaat -> TAtATAtaaaTaaTaaaaTaaaaaaaaT
  ATAtaTATaTaTaaTaaaaat -> TAtATAtaaaTaaTaaaaTaaaaaaaaaaT
  TAtaTAtAt -> aTAtAtAA
  ATAAtaTAtA -> TAtATAAt
  aTAAtATAta -> TAtaTAAt
  taTAAtaTAtA -> TatAtATAAt
  taaaaaaaaaTAtaTAtA -> TaaaaatAtATAt
  aTAtATATaaaaat -> TAtaTAtaaaaaaaaaT
  TAtaTAAtaTAt -> TATatAtATAAta
  taaaaaaaaaaaTAtaTAtA -> TaaaaaatAtATAt
  aTAtATATaaaaaat -> TAtaTAtaaaaaaaaaaaT
  taaaaaaaaaaaaaTAtaTAtA -> TaaaaaaatAtATAt
  TAtaTAAtaTATat -> TATatAtATAAtaaaT
  aTAtATATaaaaaaat -> TAtaTAtaaaaaaaaaaaaaT
  TAtaTAAtaTATaat -> TATatAtATAAtaaaaaT
  TAtaTAAtaTATaTat -> TATatAtATAAtaaaTaaT
  TAtaTAtaTT -> aTAtATATa
  aTAtATATaTat -> TAtaTAtaTaaT
  ATAAtaTAtaT -> TAtATAATat
  aTAtATATaTaat -> TAtaTAtaTaaaaT
  taTAAtaTAtaT -> TatAtATAATat
  aTAtATATaTaaat -> TAtaTAtaTaaaaaaT
  aTAtATATaTaaaat -> TAtaTAtaTaaaaaaaaT
  taaaaaaaaaTAtaTAtaT -> TaaaaatAtATATat
  aTAtATATaTaaaaat -> TAtaTAtaTaaaaaaaaaaT
  taaaaaaaaaaaTAtaTAtaT -> TaaaaaatAtATATat
  aTAtATATaTaaaaaat -> TAtaTAtaTaaaaaaaaaaaaT
  taaaaaaaaaaaaaTAtaTAtaT -> TaaaaaaatAtATATat
  aTAtATATaTaaaaaaat -> TAtaTAtaTaaaaaaaaaaaaaaT
  taaaTAtaTATat -> TaatAtATAtaaaT
  taaaTAAtaTAtA -> TaatAtATAAt
  taaaTAtaTATaat -> TaatAtATAtaaaaaT
  taaaTATatAtATAta -> TaatAtATATatAt
  taaaTAAtaTAtaT -> TaatAtATAATat
  taaaTAtaTATaaat -> TaatAtATAtaaaaaaaT
  TaatAtATAAtaT -> taaaTAAtaTA
  taaaTAtaTATaaaat -> TaatAtATAtaaaaaaaaaT
  taaaTAtaTATaaaaat -> TaatAtATAtaaaaaaaaaaaT
  taaaTAtaTATaaaaaat -> TaatAtATAtaaaaaaaaaaaaaT
  taaaTAtaTATaaaaaaat -> TaatAtATAtaaaaaaaaaaaaaaaT
  aTAtATATaaTat -> TAtaTAtaaaTaaT
  ATAAtaTAtaaaT -> TAtATAATaat
  aTAtATATaaTaat -> TAtaTAtaaaTaaaaT
  taTAAtaTAtaaaT -> TatAtATAATaat
  aTAtATATaaTaaat -> TAtaTAtaaaTaaaaaaT
  taaaTAAtaTAtaaaT -> TaatAtATAATaat
  aTAtATATaaTaaaat -> TAtaTAtaaaTaaaaaaaaT
  taaaaaaaaaTAtaTAtaaaT -> TaaaaatAtATATaat
  aTAtATATaaTaaaaat -> TAtaTAtaaaTaaaaaaaaaaT
  taaaaaaaaaaaTAtaTAtaaaT -> TaaaaaatAtATATaat
  aTAtATATaaTaaaaaat -> TAtaTAtaaaTaaaaaaaaaaaaT
  taaaaaaaaaaaaaTAtaTAtaaaT -> TaaaaaaatAtATATaat
  aTAtATATaaTaaaaaaat -> TAtaTAtaaaTaaaaaaaaaaaaaaT
  taaaaaTAtaTATat -> TaaatAtATAtaaaT
  taaaaaTAAtaTAtA -> TaaatAtATAAt
  taaaaaTAtaTATaat -> TaaatAtATAtaaaaaT
  taaaaaTATatAtATAta -> TaaatAtATATatAt
  taaaaaTAAtaTAtaT -> TaaatAtATAATat
  taaaaaTAtaTATaaat -> TaaatAtATAtaaaaaaaT
  TaaatAtATAAtaT -> taaaaaTAAtaTA
  taaaaaTAAtaTAtaaaT -> TaaatAtATAATaat
  taaaaaTAtaTATaaaat -> TaaatAtATAtaaaaaaaaaT
  taaaaaTAtaTATaaaaat -> TaaatAtATAtaaaaaaaaaaaT
  taaaaaTAtaTATaaaaaat -> TaaatAtATAtaaaaaaaaaaaaaT
  taaaaaTAtaTATaaaaaaat -> TaaatAtATAtaaaaaaaaaaaaaaaT
  aTAtATATaaaTat -> TAtaTAtaaaaaTaaT
  ATAAtaTAtaaaaaT -> TAtATAATaaat
  aTAtATATaaaTaat -> TAtaTAtaaaaaTaaaaT
  taTAAtaTAtaaaaaT -> TatAtATAATaaat
  aTAtATATaaaTaaat -> TAtaTAtaaaaaTaaaaaaT
  taaaTAAtaTAtaaaaaT -> TaatAtATAATaaat
  aTAtATATaaaTaaaat -> TAtaTAtaaaaaTaaaaaaaaT
  taaaaaaaaaTAtaTAtaaaaaT -> TaaaaatAtATATaaat
  taaaaaTAAtaTAtaaaaaT -> TaaatAtATAATaaat
  aTAtATATaaaTaaaaat -> TAtaTAtaaaaaTaaaaaaaaaaT
  taaaaaaaaaaaTAtaTAtaaaaaT -> TaaaaaatAtATATaaat
  aTAtATATaaaTaaaaaat -> TAtaTAtaaaaaTaaaaaaaaaaaaT
  taaaaaaaaaaaaaTAtaTAtaaaaaT -> TaaaaaaatAtATATaaat
  aTAtATATaaaTaaaaaaat -> TAtaTAtaaaaaTaaaaaaaaaaaaaaT
  taaaaaaaTAtaTATat -> TaaaatAtATAtaaaT
  ttaaaaaaaaaTAtaTAt -> aaaaatAtATAta
  taaaaaaaTAAtaTAtA -> TaaaatAtATAAt
  taaaaaaaTAtaTATaat -> TaaaatAtATAtaaaaaT
  taaaaaaaTATatAtATAta -> TaaaatAtATATatAt
  taaaaaaaTAAtaTAtaT -> TaaaatAtATAATat
  taaaaaaaTAtaTATaaat -> TaaaatAtATAtaaaaaaaT
  TaaaatAtATAAtaT -> taaaaaaaTAAtaTA
  taaaaaaaTAAtaTAtaaaT -> TaaaatAtATAATaat
  taaaaaaaTAtaTATaaaat -> TaaaatAtATAtaaaaaaaaaT
  taaaaaaaTAAtaTAtaaaaaT -> TaaaatAtATAATaaat
  taaaaaaaTAtaTATaaaaat -> TaaaatAtATAtaaaaaaaaaaaT
  taaaaaaaTAtaTATaaaaaat -> TaaaatAtATAtaaaaaaaaaaaaaT
  taaaaaaaTAtaTATaaaaaaat -> TaaaatAtATAtaaaaaaaaaaaaaaaT
  aTAtATATaaaaTat -> TAtaTAtaaaaaaaTaaT
  ATAAtaTAtaaaaaaaT -> TAtATAATaaaat
  aTAtATATaaaaTaat -> TAtaTAtaaaaaaaTaaaaT
  taTAAtaTAtaaaaaaaT -> TatAtATAATaaaat
  aTAtATATaaaaTaaat -> TAtaTAtaaaaaaaTaaaaaaT
  taaaTAAtaTAtaaaaaaaT -> TaatAtATAATaaaat
  aTAtATATaaaaTaaaat -> TAtaTAtaaaaaaaTaaaaaaaaT
  taaaaaaaaaTAtaTAtaaaaaaaT -> TaaaaatAtATATaaaat
  taaaaaTAAtaTAtaaaaaaaT -> TaaatAtATAATaaaat
  aTAtATATaaaaTaaaaat -> TAtaTAtaaaaaaaTaaaaaaaaaaT
  taaaaaaaaaaaTAtaTAtaaaaaaaT -> TaaaaaatAtATATaaaat
  taaaaaaaTAAtaTAtaaaaaaaT -> TaaaatAtATAATaaaat
  aTAtATATaaaaTaaaaaat -> TAtaTAtaaaaaaaTaaaaaaaaaaaaT
  taaaaaaaaaaaaaTAtaTAtaaaaaaaT -> TaaaaaaatAtATATaaaat
  aTAtATATaaaaTaaaaaaat -> TAtaTAtaaaaaaaTaaaaaaaaaaaaaaT
  taTATatAtATAt -> TatAtATATatAtA
  taTATatAtATATat -> TatAtATATatAtaT
  taTATatAAtATAta -> TatAtATATatAAt
  taTATatAtATATaat -> TatAtATATatAtaaaT
  ATATatAtATATatAt -> TAtATATatAtaTAt
  taTATatAtATATaaat -> TatAtATATatAtaaaaaT
  taTATatAtATATaaaat -> TatAtATATatAtaaaaaaaT
  TAtaTAATatAtATAta -> TATatAtATAATatAt
  TatAtATATatAAtATAt -> TatAAtATATatAAtA
  taTATatAtATATaaaaat -> TatAtATATatAtaaaaaaaaaT
  TatAtATAtaaaTAtATAAta -> TatAtATATatAAtaTAt
  TatAtATATatAAtATATat -> TatAAtATATatAAtaT
  taTATatAtATATaaaaaat -> TatAtATATatAtaaaaaaaaaaaT
  TatAtATATatAAtATATaat -> TatAAtATATatAAtaaaT
  taTATatAtATATaaaaaaat -> TatAtATATatAtaaaaaaaaaaaaaT
  TatAtATAtaaaTAtATAATatAt -> TatAtATATaTAtatAtATAta
  TatAtATATatAAtATATaaat -> TatAAtATATatAAtaaaaaT
  TatAtATATatAAtATATaaaat -> TatAAtATATatAAtaaaaaaaT
  taTAtaTATaaaTat -> TatAtATAtaaaaaaaTaaT
  taTAtaTATaaaTaat -> TatAtATAtaaaaaaaTaaaaT
  taTAtaTATaaaTaaat -> TatAtATAtaaaaaaaTaaaaaaT
  TAtaTAAtaTATaaat -> TATatAtATAAtaaaaaaaT
  taTAtaTATaaaTaaaat -> TatAtATAtaaaaaaaTaaaaaaaaT
  taTAtaTATaaaTaaaaat -> TatAtATAtaaaaaaaTaaaaaaaaaaT
  taTAtaTATaaaTaaaaaat -> TatAtATAtaaaaaaaTaaaaaaaaaaaaT
  taTAtaTATaaaaTat -> TatAtATAtaaaaaaaaaTaaT
  taTAtaTATaaaaTaat -> TatAtATAtaaaaaaaaaTaaaaT
  taTAtaTATaaaaTaaat -> TatAtATAtaaaaaaaaaTaaaaaaT
  TAtaTAAtaTATaaaat -> TATatAtATAAtaaaaaaaaaT
  taTAtaTATaaaaTaaaat -> TatAtATAtaaaaaaaaaTaaaaaaaaT
  taTAtaTATaaaaTaaaaat -> TatAtATAtaaaaaaaaaTaaaaaaaaaaT
  taTAtaTATaTaaTat -> TatAtATAtaaaTaaaaTaaT
  ttaaaTAtaTATaTaat -> aatAtATAtaaaTaaaaT
  taTAtaTATaTaaTaat -> TatAtATAtaaaTaaaaTaaaaT
  taTAtaTATaTaaTaaat -> TatAtATAtaaaTaaaaTaaaaaaT
  TAtaTAAtaTATaTaat -> TATatAtATAAtaaaTaaaaT
  taTAtaTATaTaaTaaaat -> TatAtATAtaaaTaaaaTaaaaaaaaT
  taTAtaTATaTaaTaaaaat -> TatAtATAtaaaTaaaaTaaaaaaaaaaT
  taTAtaTATaTaaaTat -> TatAtATAtaaaTaaaaaaTaaT
  ttaaaTAtaTATaTaaat -> aatAtATAtaaaTaaaaaaT
  taTAtaTATaTaaaTaat -> TatAtATAtaaaTaaaaaaTaaaaT
  taTAtaTATaTaaaTaaat -> TatAtATAtaaaTaaaaaaTaaaaaaT
  TAtaTAAtaTATaTaaat -> TATatAtATAAtaaaTaaaaaaT
  taTAtaTATaTaaaTaaaat -> TatAtATAtaaaTaaaaaaTaaaaaaaaT
  taTAtaTATaTaaaaTat -> TatAtATAtaaaTaaaaaaaaTaaT
  ttaaaTAtaTATaTaaaat -> aatAtATAtaaaTaaaaaaaaT
  taTAtaTATaTaaaaTaat -> TatAtATAtaaaTaaaaaaaaTaaaaT
  taTAtaTATaTaaaaTaaat -> TatAtATAtaaaTaaaaaaaaTaaaaaaT
  TAtaTAAtaTATaTaaaat -> TATatAtATAAtaaaTaaaaaaaaT
  taTAtaTATaaTaTat -> TatAtATAtaaaaaTaaTaaT
  ttaaaTAtaTATaaTat -> aatAtATAtaaaaaTaaT
  taTAtaTATaaTaTaat -> TatAtATAtaaaaaTaaTaaaaT
  taTAtaTATaaTaTaaat -> TatAtATAtaaaaaTaaTaaaaaaT
  TAtaTAAtaTATaaTat -> TATatAtATAAtaaaaaTaaT
  taTAtaTATaaTaTaaaat -> TatAtATAtaaaaaTaaTaaaaaaaaT
  taTAtaTATaaTaTaaaaat -> TatAtATAtaaaaaTaaTaaaaaaaaaaT
  taTAtaTATaaTaaTat -> TatAtATAtaaaaaTaaaaTaaT
  ttaaaTAtaTATaaTaat -> aatAtATAtaaaaaTaaaaT
  taTAtaTATaaTaaTaat -> TatAtATAtaaaaaTaaaaTaaaaT
  taTAtaTATaaTaaTaaat -> TatAtATAtaaaaaTaaaaTaaaaaaT
  TAtaTAAtaTATaaTaat -> TATatAtATAAtaaaaaTaaaaT
  taTAtaTATaaTaaTaaaat -> TatAtATAtaaaaaTaaaaTaaaaaaaaT
  taTAtaTATaaTaaaTat -> TatAtATAtaaaaaTaaaaaaTaaT
  ttaaaTAtaTATaaTaaat -> aatAtATAtaaaaaTaaaaaaT
  taTAtaTATaaTaaaTaat -> TatAtATAtaaaaaTaaaaaaTaaaaT
  taTAtaTATaaTaaaTaaat -> TatAtATAtaaaaaTaaaaaaTaaaaaaT
  TAtaTAAtaTATaaTaaat -> TATatAtATAAtaaaaaTaaaaaaT
  taTAtaTATaaTaaaaTat -> TatAtATAtaaaaaTaaaaaaaaTaaT
  ttaaaTAtaTATaaTaaaat -> aatAtATAtaaaaaTaaaaaaaaT
  taTAtaTATaaTaaaaTaat -> TatAtATAtaaaaaTaaaaaaaaTaaaaT
  TAtaTAAtaTATaaTaaaat -> TATatAtATAAtaaaaaTaaaaaaaaT
  taTAtaTATaTaTaTat -> TatAtATAtaaaTaaTaaTaaT
  ttaaaTAtaTATaTaTat -> aatAtATAtaaaTaaTaaT
  taTAtaTATaTaTaTaat -> TatAtATAtaaaTaaTaaTaaaaT
  taTAtaTATaTaTaTaaat -> TatAtATAtaaaTaaTaaTaaaaaaT
  TAtaTAAtaTATaTaTat -> TATatAtATAAtaaaTaaTaaT
  taTAtaTATaTaTaTaaaat -> TatAtATAtaaaTaaTaaTaaaaaaaaT
  taTAtaTATaTaTaTaaaaat -> TatAtATAtaaaTaaTaaTaaaaaaaaaaT
  taaaTAtaTATaTat -> TaatAtATAtaaaTaaT
  ttaaaaaTAtaTATaTat -> aaatAtATAtaaaTaaT
  ttaaaTAtaTATaTaTaat -> aatAtATAtaaaTaaTaaaaT
  ttaaaTAtaTATaTaTaaat -> aatAtATAtaaaTaaTaaaaaaT
  ttaaaTAtaTATaTaTaaaat -> aatAtATAtaaaTaaTaaaaaaaaT
  ttaaaTAtaTATaTaTaaaaat -> aatAtATAtaaaTaaTaaaaaaaaaaT
  ttaaaTAtaTATaTaTaaaaaat -> aatAtATAtaaaTaaTaaaaaaaaaaaaT
  taTAtaTATaTaTaaTat -> TatAtATAtaaaTaaTaaaaTaaT
  taTAtaTATaTaTaaTaat -> TatAtATAtaaaTaaTaaaaTaaaaT
  taTAtaTATaTaTaaTaaat -> TatAtATAtaaaTaaTaaaaTaaaaaaT
  TAtaTAAtaTATaTaTaat -> TATatAtATAAtaaaTaaTaaaaT
  taTAtaTATaTaTaaTaaaat -> TatAtATAtaaaTaaTaaaaTaaaaaaaaT
  taTAtaTATaTaTaaaTat -> TatAtATAtaaaTaaTaaaaaaTaaT
  taTAtaTATaTaTaaaTaat -> TatAtATAtaaaTaaTaaaaaaTaaaaT
  taTAtaTATaTaTaaaTaaat -> TatAtATAtaaaTaaTaaaaaaTaaaaaaT
  TAtaTAAtaTATaTaTaaat -> TATatAtATAAtaaaTaaTaaaaaaT
  taTAtaTATaTaTaaaaTat -> TatAtATAtaaaTaaTaaaaaaaaTaaT
  taTAtaTATaTaTaaaaTaat -> TatAtATAtaaaTaaTaaaaaaaaTaaaaT
  TAtaTAAtaTATaTaTaaaat -> TATatAtATAAtaaaTaaTaaaaaaaaT
  tAtATAtataTAtaTA -> ttAtAAATAtaT
  tAAT -> TAt
  ttAAAAT -> AAt
  aTAtAtAAAAT -> aTAtATAAt
  ATAtatAAAAT -> ATAtaTAAt
  taTAtatAAAAT -> taTAtaTAAt
  TAtaTATAtAtaT -> aTATAtAtaTA
  taaaTAtatAAAAT -> taaaTAtaTAAt
  taaaaaTAtatAAAAT -> taaaaaTAtaTAAt
  taaaaaaaTAtatAAAAT -> taaaaaaaTAtaTAAt
  atAtATAtat -> ttaTAtatAA
  taTAtatAAt -> TatAtAtAAtaa
  TATatAtATAAtat -> TAtaTAAtatAA
  AtATAtataTAtatAA -> tAtAAATAtat
  aTAtatATAtaT -> atAAATAtaTa
  tatAAATAtaTat -> taTAtatATAta
  ttATAtatATAtaT -> ttAtAAATAtaTa
  tatAAATAtaTaTat -> taTAtatATAtaaaT
  TAtATAtaatATAtaT -> ATAtatAAATAtaTa
  tatAAATAtaTaTaat -> taTAtatATAtaaaaaT
  TatAtATAtaatATAtaT -> taTAtatAAATAtaTa
  AAtATAtaatATAtaT -> AtATAtatAAATAtaTa
  tatAAATAtaTaTaTat -> taTAtatATAtaaaTaaT
  tatAAATAtaTaTaaat -> taTAtatATAtaaaaaaaT
  TaatAtATAtaatATAtaT -> taaaTAtatAAATAtaTa
  tatAAATAtaTaTaTaat -> taTAtatATAtaaaTaaaaT
  tatAAATAtaTaTaaTat -> taTAtatATAtaaaaaTaaT
  TAtaTAAtatATAtaT -> TAtatAAAAATAtaTa
  TAtATATatAtatATAtaT -> TAtATAtaatAAATAtaTa
  tatAAATAtaTaTaaaat -> taTAtatATAtaaaaaaaaaT
  TaaatAtATAtaatATAtaT -> taaaaaTAtatAAATAtaTa
  tatAAATAtaTaTaTaTat -> taTAtatATAtaaaTaaTaaT
  tatAAATAtaTaTaTaaat -> taTAtatATAtaaaTaaaaaaT
  tatAAATAtaTaTaaaTat -> taTAtatATAtaaaaaaaTaaT
  tatAAATAtaTaTaaTaat -> taTAtatATAtaaaaaTaaaaT
  TatAtATATatAtatATAtaT -> TatAtATAtaatAAATAtaTa
  TaaaatAtATAtaatATAtaT -> taaaaaaaTAtatAAATAtaTa
  tatAAATAtaTaTaaTaTat -> taTAtatATAtaaaaaTaaTaaT
  tatAAATAtaTaTaTaaTat -> taTAtatATAtaaaTaaaaTaaT
  tatAAATAtaTaTaTaTaat -> taTAtatATAtaaaTaaTaaaaT
  taTAtatATAtatAAATAtaTa -> tatAAATAtaatATAtaT
  tatAAATAtaTaTaTaaaat -> taTAtatATAtaaaTaaaaaaaaT
  tatAAATAtaTaTaaaTaat -> taTAtatATAtaaaaaaaTaaaaT
  tatAAATAtaTaTaaTaaat -> taTAtatATAtaaaaaTaaaaaaT
  TaatAtATATatAtatATAtaT -> TaatAtATAtaatAAATAtaTa
  tatAAATAtaTaTaTaTaTat -> taTAtatATAtaaaTaaTaaTaaT
  tatAAATAtaTaTaaTaaTat -> taTAtatATAtaaaaaTaaaaTaaT
  tatAAATAtaTaTaTaTaaat -> taTAtatATAtaaaTaaTaaaaaaT
  tatAAATAtaTaTaTaaTaat -> taTAtatATAtaaaTaaaaTaaaaT
  tatAAATAtaTaTaaTaTaat -> taTAtatATAtaaaaaTaaTaaaaT
  tatAAATAtaTaTaaTaaaat -> taTAtatATAtaaaaaTaaaaaaaaT
  tatAAATAtaTaTaaaTaaat -> taTAtatATAtaaaaaaaTaaaaaaT
  TaaatAtATATatAtatATAtaT -> TaaatAtATAtaatAAATAtaTa
  tatAAATAtaTaTaTaTaaTat -> taTAtatATAtaaaTaaTaaaaTaaT
  tatAAATAtaTaTaTaTaTaat -> taTAtatATAtaaaTaaTaaTaaaaT
  tatAAATAtaTaTaaTaaTaat -> taTAtatATAtaaaaaTaaaaTaaaaT
  tatAAATAtaTaTaTaTaaaat -> taTAtatATAtaaaTaaTaaaaaaaaT
  tatAAATAtaTaTaaTaTaaat -> taTAtatATAtaaaaaTaaTaaaaaaT
  tatAAATAtaTaTaTaaTaaat -> taTAtatATAtaaaTaaaaTaaaaaaT
  tatAAATAtaTaTaaaTaaaat -> taTAtatATAtaaaaaaaTaaaaaaaaT
  TaaaatAtATATatAtatATAtaT -> TaaaatAtATAtaatAAATAtaTa
  tatAAATAtaTaTaTaTaaTaat -> taTAtatATAtaaaTaaTaaaaTaaaaT
  tatAAATAtaTaTaTaTaTaaat -> taTAtatATAtaaaTaaTaaTaaaaaaT
  tatAAATAtaTaTaaTaaTaaat -> taTAtatATAtaaaaaTaaaaTaaaaaaT
  tatAAATAtaTaTaaTaTaaaat -> taTAtatATAtaaaaaTaaTaaaaaaaaT
  tatAAATAtaTaTaTaaTaaaat -> taTAtatATAtaaaTaaaaTaaaaaaaaT
  tatAAATAtaTaTaTaTaTaaaat -> taTAtatATAtaaaTaaTaaTaaaaaaaaT
  tatAAATAtaTaTaTaTaaTaaat -> taTAtatATAtaaaTaaTaaaaTaaaaaaT
  TTAAtaTA -> AAAATaTA
  aTaTAtATAAAt -> aTTAAAtaTAtA
  tATAtaTATAAtaTA -> AtATAtAAATaTA
  aTaTAtATAAATat -> aTTAAAtaTAtaT
  aTaTAtATAAATaat -> aTTAAAtaTAtaaaT
  aTaTAtATAAATaaat -> aTTAAAtaTAtaaaaaT
  aTaTAtATAAATaaaat -> aTTAAAtaTAtaaaaaaaT
  TTATAtaTA -> AATAATaTA
  ATAATaTAt -> aTAATATAta
  aTAATATAtat -> ATAATatAA
  ATAATaTATat -> aTAATATAtaaaT
  ATAATaTATaat -> aTAATATAtaaaaaT
  ATAATaTATaTat -> aTAATATAtaaaTaaT
  tATAtaTaTATAtaTAA -> AtATAtATAATaTA
  ATAATaTATaaat -> aTAATATAtaaaaaaaT
  aTAATATAAtaT -> aTTATAAtaTA
  ATAATaTATaaTat -> aTAATATAtaaaaaTaaT
  ATAATaTATaTaat -> aTAATATAtaaaTaaaaT
  ATAATaTATaTaTat -> aTAATATAtaaaTaaTaaT
  ATAATaTATaaTaat -> aTAATATAtaaaaaTaaaaT
  ATAATaTATaTaTaat -> aTAATATAtaaaTaaTaaaaT
  TTaaTAtaTA -> aaaaTAATaTA
  aTTATaTAtaTA -> ATaaTAATaTA
  TTaTaTAtaTA -> aaTaaTAATaTA
  TTaaTAtATAAt -> TTaTAAtaTAtA
  TTaaTAtATAATat -> TTaTAAtaTAtaT
  tATAtaTATaTAtaTA -> AtATAtaaaTAATaTA
  TTaaTAtATAATaat -> TTaTAAtaTAtaaaT
  TTaaTAtATAATaaat -> TTaTAAtaTAtaaaaaT
  TTaaTAtATAATaaaat -> TTaTAAtaTAtaaaaaaaT
  TTaaaaaTat -> aaaaaaaaaaTaaT
  aTTATaaaaTat -> ATaaaaaaaaTaaT
  TTaaaaTaTat -> aaaaaaaaTaaTaaT
  TTaaaaTaTaat -> aaaaaaaaTaaTaaaaT
  TTaaaaTaTaaat -> aaaaaaaaTaaTaaaaaaT
  tATAtaTATaaaaTat -> AtATAtaaaaaaaaaTaaT
  TTaaaaTaTaaaat -> aaaaaaaaTaaTaaaaaaaaT
  TTaaaaTaTaaaaat -> aaaaaaaaTaaTaaaaaaaaaaT
  TTaaaaTaTaaaaaat -> aaaaaaaaTaaTaaaaaaaaaaaaT
  TTaaaaTaTaaaaaaat -> aaaaaaaaTaaTaaaaaaaaaaaaaaT
  TTATaaaTat -> AATaaaaaaTaaT
  aTTATaaaTaTat -> ATaaaaaaTaaTaaT
  aTTATaaaTaTaat -> ATaaaaaaTaaTaaaaT
  aTTATaaaTaTaaat -> ATaaaaaaTaaTaaaaaaT
  tATAtaTATATaaaTat -> AtATAtATaaaaaaTaaT
  aTTATaaaTaTaaaat -> ATaaaaaaTaaTaaaaaaaaT
  aTTATaaaTaTaaaaat -> ATaaaaaaTaaTaaaaaaaaaaT
  aTTATaaaTaTaaaaaat -> ATaaaaaaTaaTaaaaaaaaaaaaT
  aTTATaaaTaTaaaaaaat -> ATaaaaaaTaaTaaaaaaaaaaaaaaT
  aTTATaTaaaTat -> ATaaTaaaaaaTaaT
  TTaTaaaTaTat -> aaTaaaaaaTaaTaaT
  TTaTaaaTaTaat -> aaTaaaaaaTaaTaaaaT
  TTaTaaaTaTaaat -> aaTaaaaaaTaaTaaaaaaT
