260 130
206 12 -1
206 20 -1
206 25 1
206 20 1
206 36 1
206 35 1
206 35 -1
206 30 -1
206 43 1
206 51 1
206 49 -1
206 75 -1
206 74 -1
206 88 1
206 85 -1
206 87 1
206 89 -1
206 89 1
206 95 1
206 95 -1
206 101 -1
206 102 -1
206 111 -1
206 115 -1
207 11 -1
207 11 -1
207 21 -1
207 24 1
207 22 1
207 38 1
207 38 1
207 36 -1
207 35 -1
207 46 1
207 50 1
207 48 -1
207 77 -1
207 77 -1
207 90 1
207 90 -1
207 90 1
207 90 -1
207 85 1
207 101 1
207 102 -1
207 102 -1
207 98 -1
207 116 -1
207 116 -1
208 2 -1
208 3 1
208 6 -1
208 6 -1
208 2 -1
208 0 -1
208 0 -1
208 5 1
208 14 -1
208 15 1
208 16 -1
208 19 1
208 13 1
208 18 -1
208 18 1
208 13 -1
208 13 1
208 19 -1
208 27 -1
208 26 1
208 32 -1
208 32 -1
208 32 1
208 32 1
208 32 1
208 31 1
208 29 -1
208 31 -1
208 40 1
208 42 -1
208 45 1
208 45 -1
208 42 1
208 39 -1
208 39 1
208 44 1
208 44 1
208 39 1
208 53 1
208 53 1
208 52 -1
208 58 -1
208 58 1
208 52 -1
208 55 1
208 58 -1
208 57 -1
208 57 -1
208 57 1
208 58 1
208 66 -1
208 71 1
208 68 1
208 65 -1
208 71 -1
208 70 1
208 80 -1
208 80 1
208 78 1
208 78 -1
208 83 -1
208 83 1
208 117 1
208 117 -1
209 9 -1
209 5 1
209 12 -1
209 11 -1
209 8 -1
209 11 -1
209 5 -1
209 1 1
209 13 -1
209 23 1
209 18 -1
209 24 1
209 24 1
209 24 -1
209 13 1
209 19 -1
209 18 1
209 20 -1
209 26 -1
209 27 1
209 38 -1
209 27 -1
209 34 1
209 37 1
209 37 1
209 26 1
209 35 -1
209 36 -1
209 39 1
209 44 -1
209 51 1
209 39 -1
209 47 1
209 50 -1
209 44 1
209 49 1
209 50 1
209 50 1
209 52 1
209 52 1
209 53 -1
209 52 -1
209 53 1
209 63 -1
209 59 1
209 63 -1
209 52 -1
209 63 -1
209 62 1
209 59 1
209 65 -1
209 65 1
209 74 1
209 76 -1
209 70 -1
209 76 1
209 88 -1
209 79 1
209 82 1
209 79 -1
209 82 -1
209 81 1
209 126 1
209 118 -1
210 0 -1
210 0 1
210 0 -1
210 0 -1
210 0 -1
210 5 -1
210 3 -1
210 0 1
210 18 -1
210 18 1
210 13 -1
210 13 1
210 19 1
210 19 -1
210 14 1
210 15 -1
210 16 1
210 14 -1
210 31 -1
210 32 1
210 26 -1
210 26 -1
210 26 1
210 26 1
210 26 1
210 27 1
210 26 -1
210 27 -1
210 45 1
210 39 -1
210 39 1
210 40 -1
210 39 1
210 44 -1
210 42 1
210 40 1
210 45 1
210 45 1
210 58 1
210 57 1
210 58 -1
210 53 -1
210 52 1
210 57 -1
210 58 1
210 52 -1
210 53 -1
210 52 -1
210 53 1
210 53 1
210 71 -1
210 66 1
210 65 1
210 70 -1
210 68 -1
210 65 1
210 83 -1
210 78 1
210 83 1
210 80 -1
210 78 -1
210 80 1
210 119 1
210 119 -1
211 8 -1
211 2 1
211 1 -1
211 9 -1
211 11 -1
211 4 -1
211 12 -1
211 12 1
211 15 -1
211 17 1
211 15 -1
211 22 1
211 20 1
211 25 -1
211 25 1
211 17 -1
211 25 1
211 21 -1
211 28 -1
211 31 1
211 27 -1
211 30 -1
211 35 1
211 35 1
211 34 1
211 38 1
211 37 -1
211 34 -1
211 42 1
211 41 -1
211 40 1
211 43 -1
211 50 1
211 49 -1
211 51 1
211 47 1
211 46 1
211 51 1
211 55 1
211 54 1
211 57 -1
211 56 -1
211 56 1
211 62 -1
211 63 1
211 60 -1
211 64 -1
211 61 -1
211 60 1
211 60 1
211 68 -1
211 69 1
211 73 1
211 69 -1
211 73 -1
211 74 1
211 82 -1
211 82 1
211 88 1
211 81 -1
211 79 -1
211 79 1
211 127 1
211 120 -1
212 10 -1
212 12 1
212 7 -1
212 12 -1
212 6 -1
212 9 -1
212 2 -1
212 6 1
212 25 -1
212 22 1
212 25 -1
212 25 1
212 21 1
212 23 -1
212 15 1
212 16 -1
212 15 1
212 24 -1
212 38 -1
212 30 1
212 33 -1
212 31 -1
212 28 1
212 38 1
212 33 1
212 28 1
212 30 -1
212 37 -1
212 43 1
212 51 -1
212 46 1
212 42 -1
212 44 1
212 47 -1
212 41 1
212 50 1
212 43 1
212 48 1
212 56 1
212 64 1
212 56 -1
212 55 -1
212 57 1
212 60 -1
212 56 1
212 59 -1
212 54 -1
212 56 -1
212 63 1
212 63 1
212 69 -1
212 68 1
212 72 1
212 74 -1
212 66 -1
212 69 1
212 87 -1
212 81 1
212 79 1
212 82 -1
212 88 -1
212 86 1
212 125 1
212 121 -1
213 5 -1
213 6 1
213 3 -1
213 3 -1
213 5 -1
213 2 -1
213 6 -1
213 2 1
213 19 -1
213 13 1
213 19 -1
213 16 1
213 16 1
213 14 -1
213 19 1
213 18 -1
213 19 1
213 18 -1
213 32 -1
213 29 1
213 29 -1
213 29 -1
213 29 1
213 29 1
213 29 1
213 32 1
213 32 -1
213 32 -1
213 44 1
213 45 -1
213 42 1
213 44 -1
213 45 1
213 41 -1
213 45 1
213 45 1
213 40 1
213 42 1
213 57 1
213 58 1
213 55 -1
213 57 -1
213 55 1
213 54 -1
213 52 1
213 55 -1
213 58 -1
213 54 -1
213 58 1
213 57 1
213 70 -1
213 70 1
213 71 1
213 67 -1
213 65 -1
213 67 1
213 78 -1
213 83 1
213 80 1
213 83 -1
213 80 -1
213 78 1
213 122 1
213 122 -1
214 6 -1
214 1 1
214 5 -1
214 1 -1
214 3 -1
214 1 -1
214 1 -1
214 3 1
214 16 -1
214 19 1
214 14 -1
214 14 1
214 15 1
214 16 -1
214 16 1
214 14 -1
214 14 1
214 15 -1
214 29 -1
214 28 1
214 31 -1
214 28 -1
214 31 1
214 27 1
214 28 1
214 29 1
214 27 -1
214 29 -1
214 41 1
214 40 -1
214 44 1
214 41 -1
214 41 1
214 42 -1
214 40 1
214 42 1
214 41 1
214 40 1
214 54 1
214 55 1
214 54 -1
214 54 -1
214 54 1
214 55 -1
214 54 1
214 54 -1
214 55 -1
214 53 -1
214 55 1
214 54 1
214 67 -1
214 67 1
214 70 1
214 66 -1
214 67 -1
214 66 1
214 84 -1
214 84 1
214 84 1
214 84 -1
214 84 -1
214 84 1
214 123 1
214 123 -1
215 7 -1
215 10 1
215 10 -1
215 10 -1
215 7 -1
215 7 -1
215 10 -1
215 7 1
215 22 -1
215 20 1
215 23 -1
215 23 1
215 23 1
215 22 -1
215 22 1
215 20 -1
215 23 1
215 22 -1
215 35 -1
215 36 1
215 36 -1
215 36 -1
215 36 1
215 36 1
215 36 1
215 35 1
215 36 -1
215 35 -1
215 48 1
215 49 -1
215 49 1
215 48 -1
215 49 1
215 46 -1
215 49 1
215 48 1
215 48 1
215 49 1
215 61 1
215 61 1
215 62 -1
215 61 -1
215 62 1
215 59 -1
215 62 1
215 62 -1
215 61 -1
215 59 -1
215 61 1
215 61 1
215 74 -1
215 74 1
215 75 1
215 72 -1
215 75 -1
215 72 1
215 85 -1
215 85 1
215 85 1
215 85 -1
215 85 -1
215 85 1
215 124 1
215 124 -1
216 3 -1
216 4 1
216 2 -1
216 4 -1
216 10 -1
216 6 -1
216 11 -1
216 10 1
216 21 -1
216 14 1
216 17 -1
216 17 1
216 17 1
216 13 -1
216 24 1
216 24 -1
216 24 1
216 16 -1
216 34 -1
216 34 1
216 28 -1
216 33 -1
216 33 1
216 30 1
216 31 1
216 37 1
216 38 -1
216 28 -1
216 47 1
216 43 -1
216 41 1
216 50 -1
216 46 1
216 51 -1
216 50 1
216 41 1
216 47 1
216 44 1
216 60 1
216 60 1
216 60 -1
216 63 -1
216 59 1
216 64 -1
216 60 1
216 57 -1
216 63 -1
216 64 -1
216 54 1
216 55 1
216 73 -1
216 76 1
216 67 1
216 71 -1
216 76 -1
216 77 1
216 79 -1
216 88 1
216 87 1
216 86 -1
216 81 -1
216 82 1
216 121 1
216 125 -1
217 1 -1
217 9 1
217 8 -1
217 2 -1
217 12 -1
217 3 -1
217 9 -1
217 11 1
217 23 -1
217 16 1
217 22 -1
217 15 1
217 14 1
217 15 -1
217 23 1
217 22 -1
217 22 1
217 13 -1
217 36 -1
217 37 1
217 34 -1
217 37 -1
217 38 1
217 28 1
217 27 1
217 36 1
217 31 -1
217 26 -1
217 46 1
217 48 -1
217 47 1
217 46 -1
217 43 1
217 40 -1
217 48 1
217 39 1
217 42 1
217 41 1
217 59 1
217 62 1
217 63 -1
217 59 -1
217 63 1
217 53 -1
217 57 1
217 53 -1
217 62 -1
217 55 -1
217 52 1
217 52 1
217 72 -1
217 72 1
217 66 1
217 68 -1
217 72 -1
217 68 1
217 81 -1
217 87 1
217 86 1
217 87 -1
217 86 -1
217 88 1
217 118 1
217 126 -1
218 4 -1
218 11 1
218 9 -1
218 5 -1
218 1 -1
218 12 -1
218 4 -1
218 8 1
218 24 -1
218 21 1
218 24 -1
218 18 1
218 18 1
218 21 -1
218 21 1
218 25 -1
218 17 1
218 17 -1
218 37 -1
218 33 1
218 35 -1
218 34 -1
218 27 1
218 31 1
218 30 1
218 34 1
218 28 -1
218 38 -1
218 50 1
218 50 -1
218 48 1
218 47 -1
218 40 1
218 45 -1
218 43 1
218 51 1
218 39 1
218 43 1
218 63 1
218 63 1
218 59 -1
218 60 -1
218 60 1
218 58 -1
218 53 1
218 56 -1
218 60 -1
218 58 -1
218 64 1
218 56 1
218 76 -1
218 73 1
218 77 1
218 77 -1
218 69 -1
218 71 1
218 86 -1
218 86 1
218 81 1
218 88 -1
218 87 -1
218 87 1
218 120 1
218 127 -1
219 11 -1
219 7 1
219 4 -1
219 8 -1
219 9 -1
219 10 -1
219 8 -1
219 4 1
219 20 -1
219 24 1
219 20 -1
219 21 1
219 25 1
219 20 -1
219 17 1
219 21 -1
219 21 1
219 23 -1
219 33 -1
219 35 1
219 30 -1
219 38 -1
219 37 1
219 34 1
219 35 1
219 30 1
219 34 -1
219 33 -1
219 49 1
219 46 -1
219 43 1
219 51 -1
219 48 1
219 43 -1
219 47 1
219 46 1
219 51 1
219 46 1
219 62 1
219 59 1
219 61 -1
219 64 -1
219 64 1
219 56 -1
219 64 1
219 61 -1
219 56 -1
219 60 -1
219 59 1
219 62 1
219 75 -1
219 77 1
219 76 1
219 75 -1
219 77 -1
219 73 1
219 89 -1
219 90 1
219 89 1
219 89 -1
219 90 -1
219 89 1
219 129 1
219 128 -1
220 12 -1
220 8 1
220 11 -1
220 7 -1
220 4 -1
220 8 -1
220 7 -1
220 9 1
220 17 -1
220 25 1
220 21 -1
220 20 1
220 22 1
220 17 -1
220 20 1
220 23 -1
220 20 1
220 25 -1
220 30 -1
220 38 1
220 37 -1
220 35 -1
220 30 1
220 33 1
220 38 1
220 33 1
220 33 -1
220 30 -1
220 51 1
220 47 -1
220 50 1
220 49 -1
220 51 1
220 48 -1
220 46 1
220 43 1
220 49 1
220 47 1
220 64 1
220 56 1
220 64 -1
220 62 -1
220 61 1
220 61 -1
220 61 1
220 64 -1
220 59 -1
220 62 -1
220 56 1
220 64 1
220 77 -1
220 75 1
220 69 1
220 73 -1
220 74 -1
220 75 1
220 90 -1
220 89 1
220 90 1
220 90 -1
220 89 -1
220 90 1
220 128 1
220 129 -1
221 0 -1
221 3 1
221 6 1
221 5 1
221 5 1
221 2 1
221 16 -1
221 15 1
221 27 1
221 26 1
221 29 -1
221 32 1
221 32 1
221 28 1
221 31 -1
221 29 -1
221 40 -1
221 45 -1
221 42 -1
221 45 -1
221 53 -1
221 54 1
221 52 -1
221 57 -1
221 57 -1
221 55 1
221 66 -1
221 68 1
221 67 -1
221 70 1
221 70 1
221 67 1
221 80 -1
221 80 1
221 78 1
221 78 -1
221 83 -1
221 83 1
221 117 -1
221 122 -1
222 4 -1
222 8 1
222 11 1
222 0 1
222 11 1
222 5 1
222 21 -1
222 17 1
222 26 1
222 27 1
222 34 -1
222 34 1
222 37 1
222 35 1
222 34 -1
222 26 -1
222 46 -1
222 39 -1
222 45 -1
222 50 -1
222 59 -1
222 61 1
222 64 -1
222 52 -1
222 53 -1
222 52 1
222 65 -1
222 73 1
222 74 -1
222 65 1
222 73 1
222 70 1
222 88 -1
222 79 1
222 82 1
222 79 -1
222 82 -1
222 81 1
222 118 -1
222 127 -1
223 5 -1
223 0 1
223 0 1
223 1 1
223 0 1
223 3 1
223 13 -1
223 18 1
223 32 1
223 32 1
223 26 -1
223 26 1
223 26 1
223 26 1
223 27 -1
223 27 -1
223 45 -1
223 40 -1
223 41 -1
223 39 -1
223 58 -1
223 52 1
223 58 -1
223 53 -1
223 52 -1
223 53 1
223 71 -1
223 65 1
223 65 -1
223 66 1
223 66 1
223 68 1
223 83 -1
223 78 1
223 83 1
223 80 -1
223 78 -1
223 80 1
223 119 -1
223 119 -1
224 10 -1
224 11 1
224 9 1
224 12 1
224 9 1
224 8 1
224 24 -1
224 24 1
224 29 1
224 31 1
224 37 -1
224 35 1
224 35 1
224 37 1
224 33 -1
224 38 -1
224 50 -1
224 43 -1
224 47 -1
224 48 -1
224 63 -1
224 63 1
224 59 -1
224 64 -1
224 64 -1
224 64 1
224 68 -1
224 76 1
224 76 -1
224 77 1
224 72 1
224 73 1
224 82 -1
224 82 1
224 88 1
224 81 -1
224 79 -1
224 79 1
224 120 -1
224 126 -1
225 1 -1
225 5 1
225 12 1
225 2 1
225 4 1
225 0 1
225 18 -1
225 19 1
225 30 1
225 30 1
225 31 -1
225 28 1
225 38 1
225 38 1
225 29 -1
225 32 -1
225 47 -1
225 42 -1
225 39 -1
225 51 -1
225 60 -1
225 64 1
225 53 -1
225 54 -1
225 58 -1
225 58 1
225 69 -1
225 70 1
225 77 -1
225 67 1
225 68 1
225 65 1
225 87 -1
225 81 1
225 79 1
225 82 -1
225 88 -1
225 86 1
225 121 -1
225 121 -1
226 2 -1
226 6 1
226 3 1
226 6 1
226 2 1
226 1 1
226 19 -1
226 13 1
226 31 1
226 29 1
226 32 -1
226 29 1
226 29 1
226 31 1
226 32 -1
226 28 -1
226 44 -1
226 44 -1
226 40 -1
226 42 -1
226 57 -1
226 57 1
226 55 -1
226 58 -1
226 54 -1
226 54 1
226 70 -1
226 71 1
226 70 -1
226 71 1
226 71 1
226 66 1
226 78 -1
226 83 1
226 80 1
226 83 -1
226 80 -1
226 78 1
226 122 -1
226 117 -1
227 6 -1
227 2 1
227 1 1
227 3 1
227 1 1
227 6 1
227 15 -1
227 14 1
227 28 1
227 28 1
227 28 -1
227 31 1
227 27 1
227 27 1
227 28 -1
227 31 -1
227 41 -1
227 41 -1
227 44 -1
227 40 -1
227 54 -1
227 53 1
227 57 -1
227 55 -1
227 55 -1
227 57 1
227 67 -1
227 67 1
227 66 -1
227 68 1
227 67 1
227 71 1
227 84 -1
227 84 1
227 84 1
227 84 -1
227 84 -1
227 84 1
227 123 -1
227 123 -1
228 7 -1
228 10 1
228 10 1
228 9 1
228 7 1
228 11 1
228 23 -1
228 20 1
228 35 1
228 36 1
228 36 -1
228 36 1
228 36 1
228 33 1
228 35 -1
228 37 -1
228 48 -1
228 48 -1
228 50 -1
228 49 -1
228 61 -1
228 59 1
228 62 -1
228 61 -1
228 59 -1
228 63 1
228 74 -1
228 75 1
228 72 -1
228 74 1
228 74 1
228 76 1
228 85 -1
228 85 1
228 85 1
228 85 -1
228 85 -1
228 85 1
228 124 -1
228 124 -1
229 9 -1
229 7 1
229 4 1
229 11 1
229 12 1
229 10 1
229 20 -1
229 22 1
229 34 1
229 34 1
229 33 -1
229 33 1
229 30 1
229 30 1
229 37 -1
229 35 -1
229 43 -1
229 50 -1
229 46 -1
229 43 -1
229 56 -1
229 56 1
229 61 -1
229 63 -1
229 62 -1
229 61 1
229 73 -1
229 72 1
229 69 -1
229 76 1
229 76 1
229 75 1
229 79 -1
229 88 1
229 87 1
229 86 -1
229 81 -1
229 82 1
229 125 -1
229 125 -1
230 8 -1
230 4 1
230 2 1
230 10 1
230 3 1
230 9 1
230 17 -1
230 25 1
230 33 1
230 37 1
230 30 -1
230 38 1
230 28 1
230 32 1
230 30 -1
230 33 -1
230 39 -1
230 46 -1
230 48 -1
230 41 -1
230 52 -1
230 58 1
230 60 -1
230 62 -1
230 63 -1
230 59 1
230 72 -1
230 69 1
230 71 -1
230 75 1
230 69 1
230 74 1
230 81 -1
230 87 1
230 86 1
230 87 -1
230 86 -1
230 88 1
230 126 -1
230 120 -1
231 3 -1
231 1 1
231 5 1
231 8 1
231 6 1
231 4 1
231 14 -1
231 16 1
231 37 1
231 33 1
231 27 -1
231 27 1
231 31 1
231 29 1
231 26 -1
231 34 -1
231 42 -1
231 47 -1
231 51 -1
231 44 -1
231 55 -1
231 55 1
231 54 -1
231 60 -1
231 60 -1
231 60 1
231 76 -1
231 66 1
231 68 -1
231 73 1
231 65 1
231 69 1
231 86 -1
231 86 1
231 81 1
231 88 -1
231 87 -1
231 87 1
231 127 -1
231 118 -1
232 11 -1
232 9 1
232 8 1
232 4 1
232 8 1
232 12 1
232 22 -1
232 23 1
232 36 1
232 35 1
232 35 -1
232 37 1
232 34 1
232 34 1
232 36 -1
232 30 -1
232 51 -1
232 51 -1
232 43 -1
232 47 -1
232 64 -1
232 60 1
232 63 -1
232 56 -1
232 56 -1
232 56 1
232 75 -1
232 74 1
232 73 -1
232 69 1
232 75 1
232 77 1
232 89 -1
232 90 1
232 89 1
232 89 -1
232 90 -1
232 89 1
232 128 -1
232 129 -1
233 12 -1
233 12 1
233 7 1
233 7 1
233 10 1
233 7 1
233 25 -1
233 21 1
233 38 1
233 38 1
233 38 -1
233 30 1
233 33 1
233 36 1
233 38 -1
233 36 -1
233 49 -1
233 49 -1
233 49 -1
233 46 -1
233 62 -1
233 62 1
233 56 -1
233 59 -1
233 61 -1
233 62 1
233 77 -1
233 77 1
233 75 -1
233 72 1
233 77 1
233 72 1
233 90 -1
233 89 1
233 90 1
233 90 -1
233 89 -1
233 90 1
233 129 -1
233 128 -1
234 2 -1
234 0 1
234 3 1
234 0 -1
234 15 1
234 13 -1
234 16 -1
234 13 1
234 31 1
234 32 1
234 58 -1
234 52 -1
234 68 1
234 71 1
234 80 -1
234 83 1
234 119 -1
234 117 -1
235 9 -1
235 8 1
235 8 1
235 11 -1
235 23 1
235 21 -1
235 21 -1
235 24 1
235 30 1
235 34 1
235 64 -1
235 64 -1
235 74 1
235 76 1
235 88 -1
235 81 1
235 118 -1
235 118 -1
236 0 -1
236 6 1
236 0 1
236 5 -1
236 18 1
236 18 -1
236 13 -1
236 18 1
236 26 1
236 26 1
236 52 -1
236 58 -1
236 65 1
236 65 1
236 83 -1
236 80 1
236 117 -1
236 119 -1
237 8 -1
237 2 1
237 11 1
237 10 -1
237 17 1
237 16 -1
237 24 -1
237 23 1
237 27 1
237 35 1
237 53 -1
237 59 -1
237 73 1
237 74 1
237 82 -1
237 79 1
237 121 -1
237 120 -1
238 10 -1
238 9 1
238 5 1
238 8 -1
238 22 1
238 22 -1
238 18 -1
238 21 1
238 36 1
238 28 1
238 59 -1
238 53 -1
238 72 1
238 77 1
238 87 -1
238 86 1
238 120 -1
238 121 -1
239 5 -1
239 3 1
239 6 1
239 2 -1
239 13 1
239 15 -1
239 19 -1
239 15 1
239 28 1
239 29 1
239 55 -1
239 55 -1
239 71 1
239 68 1
239 78 -1
239 78 1
239 122 -1
239 122 -1
240 6 -1
240 5 1
240 2 1
240 3 -1
240 19 1
240 19 -1
240 15 -1
240 16 1
240 32 1
240 31 1
240 57 -1
240 57 -1
240 70 1
240 66 1
240 84 -1
240 84 1
240 123 -1
240 123 -1
241 7 -1
241 10 1
241 10 1
241 7 -1
241 20 1
241 20 -1
241 23 -1
241 20 1
241 33 1
241 36 1
241 62 -1
241 62 -1
241 75 1
241 75 1
241 85 -1
241 85 1
241 124 -1
241 124 -1
242 3 -1
242 1 1
242 7 1
242 12 -1
242 14 1
242 14 -1
242 20 -1
242 25 1
242 29 1
242 33 1
242 54 -1
242 61 -1
242 67 1
242 69 1
242 79 -1
242 82 1
242 127 -1
242 125 -1
243 1 -1
243 12 1
243 4 1
243 1 -1
243 16 1
243 17 -1
243 17 -1
243 14 1
243 34 1
243 38 1
243 60 -1
243 60 -1
243 66 1
243 67 1
243 81 -1
243 88 1
243 126 -1
243 126 -1
244 4 -1
244 7 1
244 1 1
244 6 -1
244 21 1
244 23 -1
244 14 -1
244 19 1
244 35 1
244 27 1
244 61 -1
244 54 -1
244 77 1
244 70 1
244 86 -1
244 87 1
244 125 -1
244 127 -1
245 11 -1
245 4 1
245 9 1
245 4 -1
245 24 1
245 25 -1
245 22 -1
245 17 1
245 38 1
245 37 1
245 56 -1
245 63 -1
245 76 1
245 73 1
245 89 -1
245 89 1
245 129 -1
245 128 -1
246 12 -1
246 11 1
246 12 1
246 9 -1
246 25 1
246 24 -1
246 25 -1
246 22 1
246 37 1
246 30 1
246 63 -1
246 56 -1
246 69 1
246 72 1
246 90 -1
246 90 1
246 128 -1
246 129 -1
247 1 1
247 2 -1
247 3 -1
247 5 1
247 5 1
247 8 1
247 8 -1
247 8 -1
247 9 1
247 9 -1
247 6 1
247 3 1
247 3 -1
247 6 1
247 3 -1
247 12 1
247 4 -1
247 3 1
247 2 1
247 0 -1
247 5 1
247 5 1
247 5 1
247 5 1
247 4 -1
247 1 -1
247 7 -1
247 7 1
247 10 1
247 9 -1
247 7 1
247 10 -1
247 11 -1
247 11 1
247 11 1
247 11 -1
247 10 1
247 9 1
247 12 -1
247 10 1
247 7 1
247 12 1
247 8 -1
247 9 1
247 8 -1
247 12 1
247 4 1
247 14 1
247 14 1
247 14 -1
247 15 1
247 15 1
247 15 1
247 16 -1
247 13 1
247 21 -1
247 21 1
247 22 -1
247 19 -1
247 19 -1
247 19 -1
247 16 -1
247 19 -1
247 19 -1
247 16 -1
247 15 -1
247 15 -1
247 19 -1
247 13 1
247 13 1
247 13 1
247 18 1
247 13 -1
247 18 1
247 23 1
247 23 1
247 23 1
247 23 -1
247 24 1
247 23 -1
247 20 -1
247 22 1
247 20 1
247 24 1
247 24 1
247 21 1
247 24 -1
247 22 -1
247 23 -1
247 25 1
247 23 -1
247 20 1
247 20 1
247 20 1
247 22 1
247 20 -1
247 25 1
247 21 1
247 27 -1
247 28 1
247 26 1
247 30 -1
247 34 1
247 32 -1
247 32 -1
247 29 -1
247 32 1
247 32 -1
247 28 -1
247 31 1
247 31 -1
247 31 -1
247 29 1
247 36 1
247 33 1
247 37 -1
247 35 1
247 35 1
247 36 1
247 33 1
247 36 1
247 33 1
247 33 1
247 38 1
247 30 -1
247 37 1
247 38 1
247 38 1
247 38 1
247 30 1
247 40 1
247 40 -1
247 40 -1
247 47 1
247 47 1
247 48 1
247 45 -1
247 51 1
247 45 -1
247 42 -1
247 42 1
247 45 -1
247 39 -1
247 42 -1
247 39 -1
247 40 -1
247 44 1
247 39 1
247 49 1
247 40 1
247 43 -1
247 46 -1
247 50 -1
247 49 -1
247 48 -1
247 46 -1
247 51 1
247 47 -1
247 49 -1
247 49 -1
247 51 -1
247 49 -1
247 47 1
247 46 -1
247 47 1
247 48 1
247 47 -1
247 53 1
247 53 -1
247 53 1
247 54 -1
247 55 1
247 59 -1
247 60 1
247 60 -1
247 54 1
247 58 1
247 55 -1
247 54 -1
247 55 1
247 55 -1
247 58 1
247 58 1
247 55 -1
247 52 -1
247 54 1
247 58 -1
247 54 1
247 52 1
247 55 1
247 55 1
247 57 1
247 58 1
247 55 1
247 59 1
247 61 -1
247 61 -1
247 59 -1
247 63 -1
247 61 1
247 61 1
247 63 1
247 61 -1
247 59 -1
247 64 1
247 62 -1
247 59 -1
247 62 -1
247 59 -1
247 59 -1
247 64 1
247 63 1
247 64 -1
247 60 -1
247 66 -1
247 66 1
247 65 -1
247 71 1
247 71 1
247 68 1
247 68 1
247 69 -1
247 68 -1
247 68 -1
247 70 -1
247 70 1
247 68 -1
247 66 -1
247 74 -1
247 76 1
247 74 -1
247 76 1
247 74 -1
247 76 -1
247 76 -1
247 77 -1
247 72 1
247 77 -1
247 77 -1
247 69 1
247 76 -1
247 75 -1
247 76 1
247 73 -1
247 69 -1
247 77 1
247 79 1
247 80 1
247 81 -1
247 83 1
247 85 1
247 85 -1
247 86 -1
247 86 1
247 86 -1
247 84 -1
247 80 1
247 84 -1
247 90 -1
247 90 1
247 81 -1
247 83 1
247 85 -1
247 88 1
247 87 1
247 87 -1
247 85 1
247 88 -1
247 88 1
247 88 -1
247 92 1
247 92 -1
247 99 -1
247 99 1
247 97 1
247 93 -1
247 97 1
247 97 1
247 103 1
247 103 -1
247 94 1
247 94 1
247 93 -1
247 97 1
247 92 -1
247 101 -1
247 92 -1
247 101 1
247 98 1
247 100 -1
247 98 -1
247 102 -1
247 101 -1
247 98 1
247 101 1
247 98 -1
247 104 -1
247 104 1
247 108 1
247 108 -1
247 118 1
247 118 1
247 118 -1
247 118 -1
247 117 -1
247 124 -1
248 8 1
248 9 -1
248 5 -1
248 4 1
248 4 1
248 7 1
248 1 -1
248 0 -1
248 0 1
248 4 -1
248 12 1
248 8 1
248 9 -1
248 11 1
248 7 -1
248 6 1
248 5 -1
248 7 1
248 8 1
248 11 -1
248 0 1
248 11 1
248 11 1
248 1 1
248 5 -1
248 10 -1
248 1 -1
248 10 1
248 5 1
248 10 -1
248 12 1
248 4 -1
248 6 -1
248 8 1
248 4 1
248 5 -1
248 5 1
248 0 1
248 11 -1
248 8 1
248 8 1
248 9 1
248 6 -1
248 0 1
248 10 -1
248 10 1
248 9 1
248 13 1
248 20 1
248 13 -1
248 19 1
248 23 1
248 19 1
248 18 -1
248 14 1
248 14 -1
248 14 1
248 13 -1
248 25 -1
248 25 -1
248 14 -1
248 21 -1
248 24 -1
248 25 -1
248 20 -1
248 21 -1
248 21 -1
248 21 -1
248 24 1
248 24 1
248 18 1
248 24 1
248 24 -1
248 14 1
248 22 1
248 22 1
248 14 1
248 20 -1
248 21 1
248 14 -1
248 19 -1
248 20 1
248 25 1
248 19 1
248 19 1
248 24 1
248 21 -1
248 13 -1
248 20 -1
248 24 1
248 21 -1
248 21 1
248 22 1
248 22 1
248 13 1
248 22 -1
248 20 1
248 19 1
248 26 -1
248 35 1
248 27 1
248 26 -1
248 26 1
248 26 -1
248 27 -1
248 34 -1
248 34 1
248 38 -1
248 34 -1
248 37 1
248 36 -1
248 37 -1
248 26 1
248 35 1
248 38 1
248 26 -1
248 30 1
248 38 1
248 34 1
248 34 1
248 35 1
248 35 1
248 35 1
248 37 1
248 26 -1
248 26 1
248 33 1
248 36 1
248 35 1
248 35 1
248 39 1
248 47 -1
248 47 -1
248 40 1
248 39 1
248 46 1
248 51 -1
248 45 1
248 40 -1
248 45 -1
248 47 1
248 50 -1
248 50 -1
248 46 -1
248 51 -1
248 51 -1
248 49 1
248 50 1
248 40 1
248 46 1
248 46 -1
248 45 -1
248 47 -1
248 44 -1
248 39 -1
248 43 -1
248 50 1
248 50 -1
248 47 -1
248 47 -1
248 48 -1
248 48 -1
248 45 1
248 48 -1
248 49 1
248 51 1
248 50 -1
248 52 1
248 60 -1
248 52 1
248 61 -1
248 57 1
248 56 -1
248 53 1
248 52 -1
248 64 1
248 52 1
248 58 -1
248 52 -1
248 60 1
248 61 -1
248 60 1
248 63 1
248 59 -1
248 64 -1
248 60 1
248 63 -1
248 56 1
248 57 1
248 61 1
248 61 1
248 62 1
248 59 1
248 52 1
248 53 1
248 64 -1
248 62 -1
248 64 -1
248 58 -1
248 52 1
248 56 1
248 64 1
248 64 -1
248 56 -1
248 63 1
248 60 -1
248 60 -1
248 61 -1
248 62 -1
248 61 -1
248 63 1
248 52 1
248 61 -1
