coordinate qsharp lift
170 8821295084488406629838474270733986503305757692136277947834173814976787727640892521318496537525261559462804776583/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
171 -7014264972095045597000443474714835797770063014882517919017024414740567484343059130362232738961684397908999608483/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
172 -4705533549249478888472120850122379992597855943980572404500081823754119450217702163548408280009057766521309439399/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
173 16808652798977314718995366390801628494333042775822963827616860776113476702895623664996620876365270447787431635473/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
174 0 0
175 21942891345167988214401927555793239588104440642962817540410525159342328364726060968438984786540258850780316241561/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
176 1853920949398775126377388674756066249546263982224242719111195836404064417346610605878290039482188873259839462691/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
177 -5013005973838482715623086686216881443590627530017722912368207671891487057604857209650603236704565037036962163107/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
178 -6467910259127119205819541694364301508752124987271032797909295951721108818208088778828134681372185131017237033315/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
179 -4371827998223650186760157121782257628439134455800124823309513619936282680598078820199393028125854768112967726557/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
180 4371827998223650186760157121782257628439134455800124823309513619936282680598078820199393028125854768112967726557/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
181 -1168061255890406311745936661668194813270032843048704571772509657408709499038854347751142480535129574494342675869/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
182 0 0
183 3958175238546575312506303041741552639704413594210477170824815090069195355983829287614358690860249996921292584866/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
184 8453436638103181878013361605387184589799590367699932187110094200131082688325683929161825567273957792993521382879/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
185 -517628466445402554099363289950207043175420704366976017986073262028946958331678654901493928313524455151603138373/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
186 -9617781626017160493783262676480871673886857670265962423559951259158768637921442661585807299420592784719194810869/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
187 1294355799207911116659526457217975115982715563438999117131963519157107902468537637069449529164845528261494621100/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 1
188 15083703635866060273577104406008739866375648190505831432114867555919048357151641393761500344486849688268884089607/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
189 14485750745610884791668865414672141564045445380854106118936340285735174336300839682234713089825664981811330494175/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
190 27162299987297050937664191639760324275299423742142046419370122706160739835411301279728166229977427936726443716219/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
191 -23502712168812630457768235585967655284351963731143066451955067473933057680330786617216927067066541103060927784927/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
192 -17341083432559618694756733648460091490839589191990129878901275503682923716981442704535383866776369575669419734000/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
193 -6616195608668384968649465367593838411895496067226935661431651895100706230398760636248925716904844342398862337321/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
194 4858962134950457575635957153502413195300163167731074112760483216202786665459340320018675755801166385297984839995/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
195 2566762005649307425895865642691786924225801740011883824127751014339680589281974742105842806965296944569025918881/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
196 -8361098417302530382342824682876820063379676762588689387254349278165614166666180447254880966008961184421845952685/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
197 13197203416423990081507695968236276963119114183256584021007208028242189024766889748007541703918066181093482850392/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
198 -16285888850288577496582467546388652621809857119994809365735986850221784144177268638865354128953001818051410733044/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
199 1071734246168043996595018113782960794451603765341384358057976293934225875513957361196619097674036931964501721606/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
200 18009469907332299427824249174737345423446708548203344679844105587220701268083370103913900515810805300140893961893/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
201 5736327260646173071946543538716342089126697787690091634113686657619996670446816552895875678604635904320788627485/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
202 3958175238546575312506303041741552639704413594210477170824815090069195355983829287614358690860249996921292584866/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
203 903337937298175409303563517016278579164429572319799540556790947582850036342203795102634620586901811907320735975/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
204 -7081278273447101732460200325715786710125266287681389678051752036948940787565325409016155059939775631307678432790/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
205 2338148062710390730653375684723525853431946295112692151802954536483837456576022381948951082417599359061452911669/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
206 24667233158844787963036233963500355075245044951765376668919343804465697647660360147952070564017041403751488487288/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 1
207 13119374615340804421776909959888446004508121280850079796783466350473037803039946537330882258826994889467428389228/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
208 -10606668472350164191939586497496223056811596809454516459731199572096313653179905987557751575324584875673720389149/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
209 7943743809091940875696637752833274447492782606114704765098587406709647707355705059932862110389421044420995032137/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
210 2575089014687353789930679702785518362464052305194452933380299921217296864477900278514903799366210290690033080735/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
211 -39391591896687433987352820919503619098862479392738012756091586817390130313972330795927281955769615859478680679257/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
212 -22099955222796030963809961214379402038480800749756216779270015124229135811413022189574148956887000207590236702701/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
213 19024716710178763748716032825003308344642961381055832404248055501643172191318665729911890886950705766163513697525/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
214 -1880037656481931643407834893431373889180222810523961499623066247312608376353266089541276982397320112049938080521/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
215 -2497603837679777246453535146353562448199751190131587935069882262745283120025828753841487464683600959790204271261/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
216 -13816556558922101495429311745014574679888490354742969410598451110472921878274135791344044570818384353250156482733/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
217 -7640517031529882226847340157068119160223493701658259863788233522456854448539180376654611112753322986445082922239/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
218 10315418528614219697549522891115729848548955120509439706258220733176582163320171165138219441754533602920007181386/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
219 3206348711324880317455578049429365640247242440856875874695565922602145170444650089480021435236693726059316149142/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
220 7266453530828566775647296920800707373103449425746873489453564743981010079953777401712984750742873021289366607837/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
221 0 0
222 1294355799207911116659526457217975115982715563438999117131963519157107902468537637069449529164845528261494621100/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
223 0 0
224 14529030073035183289306508831531148851209688745064232850921994217714479876933707224311834891142226636039415304469/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
225 5860017635742046555738784212868213273287421424330610522913170412350565450210924552251258419942540483123805497377/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
226 14012941571751414802923274957633243360298047625168073474783112506339192784980473704179903831322752093097302851925/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
227 -7312834361504291026333654123450142884405297506604076379038626730252445581928132806559438849816725325636276894613/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
228 -41469399695271595137313028561760736893278413635768486407214206095506435535744996754088739293968464201134475163421/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
229 2539299095774880015054526290308040768157574091631073710970122159908064420043302481643209909420909130001046584203/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
230 4894040612277756295389490299598447783926931936929316530868014614876428407954649382002139384420368674012675505474/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
231 -5321210875920625978697887713729869588628554406955930515411548461905280462052719750872023322725919167251228391679/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
232 -20773400765469119978375424424538701708579518370035235654346051178282600778927590473669310063042330637498668682585/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
233 9841182594291265110582811907934124349164330974872869565041816087788069110092086099402686046601358358901405800152/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
234 4020937449735092825642392480576931582135459049483701077888645167298131432461200638378677999815825756286310932042/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
235 -22722424634210617672805215770538844963719245072592932920526986888293984324200971913079723707327878258719239404509/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
236 -7569999592161097584945092694177914202216074472559682545393094356068902973529306186528569885652350105897012000482/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
237 8900324980085688026230662382581657258627975377708140837881563096608286900807805742821797794163759275283678170890/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
238 -4371827998223650186760157121782257628439134455800124823309513619936282680598078820199393028125854768112967726557/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
239 -14030323746948187230675444963275446202644516259459528643042551617600833764999784177504069278286452638493735801279/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
240 7065532013367474793368900543930882323232165360196488225378277110398071044431449837473527684729205054282188344349/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
241 0 0
242 -517628466445402554099363289950207043175420704366976017986073262028946958331678654901493928313524455151603138373/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
243 0 0
244 2042569134509349883802425507334695826505345674085122415064202166137184510694377153289760804322314816357135777469/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
245 -4136080227153806299703950977687009220179774885357239912927139751136416088945376755925140359371822061532311277257/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
246 38920698650835840667850019998294366775527178113122522236785071794369453986705710200003230394608056532177578042535/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
247 -6142123118333443395686621675930699936674014849087667254375712701700129743570514543655558731456482286540564480233/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
248 4293120480551391540780285843577482658359390901007342361455228666740949135350590483554990095591019228592328891001/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
249 12081979648068208951149764545127544547383382076941045405606456173301759918233289035247146843950979140488795006212/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
250 4026993648245658035023433704009912683555828962695246042116092497338310787976926185056847305015109894114572745956/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
251 -8627894934842070811538806985422753345651442665720015280230273639115294406450950951253349480880519067914853078505/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
252 517628466445402554099363289950207043175420704366976017986073262028946958331678654901493928313524455151603138373/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
253 -9658288209836357412671701041821356223662493049661257812802463965043534373910297509345175352475607780095004523775/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
254 1906401535662246090005725526017506968175748542608967308506163651372185839925532362687635517878013695681766313121/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
255 1530939077233995399454611101591534997010914535474915546822308764917601181160608516805675515344208066084829655985/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
256 2575089014687353789930679702785518362464052305194452933380299921217296864477900278514903799366210290690033080735/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
257 -11918861413289326489729788076423274968127234659605464008456442498479014767939995526221764558728086087991818602071/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -1
258 12638337160696747026794353306112380016280527561208566652487562833946918607490702445629464973670730420378874161243/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
259 41843665919069532202124792172012354120331210436348201135057879209953128289511391349451207655216122121651982820303/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 1
260 -2213368940622028589333143199327944474188059972107265210340069154810696312466780221624233149360357759432258125495/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
261 -9271202708012961654026794638633293246470012687307912579649950770087710306759295116945904667475582624865623205043/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
262 7333139476478369653294374001159263834844999137848776083882316287926806036438094014313228609165650551990304743669/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
263 14443245114040507338876281746112423375276522744684008176222914778997894021508391002299816442022626039100208967207/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
264 -21320283343706253372966057122030487039591225296194739881703517043659523390581785475140826042219273606558425018470/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -1
265 1069107432848637625532424977924243158192392820738371336834672119534902682283962525372510204192330248670936767999/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
266 -1294355799207911116659526457217975115982715563438999117131963519157107902468537637069449529164845528261494621100/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
267 16829955528171327611933710874185758823609099520268106423369450512205285186651716865037030893894910118720655867639/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
268 19542377895293899380303236323679827467021092839830415458278698945637945290219130643166263609306271709452177541991/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
269 -25362691341811309837514812121275911691488216297937776523925505895787614931133017092041754392867853231242660496593/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
270 -7065532013367474793368900543930882323232165360196488225378277110398071044431449837473527684729205054282188344349/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
271 14046801555914245125458849548627825365736325146097495106521699571043296431396503244129602085480454308598935027295/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
272 -3201298225252801078287101652056727860760913256479897811103998183143534247334047077449397037979575274119222789876/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
273 -1991461950356600885572109977667916937145516483619543803765821842945937395988004007771281847346603960059232544317/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
274 -40713278319799092991842949693332026050773072081982104616770093817374978238159207200760476520080448648878823792445/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
275 7717875684363535960273247964454222293813954025163705888871638562189863758559058339900679411643503314965530367991/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
276 19025739625168051205396430763157834496551904294393923086312864664683409944613314090345374210929877177643213115691/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
277 8676109005947001328208701120751442364074604999787685535335623969718848851467096893145521442248834287448658431921/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
278 -3495783179376256871778109075663905019709900630951099134073297293292078842873169622175593274895508663379335356227/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
279 18877842436640633525256458658242587867963768127582915056833478522227285571737932372727165563774665643747391024263/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
280 880232974670407094149147160921041011943557260602937466364077440434092527923932009735807740974178368121732535799/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
281 -3721493638607546003158938995382173318991398202904205152783749953761569452334409142960202161197081250465147794027/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
282 -16316812062902627323886429017899880565789352161752387514011137085444003999525518768754823041077534702832673436211/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
283 17743123459009146992882799664511779796840070691616666527475072707397578448801191768986216916937267510464316099095/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
284 2195805309030535343300974067651336330346482487542689014386960735799728216094569928078887379576222822143414944292/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
285 -3707219398139394143818610353687967677672437003647022881195084928815219584289486813583847668946629535043142446786/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
286 3091674006855664530045991425832941550150732572838659907752386522345716183105435558380874449697143382090116195979/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
287 -5958552195709034065512962841487969435854350480472045359807592174096026430945032027081932344857762923942508574727/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
288 22945327755298245971110580860863863046017292537072124442336451461311527923436043163879509993687874580511326607032/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
289 -13593496384488054880125699193921349333029661906219883621831064073266594285002914724275920617403905599911844717903/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
290 13374716198572590947109589412415363935308294905323284929495690647493544035304586662074290324600519797416553992946/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
291 -3292151089074539387212734475419971343305916764305222750425226113801321655948138360691021784764412130556318418579/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
292 -618432197506199757110839922261448418273510530973657059823947480910976463091566243516612033666566976560541677267/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
293 -22674424938450037519388064191253885729871099353939746936622035094229479269162852066109764960626155257478507593093/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
294 -7130582427530488842782624978668623335212991340743452326361898990794160822552659760734348613272053585331671401297/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
295 4602448608692379621539603000548632345017856407833423045157462253484363288177725883775824653762303774206550269017/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
296 -19406208512595562436205127485809992315529917863514530146373091367811633337376488681866265955927758583432742677659/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -1
297 -13057222413971504839081228839611694898554337129295358132168308110892083923416833714902231925149395058836997494485/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
298 -1099200024039145978174566114530257941983603967431250216623344765652051551262737617937978865096337780543082005505/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
299 -7615102558440583019757868560082477470810116988756147176639201183430135262150772823825793015097708749388927109783/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
300 58890354815453710994853173654090353411311900626635891390375206550316912868994678154782676185819012130828946810539/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
301 -8591968630826283240750676751082174835708229644883244440578441442103813523999017157907655351803246218676229069295/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
302 -53650507924547822792864010007078963495764188737848454107860402929757193176199411919101856746322010175220013393721/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
303 13569390257552930255366351065631498908731792294895706362683183035636569940338584637763027504696245722248094691809/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
304 8497732166324698575436570941809917715339093720328333609674704991743721282919334398351229597053463941580933636322/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
305 10632566117013564399124842517076063897442127904089702546373689890880903923524064102614182616819477050132719743847/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
306 -7065532013367474793368900543930882323232165360196488225378277110398071044431449837473527684729205054282188344349/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
307 -39055259335884644161789964506452692959843433596309707107359128848061313986669767212443392235625926130736507040865/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
308 108738030133392408635222246038412284142870943704932918950999795124371291949865929441333890787837440809137380165/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
309 11341053046410634203513843341943219917273557297594817291909071873180639966799597555096699363672637211539385396829/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
310 22945197863481295998459070069222961732807482922721264312886344602433559952703109547753379967139354320433122809755/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
311 -12905520793400260455591229010092053424403207838017452940610108307636566465987526536077705944496897331275533871225/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
312 12355379588726763313878505689252282180981773635351837623459821886751243047387594007912414450139843615380984991341/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
313 13023381277921055211017364342923401642087874260763294619525081476302116413625141293276765366770088781210687531285/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
314 51789527306314212111857200663146160243636523157069183639796323560537400181653151842120634745756625465788011024435/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
315 12564172277194502790796234455733831275710487133488303456118809940781987476561814126734603062720172904127834354219/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
316 -7217354220392228120455902032186950680767820281545187463793047152773370364554822884606377527290744771918637173585/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
317 -15900150286855664672270236380265552879746462338696136555746662200000964909182530543612121881021997534938098332401/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
318 -6801548641263255065851079940423642787078693035432793352123473929818718620881733907101806486938215128361260264387/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
319 1212395119571762738495961779162373688782958588458725313103932913865895267461388543138578563998533004201486403363/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
320 -17790344011658341045440492752164197016349164495389463882347112057973616403923297513991902505837024690249050775869/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
321 -17743006789795264109963687025371170227433874570176670192580988855562501370173421842312202769305111440073644488403/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
322 -21061692731821470762418687953957313753924212051026993838401275900536177079300893497751539312488161453438838826782/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
323 -12759478909034327471475431653502070536055604925776557148867976515591296220162868329398040851797387805286405259185/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
324 18655815291205204771178896548832034422535106150431709030193365615818781085773705842987959761687924599583596793240/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
325 -4281118147734894986640096049422070860956990759535093255302024565401487967264839944345588182156110433228444912693/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
326 47145997581138328677008231410774792135904336261000031573559836651681658796556734914903591308923970501051593150415/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
327 -7020861954343815611580023695981419395046609115106086655567163820022461378163845127934015844348860426969776107981/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
328 -13876977789861570041202650922823110411220988364367808879370188512318970363478784046118187237850048653216950275733/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
329 -45548059151274950919341439343512124264748779455787627704176931051780412955405910904772177913602528035895966983567/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
330 -3694931657386319084004731194623874016558573633866502981157716716460993280614547469141273607356798568044669174052/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
331 -21347055028143931633696352765919632766008798022848055522024746722950826531424029763507034260534140060346836583919/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
332 -23889248624941826795542280145203293806733541798893140334140572000099009617392158704577633636277592729108848262957/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -1
333 -23952782538682489744510909730458012476811372051645093679973890814150575018029799137002051538577702341148608296167/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
334 -68727040968813834631818518716033681888391863322870146235870678190604765413232434521540449396774636582330382389/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
335 -24491523425440704003622749465986670428497012917375287502627780398528799996076973266113545724995575039139459656575/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
336 -1818687882110545871723758980976862137898276012463648225099524542003715688917188744203815522832019132837583297458/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
337 11337833488145956183059774506839560384994714189238973091788214749605226206214870963383517165722876279021466262971/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
338 6019659509510469339565307104468322607707608980915345372093015649996521720031184815316726911104112684301537071911/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
339 -6130547716495451603507439357936585052137557913747991340785100673612434871151840543823634165307399326120262492007/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
340 -1303790861532669178497496059563922569102569965426800445522774581215599487337142160142631014431276339786915214927/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
341 -972847669497132802030521644929103681341603322593888646457791319123587793343620458624836555532839064214872404285/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
342 9988772744673270363060376921228392799316503153049161145586743582621847791056035263461399571654777610164741842881/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
343 -1893992227741714386301140964169340300365033261822103587012203297040992615369268333128455304128176623308098361422/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
344 7042317672799604209009523313801822126824996276341914478846778575573809189355326871518256514621605517876984509577/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
