coordinate qsharp_0 qsharp_1 lift_0 lift_1
82 1197013799471205766194238529841688397492480122062420138 -124721369873100152740069686078838244773941493426399297489852596707702813535478968412198515854450810318683273756875907108978531407258781995063156497108078347909703864823/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 7763598358527492591226422735852246053923282809595769446477067047029985681716020205175348830 -1031747390131516393307370196926631598508855972480787155988052485238650824161910586959444013
83 13791778818597273016176314283757633439655892242247259865 -1437017307571679799716419870352482673198635398452639101443290143520788953229902490341495235162268131204167949056257997602112182227537406848896223002923005953133442719341/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -13542055249106650186061120753253189895875016459251091311989724247846469377865698555279803136 1799678385594979205189267500986249552010628053932922313499546192231831871059297822143857368
84 -1808332988096206661332258694012653412321242471796943039 188417015377524668389378514609740726406927027786721073787717296448269223203251091433636283864715008913587032784848492239856127226683433532286932747944354652126861243629/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 16567461876223672097706714765773678361947470734010700462312532148277585478265752542238362263 -2201741352722328364927137770738511985778292419055815959463692791830797333702711138109744798
85 -10909897251623007077666026518731190705841346594653897822 1136743228021510809390194936040482998011989122679995034011184908989589485734909916410427062579948084741807982652495866671082179744279151179378094234394053944854959889083/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 3940924316390503947947840755652458869095701348994393553257644925386828030011964726170061958 -523731160522442435513079949246725824336281626595080833253507410275676549230404173692798197
86 3331376311368729553979656544070604172010609245774816352 -173554313784959045926201575214606889457716905613229235742258963338751449761799914156913330292458273688884549848434299198024143621259571471885276376699453065349829065098/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
87 -9463823751229876176610713837637548670009980774498851749 986071391167253392501696493012945983902964820608787588846828281105094855216573217626754853934297838199087786650754403078504074940934261206039976509189273839711230662591/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -30404479432003219060065860399261633463885643799698853983771153341910469489110883878291241903 4040618905513104426811824006906294151384480587499567642054736683987898060556575884465333698
88 -16110794060100080976540418596887484290556467943823106679 839322113833083845500929644493428924231944249109596372851040137593322811373727743593388972529747753156443595307537928254685716896841108495679487161584536908224469929293/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 6090488619632059931848493226473397297741438952443701634762539561703672584359296171272153698 -809398612310867295435496667448544290771306718527198160779639765984030373531265536578250428
89 -878834720117289241494788377959719993523554631813864634 91569094887203549789525495877394710072581831390055054602642431107219188887871125855001107855897344105312688339670198767098320852661628762535340927361407048090731016201/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -7073316914232210142249857448655686874589535324788142703567160113278900169289658645480097576 940012083161959006116118207016297949933006833400760522131733728634150264495476781698489676
90 -8360217427552091847490598007812507957739429884134667262 435541248756649977144309044614537903438052015683302416618382972749722397369427557774320300098604153476494158432714737893898237462492635639798864706235614989103789042262/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 2149116260622720625465179811712266572653789125870190008670209829974416938485014916818378966 -285607908934544053529404184183670246762544511635758863180179734758110973420225713010190447
91 824071985136317381414801675725856412715457432231474829 -85863159560608637253701043939065224752308804222235637076976421576391049511885566216514472140049030163912602305744048838678416398582612793508206180582000634499223613579/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 20879861759588472000336842363618039923465149383653669099359173074155117927266773937948191434 -2774839949454601867831036581191007690556401355104487573794430552076325209196510908677836247
92 -8488347300093998314210860877190235144159408721553454787 442216415422294046983428005923332326117341178077778958426501302510221306677906682788076660574061674312294931691685151566604944714361763627242604470239744779125672679378/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 4761159051107349744404530780030391795943736038149545632828306249458060704709675442252740917 -632736676748018250043160444432738660854338891071567483943838189334071187195656144869008044
93 -9834031212116529737435838785280042372469584199404874357 1024644698909756377257206967191006007500537231881197538856112037026559352598271102766112289342395205107206742086866430458980036020107424342239034972563322895383759654665/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -6674897256403785988292625716697338614627954555563413520047132762673132811648992661168786528 887063898163432755748611201900790276742444442038119504821003950088227800511493084013009407
94 2591553459502998079275558676703423069245035987921560941 -270023702075425260783218650601154617332351664739315546853350192272750994867324037520312550319819880928121281794232074077587399321140964017979382526913517906123629986935/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
95 1455152723760356073513588791714600151337031825678827411 -151617835284889062959955692602710933057412912770884149901391087990224194268554689174368924742685775056388696868000209136728230497616820435021387239480172469228594768117/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -2979004493687675174084113857633878842571420187909648482415395422239923138441530892543384267 395896331779749428503060129642861822630829816208556561693012106603436903374672730763309999
96 -13392723292601109383085679535080067162992408016479541747 1395438211424535260484238612578223429452881880448710892745045179063483924284851667242452894344659043186708371709076852018120165098391916538513963229108143505171181980577/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 7950520080699863270762517386617044883134318702585790314684836633905072872934643706915745306 -1056588448375906368648836050437316233820481305810000065201759203956507867615319940397181393
97 2777302723375758291848426733784737981757500784858517016 -144688808251307346062451831139009118047801797688244911608731721493256724788462707139678317719488772387833655276670567859976914839635500382645328858896316281720679886616/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 14599011848210049890605847118320353329548637514584944876320955657123265050831879555348081441 -1940143175534737442366469173290904109211315672637514752751636419063368497012269296433793119
98 -11060463625890100457103269414163217140059174633303515669 1152431304853802589879930944577019156585030508683316117350725519188602895364028760765384759099027536919328967888657689358201301341286455210404457608048859406953653787505/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 18121855082276078967039441160609158622757985656131171948370144637691682917174708237582116216 -2408313235954952187496695947111809033930068243958827985511633082211846395035758216744149255
99 -7827297140588036726747804354540978140303105455357346086 815555528440190744132752874308938026900950986039303442180683864167495590863654515320285207225857394208930235276171334458756548702476591279226564385283456606947406753079/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 34458635668875081536427551363070665426578245761711688735372827974455355271153824009621485503 -4579398080247654992497272289984616367957052754991195301825776094099059592546285957644097497
100 -2627188386190088679948694896046471963743151657132218691 136868319556999882540602051078930445007870465832540664329774326404397496091193902488094507993726546826942036614868604550949776409835565157712573195619099117401566356803/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 791332604988928883975665069937697623621309938803227989842686752851425880186324600448669305 -105164552855379441379561749633295830480083241772693151286224481051157932956394991722996136
101 9674141532814641924546079126768555613381496548492176485 -1007985191859869761919863192903172220101993608468862190566984537419819753737864848120632532939213663066327961230270461174497879684907023832515177996788721901423760629137/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
102 7808688345893471721602573003751205246105688045620738365 -813616608131152773417154803277947706449678447947772003093264564978967506560207620048534032480036934482995382538843206381031466367417335941537076578244394523364983295353/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
103 -6333135823967140753448717267683930171598501175493662506 329936620574685031190801132942595678394756206847836719919673393193611867294121145463445498073927287434855564320290733793718154534681301243090867961587884483325552207457/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -5041134656641494695260702895166263153245570810119702147044296798689033156590594560585752532 669944178600951985904508263376811230963642569129964494873497901605358355656783752917172977
104 -7596614572806463964645923953772309230356203599243866299 791519844079432359958263949122802697008704371632446532382991418462078591124579109669685919861570501802115652895483259109981620185775347938687797918000227295036714138169/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -20596477032042894211912162053564932618851988882436540454708774204886772475407313688048080226 2737179390581520728881766189540416052901841423280584157457841222412632668860919078203814901
105 -6070096181113215425137185435757134666387356878282104674 632466151438152616661316259134074944709136374263485049024227883792477998416773553179584253575328233581042102412189022060422122421643157449385986866989128228961124538957/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -15756637589361182746745001426362110566600301735289830680946664811387471180723745291418798366 2093986442796218886774066168171757962169333064676537843678177150942620398057298352540291663
106 -256286591256926026333668159632939350443907001707932839 26703463866324468792984633720437376427875039018312712515075670453075069711348571137382550102069396148192295058405003805335506454153737628265464323316532632536056137971/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 25186138329482784322705436945807423078916860765278654453190641826679269084960072997424881497 -3347124785299155905041050855703051356717399575712296142685350914077315943569245647296940886
107 5542189863763900799665086876271727997253951521711091082 -577461606717318033390659589848112819711633888460105327955345329350049610125799829014851775166928379410206535480662114710108904394826747088028614793502585466923752292533/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 28138233771991944420934932357792657056984944175857650115666567321650223568151421734718167449 -3739445024905892128213098023322012522052552514742383757383294424405000677872671142419837794
108 4586397963549796441500169093154019615643928397490147374 -238937026895523058500825475291152505573784036065749603134829054108441528837586049660944073728708668292061654397440357789657767669357909381973143568774365432250745693055/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -11912789325718647641697170179663711418888620898281442117025974723291992427081568898572612001 1583156254148110126923037032252624500654091821426712118537122032326689357889910720204612041
109 13987951544875091809631123529194788883039476454874362377 -728728640875344971568832960828251258003374723935546477070474318099684508655270502660397765576636724456601709047846726542429458247410592077161590969846758832325848756894/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 3132392597841706194302016693003228005493833975793749150309515187892072139277693919310035618 -416280922639516570603038257769572125596725206805679688878226318358473715265072608005691479
110 -22182016761171134547867799241791664139261783546015037674 1155613877727849117717513863765685897084957829690929343261261856510018584929403365683129778992810732646534475396800812223123127520348124711943426771840127212242066082297/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -11646916405700889792376351706335119351480554104005949213845030162152310567640530818054795489 1547822935928001219194422005671942943876162733607427138053692908735683762708843801310896211
111 16499095422966664260247720254553220917711860630598003326 -859551403554600119683369761117555798525465303414868509697759247785589356843067448598308236095818256831830153430904802921487440142956435587930538911739715452996736996668/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -25472644331125317761159568020850660504182169019179901263765889773381230498395398838764887051 3385200147495992434466601410460298394167829235641718176200185349314406184924913639519993254
112 -15791543744830726742695763846863381488021990791830920598 822690168290600243133641318531558151375485340637941747801399794425632306523744349199666189994166662488061681648817166038584586424167061841502670126189238609894395785173/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 25472644331125317761159568020850660504182169019179901263765889773381230498395398838764887051 -3385200147495992434466601410460298394167829235641718176200185349314406184924913639519993254
113 -778418658192942008392229023880883054861693051392937140 40553183859489682726712130165656637625560761051927269805518894531473761555100192111209213673633018177491294316142095865606972895324178052237513133070504951389571307310/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -18618588901255365223719848903613331729757671374663558943100119093825290504445619913368867187 2474326931879730212210044763545042380467263880408408942327910530360013153620799364555590944
114 -4631355273058948458695510504648017163882423792759974221 241279162479201127624096336407382443684058559843109551060077483530134869824890573132300928474883635891446035189358285380573956162477422515073834740128436489605899010179/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 30492351530256908510718269806826918250161055711689138920756567265691472210356413108639415226 -4052296713129084696075598331682548326739965620760326329392044107840563980493713334573708149
115 -9980269255764162752003421301909530753381137038643259351 1039881790695458670503844310060936214948640887766488933320219984817056148611787052358223562223827943377876600285810600676708263537274001046147084292728284080309768352063/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 28023030071698385579738206806837987057955841356696026209744617305642442749127943391353193228 -3724134970003217215410507191430976113118381012053555740298653396154967264379031811724895753
116 12186927858268956127581773413432173318653228927891584541 -1269801849986537038477369838861694387261236443620206964382463079014105722629893677268580674569783253735016094951778457140466481808307447116906520634787132276202229476471/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 10163089080353040511307576883906200155148351668967527246527516305256349054180805315185294835 -1350628941644164828986652516121066435564731476119676183762230202142765616198696194241396781
117 2272651079428846348565790806391733625781577041234612802 -118398031833535190786035800567365148113348339314326120796278308696894594110386761024402873604020758145098971361269268705401429949864921799644158233495267699839443576415/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -6952642661311632187794040781120633785501907681994621942033292188106522759785685332869875189 923975016359022084995842103919950089704275336173922796655719946727041708333527140925431723
118 -4630621549219839434277009537724692271113071268164721998 241240937755992985124750228993635956040683931256568038234757268371803389407452553660661970961589771009652651495688408508548330319589190910558338527013591166736668573868/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -5165316403436755167313082486750274765710380243026908250475601776058564106562686635769394555 686447375603312611849840942182702659271992801208406221613536219133078873562139827231862981
119 -2427425316708034135543460222138794446603444577268377300 252922573572847701481172471053507199615428880664498231610781106903470727531864843425764560575482408100591306873588879923184572896734983647794993406500997872700074218031/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 25124601531802211122643116289800583302720244000709168894782330620835950398751748603136883754 -3338946820974888019599968871652439769515707784540671905639113922321947051640443470266380889
120 -1594248937265403332392255154158267255145565579115205564 166110792926793024489636252700713390754583025873837189116615307690691367717270642893742323106672889215967633866090348691105171091098329041846070657286730943101647190747/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -17192646745929188353570390931696619523221064298546890655226407820767197694059753686925601835 2284825616987477794873545000433765992392927327460335743891707905807486626125609829373183391
121 22518450077626964518383308839795489790633622472006716323 -1173141004030761335014711226725838833179082568074227441225226939082264506392934195210039542206405212894570784886058883885352744413136827278437601252228262746621433239711/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 17085967157885892934188963872805116068398004649583986682880898123633083060373366020438211147 -2270648378359067932166402391187563592086300892132168520513978727592579584392907744249534047
122 11521569861912950283148702130079901420269525951853567448 -600237848929232541528062626935204937308238624998552439944034887639267228916611550158508136853211036138329966511383407070564760802302386867785620718712017432345913813966/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -2361509163151157629497881377842344531752641406276764269744128255014342076564874048642338668 313833972770712867949378596318218784144428668562253749185155026544699774271856441019784099
123 3640307367973949847041201621776476644996565757053491540 -379297316282753744365767780444020972687305793974054646339782707733863588937198335569758118551192280515425931827073660130430704530568391575675859961413240689492805743725/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 1118973032619871835170089697490231257178540437767559802493098350038522849866183356899792659 -148706495714710355289720746654089879581655228925754657270892668630959409290618326944379034
124 -4317935311403117720124647137001838973717204479853314692 449901920345056735424865019281410725159712914153375791719695448368677827207911762824133369601657772726452662145324818804405485399946400373985925834660793797186916475633/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -2812045994691223676997799062807920203305982825868666743008556187261631097325510460933591677 373708296329582699683909229560351020072992107725781259872140072416869127218966395738737860
125 -5525789814371506444710714147706853975727650366102564281 287876411944328821724374819181920492438657109254495988163351271141471944279618374348884243475831588033764396609052563746239960674781592013580734341211875591702663784892/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 23630069157919254012379555895885585396125159886009710494733095962863085695456095826180776304 -3140330173769394875566895043582886506412289990707681307331758396929142926665609977081212420
126 5038897013224063731010263717925782158758982333062691537 -525021631677434709287878402592014607711270832598777703430811527729015797577330131944189479926967878175116602198190900240734354588109948850904576307799894585053505691133/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -42203162906271025819949807932309098417997933775017700370960502092009412006317899822074065402 5608611003944190970511361375163016332066607907862721777713011075309411624596050618673339227
127 9353651735431056014046396570348896756868430809174715905 -974592154471586360714247021868434354641695793071533202426769712875094942722191844231098158578368302855911859951512193849010181926169086846183188540035268097058451447433/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 13923515179471894483685595711867107845710758762478394820963837666455039547398579911025305073 -1850372698904193018891739747206886676415835354572204886251126309245895073044491184361773789
128 3692254184806261402541299429001401770154959690958191397 -192354925253224300857018434137149650846503695850962199259328135586155692697305548037390752397696689311701522247472520342346029266292954293992461772098083208444017863012/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -15075241304132646092200538340601719641575866785387033978943035180470035940056355007985518075 2003431933602985040197699676233301416324557358986675752799974450673373869238327280092372299
129 -21572687708058984151993680956086179709010578292729215182 2247739469655485542236455408781067745378294699666179448673918271053877813842860279943883679023910448763267946385467550964871192688850254094828707003464400261203407529553/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -3162451978413998450503368160938008222687245887105591861917060457178043512974786109412906074 420275679454874913274662643980676915670465537559963634262852418346684511348416559887760258
130 125082205003430526352414466320329980922322133627989132 -6516392693913578523545257091934482524983588035286279679145071341829993748006731543594522506949286348527429397840632440767638068883703457141925486418199764758151338320/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 20593355757945938561882711288574802498199841129752422288783925127453156513831448096608185880 -2736764587257765338405486026433760653105971695175065540279596116839234967840842916454783879
131 -2575257048408364451852391509330793602706877715325251686 268325717710804086054408544514419932110725057182285533810269459824274065466396720694880249064679149153476050963069142975368737122206544871602933226414818726716371258549/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -16043099984133282821271243681337529574138485584318525145557643647362852520320281506626691068 2132056009835618915345893719033566948669207439116183056306917387745977751120019215714656480
132 25886511400748010251759049207680880042824909822989981429 -1348606492491225746240691862279491999639546537891981594633826751995888292989771487859776639489542539108561291723345253053678576407032869392294418269875198884765507329011/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -42977597122910453717482928479904653610444080499289539427153784560940101279680325086728488916 5711529836803265334487930764567929669214206873813393767622614064921232577455409451044210099
133 -7085812933098197713430340194982231480047574703955794190 738297500054673091729952751967176226062587026584791443608021530582981594759395738321079511477182255558240862403461269244473554891150078684930824853020473869568286881259/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -1629830235044526160972483130129792561327579162026019601697839486985836068902532216482250034 216597125934212633231020271623198127289502549283723212448920615579250942120524939581703361
134 -274379902453614187463068337138646059765373805637992299 14294337005463045275001355840690058779937346744082438490717437618124081353665705911677967089118526350010122803588066304697109495542819082523028005365150695794737425103/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -19942854144259970365613104463964164995881074800902932050600330709475165462249075575158186705 2650315841302270802609403462825644808248815963063529477429035750660304343594708897776559564
135 -16035737659436989425579765027511855561503940237345598144 1670823818985348449061931097710340875007219471215020027344334187642144594949651293632293867567642954224258903505603553673712852977626276545295763440459714928616136335211/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 4761159051107349744404530780030391795943736038149545632828306249458060704709675442252740917 -632736676748018250043160444432738660854338891071567483943838189334071187195656144869008044
136 15961938930955430874844247801871553991287827111556513793 -831567225949686228992676315282875083704383425443347496028415136113522429330464280626072015512576323446839549915681856845301440883354557287629746839950892635343503059878/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 21065024450633345425332018085418611270842471946266122358500439142018218502708183824529177173 -2799447240354116004543773888617653014027864438691580528317199653393957341661904549289104705
137 2392251277973338226330295956241555475742414269821561320 -124628829091742826046971870030694657237686293570669405937273852491964560605341978167564875309506998245777323386570931057789261561335792293782987980827019113765793572961/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 23490414234239564351591194962200479443085171845923160627583322712997115719319142432916715474 -3121770660980164890789099985032808695342822921917320393022627192529521401721031085604551939
138 12166538436352323870640834979635939753613395126675030788 -633838699715044331869590977708701358357342173077190337293211443394938528324428949060479146929405651344382548589098205693238087499679196008294860016524100748732229954088/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 16652431441555434613934870532922343629104139780758028735526280202066328483819483370438123922 -2213033426735322902892406077187034828769690068579984707026088706563558418610438742761985682
139 8087195080105644803268255560630044549964239288448210415 -842635272264490699560140120476387385630823448009714410104471653145665823869663319740255530264872869498879634719699188538800665296466164349179813527248191818930083172395/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 17685180949347490451480575779918375172916144338421209593963133309826753655117503572919957833 -2350281202845956236935387553987188112467834182996905753047559079522106423278019540166413036
140 2737988976703021787531430903449716915289046775058930086 -142640684686635910410799071666065457826514380822943656362990402918462914327392342387037444888796208533466774302026981916219415971694028943219645063928133946321625075507/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -3940924316390503947947840755652458869095701348994393553257644925386828030011964726170061958 523731160522442435513079949246725824336281626595080833253507410275676549230404173692798197
141 10643335936116064129415220798819435759674389176541712619 -1108969201991160680086035944394112352914638822037868564181771725784667292003826548253572234699552353805161599514152655190060252956318974165617491935590222147052248013847/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -20711485280017968016755037240820268708238432981030355630937583523923169793685723396512146134 2752463470747974184423440966027559733313490344570150692256347159980334997729257494650985210
142 2289566565685944817698210906133226483124044545598531986 -119279275900640730519690831972473999528114795746949843242359870533702489886660224461104846908560201494669749211675968136409711195726177819309218942193246272137470467332/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
143 12677764885032941479913614266047985785834899014562998479 -1320944005899432489831419525449736958902954643531546002203005753540186130877262930295903662753860675905766216984615928067703468020101011667371227872324770095602442622681/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
144 6193923425707916093373727471869375650159553875096408376 -322684088890472085384844836138258499693989291806060202480768449508509062633980819432596833351799084101623269977258510574827816153736709754892732670268852101387856004595/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
145 -4595280951226947593856553025894098718962203107815792005 239399802843532006328004602580752507397348000481342355477305067965400631083097439353842096277638518398963610552062098817843151109554708392299431119055304461791105816427/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
146 13976260705470237364056286122232694897893351278577622699 -728119584611255118866677086972285343190945840975079027344882995051986546011196868547577660080640725045178863761913574640109029229015973378125824379566379653117826750311/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
147 -5237835823659625340062288845360406552498063808114224620 272874907284199929503160367446182613699933203499175718937603928602200333758150607337779219388808038749979564076044049690726544057149244193436340225184285695191232690531/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
148 -4881284880953491695160008997306283291595053097252834075 508599430818856500244756643375540955154160642748472125638018614315701041526735472585088359798684075755705473724902265440995455774385100820948675823581254252028178493721/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
149 15775249484685408311062305416179368082141131484828661382 -821841288166039214436210189719377474998494883187874056219572348003103040929257891757128854559013327262834453762075246260999276369466553085342254983647114515492400400634/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
150 599640416223664797987916170043200024339502073573795111 -62478790282726771264314082236443114317635997991178644780825733740844522299316792024277430595611473523792523897537545692079608780634382730148825302739054764804183742647/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
151 -599640416223664797987916170043200024339502073573795111 62478790282726771264314082236443114317635997991178644780825733740844522299316792024277430595611473523792523897537545692079608780634382730148825302739054764804183742647/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
152 0 0 0 0
153 1277335716312470607851969306334025036234274203443560360 -66545206244366780773620480516738621511030490396809328916659080855651808736311935421896524775703140045251515281316977836606790566823509629493913746877281664200829345395/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
154 599640416223664797987916170043200024339502073573795111 -62478790282726771264314082236443114317635997991178644780825733740844522299316792024277430595611473523792523897537545692079608780634382730148825302739054764804183742647/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
155 -479410801103786276367560764831157771467089702923925364 49951614486014033297211827313779760194121373335058340053102687539412196795813903216663775634443913594237506311385943141691486320962456972683596170796068300141282694329/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
156 473838361004174799163237982202858274565015554896039015 -49371000993449149605746252809736562245643708492581099570888387712939294803796183090948318474526129690657753650048059723346506246948747593354452680327552721295508005459/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
157 1796124015851668102411665168363903808135489385671359905 -187144916640021236222938263104304175749611021448070320374590827687362256962120656033793312892604684234063421534251784244154746257942094586429899378290648243976717362873/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
158 -1796124015851668102411665168363903808135489385671359905 187144916640021236222938263104304175749611021448070320374590827687362256962120656033793312892604684234063421534251784244154746257942094586429899378290648243976717362873/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
159 80852116684467303428220308013321252438286891345995566 -4212143065719548294308390082808090795042978668363491119776533882392941404910003417138583627206534690116066462959858560569221828169653701353376709101484924614562535282/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
160 -473838361004174799163237982202858274565015554896039015 49371000993449149605746252809736562245643708492581099570888387712939294803796183090948318474526129690657753650048059723346506246948747593354452680327552721295508005459/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
161 -1522586111045485321579122113565121631560679318605140269 158643973530830751593350419787578914817354759230613945320666421713312341727395439047193448181930201151302040315881159713833242073168418893343197371226009408259638420859/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
162 -160918712537929327150556889062541311030954427400380239 16766725893061809792936913613869174018419419420010349779548348150802690794459558758560777980467149463258036026907695997684057923148749487766970588018158094048082433463/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
163 1722882322018825866921814099826383943025759225309394689 -89756794544583101382386404079247630684601422985008808794192374150380737607768939889545356934575920581941480501510370570383489399824893367934321836492092058870748416038/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
164 594067976124053320783593387414900527437427925545908762 -61898176790161887572848507732399916369158333148701404298611433914371620307299071898561973435693689620212771236199662273734628706620673350819681812270539185958409053777/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0 0
165 1924317646322983684360041812189291520599041692167816669 -100250946574887698524359907734780191585254071822427582344676414721147031590189673474667071931603743022380349099147884402033095430017338503818560871779400391097929310072/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
166 -3881360374712581113922263869615736639765485505239556813 202206767841429221532297496093866866469269292256467917421746002640229505468479780870844117368139659871041077879727624522952497520562760540916995854933803560110329208240/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
167 1196146889280359812218268469539079120638799615006390973 -62315521619883625961986485684082841629638556327986310219081082030644646806647961831477820928031902838627406346209372874423928128679477681048585618285564997955700424561/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0 0
