coordinate basis_0 basis_1
332 10036989424887717635533792255676330166180267038588975994 88685975157715753095854689284599206401545038768196061550
333 1783683952745119973126252528581080825865286026505026844 53724614799083555195614319007713690041087142651803104471
334 3709056847419918644939068003517180544279634039531057353 -10240680814207096978914391889956011801264109802931685580
335 -12510579668467844953978723613690486725679129287629489889 95814417721969005487993165146113241087642349360823308013
336 8956236947734567290856038427588018675404705130023718625 -16612144792924192701894254614375552370469619584130317138
337 3683202757528601922888113525437375976330819841563950050 -38342404552277362007667935456067764024406812011883090847
338 -4713595594577301875446071809261985499823474399670929405 -1337064013542739612731202575750627148705575461622778817
339 5773614279884865959634552324719336942043423312827325608 13638605344613453945327519999942722867118630247349154062
340 2381943642683257807699637274729563691875765489617118194 -3592048457927992567907022276566953764880763343002983909
341 -5374808830048980210475203201132187163887558595105121175 17717522133429411057784859901356098544079492143978900095
342 16788356721869356205023048529104886550233121898610585457 -96931330144151723369217173878268939591763810986455717128
343 -12874980913891167114377082925894014222730874841859376518 46019950400883034236555824034190109781291806258862907264
344 -3085937188495199064628434135448723665506297518572108221 -8490070308633196989157279664332588889143597040821160307
345 4399379927309185665940841235130449360304725355444819863 9998588674839731133426531170999782513106892340931160763
346 1260358098607408635941312867174624678609584626741438895 51030482261325867820328490294481147427779318158682079685
347 -11148957114686551050477607847672418391783814988423733947 29259145182750904515153152949655948030298013224089913810
348 2669310844573558846632307101386805908697132593512954428 19836397733280872389464208127029049877146561507189391367
349 7927348780462911894762655222683383273984193200379890680 28789533916241095636224379835757377078318600824368173193
350 4874587294221623468311034950626808805245486216943603910 47929373584287812490903674544975813728856295996112956469
351 -5888761660942929555562064267460835841977914013972566550 61321103599971068997997522108462881008545127829379756652
352 -8640772595931415683325583612078255173776450081358325006 -143142821917276158462917410303531645457819302202527848488
353 967282968435940928593661743738870988050445687239085050 53176874789731558512891632906478554315254678655976110959
354 -3818141835610331077386928313315565287659113260187027301 -59393949673251435622693273541419076827639727874514263275
355 1007469937264836912490450295758345350764233972542530348 -120090066624092600687074779758134082750264814301546438608
356 -7085201743459569356164836113879414188306552244487804847 -36145165914878639363802601030238983604921386604565666408
357 4170153798003595455064577966746032338060488435554326481 75722596133232360905276773899295261062009163857151051715
358 15084957566607496227303700687984628491215735857142216235 12759161390498929202459635858400354780102531724494651610
359 4305274777534298820354302651681860612945671302043884037 55292800989472744668314106686879721734746228042760641856
360 14404307038778092685533452406472624015165880462032179183 -27329157153409069394202750621981396262656816599677112730
361 5432197040647892302341064076370436583985229783367004185 12235155790427123650813961621422837465475437428052140696
362 9945702677814802635306404064762089897194219634745252414 32860339848456640015030521595346327936658022640521044103
363 -13678277901756870100767340199793204671592551546733003679 -16171561165188471621269222369164065889467207014553572272
364 1690462519707162426222222876425286282300864350501162137 134661242429885424643920109950295187432818187496297131306
365 1632961195320417272853261296023910520160933621412572684 85357623764803494939838900745965408649593223402120776796
366 17111797786631889403979150386581670835058167186826698789 -34953123524758571923019074716676617599933037185367987827
367 2589308771972341080067087327303375615524534512429830844 -53361976185293161964651914663754285240575127369775568029
368 -3379591324208639210825898658296582844999224226402563934 45533774174559828516185163451289199134098707830038880109
369 -3818073744031721606789973735504143234392050814668195591 -2106983833543697223338129500177243949544234255960341392
370 778007473314013851841021079586606290326585889676133213 -7166608751876687593683105865316892907816582781179381427
371 -4469471685127727864657012734751305206250040781867743123 -15411649910152701630240778038178141635021284146779635105
372 -6828877202213656789458360879282462783832101329522962442 -112833361367656083021496284057768569683577794031052039609
373 2762692136916135235017713848629127120840365890300744092 -1556498484510091364884423236778078993133536085266197169
374 0 0
375 1577053772256024644912492475233969787575495199572291163 94065688255871868160995391446778709440964985208661823001
376 -7302004903432545192727738727571509787871260034705052892 -136784621011801364005322692164719946791897379411005446009
377 -386420988110486656397834213335361450592450366868431194 2426893522383978858907293635404287773866457860519436247
378 -5621041466683117955433185113396429141795111006875343245 169113862570046201309049464408623984266970063467387934
379 3340104930494761357302785801536527703856192522561676602 90523741980921125929576888099786219013755690693495245418
380 -7646649468999068503137508825180720245178256883467857222 -9714770163853550561080066401071155256318038500605633953
381 -4323604034517273759637597547450886676716398679332075017 -131367604788997581952638542192689797745659700875956559931
382 13060132638578046598436634372015803211876146174410172264 -80182528502990366685047495074460549496288030279924076775
383 730063227105320928532156437325072259835379677274549706 41853428626325129048404771253096033967565437431073422027
384 -7303912746319876615696158785751217850017864492051754710 9250739418519636131521657606834796074253778243392233445
385 6857148558841338708793536655039094877547037412888677187 -81289946429037559393606875774063162886227909143310062264
386 -2964753768848321342681703517345993343760234456969429957 18479336602188694227874836791365726323379807507056030818
387 3251139614719082555177300684019485975913341255667204412 -3829362012378187495484089161018896126175537298429982108
388 8944976339893702503042719922889609511856469406774227624 74557892007240525612910465896504343555404495349777927092
389 12714623274727873028624877095150540906364635703861272409 -17013417698482940752512177136334399266873722470413107226
390 -3774814309040075337692169007478455696502253627841619215 -67399241811740001414312595758975773883636881901186585692
391 -1138612927424825736324826748932579398314818215917966741 -51486049320717807444488278749059860600664081979869157480
392 5433244789223688791498183449419844303452394338822564478 62219292102451949380703945149319099523265883986960317851
393 -4062322636358015779954569706621294260166442870251976832 -26985975855121984946110684574789467223524352996845192889
394 -8155710346765068338520320489410164128682527497314330391 -38942797120700733237779791955676002262693201752876111578
395 9742330458454289617107941907101594030569598946055994957 -6156015819686268987345137971086417817610343806646950654
396 -251259789075958922672259189672092933349068004080581204 -28629181704513045385675656830371540849280268871889342013
397 -16826897121846217076480842661032662820565540666692289611 32465182654721510055875267263701979034716510764734357279
398 -13417123496808876353309375411900020446162197961288853497 24079953688405497127636446622771079798256398398824041338
399 471433031192600770387485785289063413848070151218047391 -27118865975180259929219613873698303773418611937434627051
400 1800748576882009185169091455332284377761706889623964458 39249061092080185005559969054116869716356968760447191543
401 2605791659869347408643612214077876743403239358775200324 -46522407578085550908539850671854979555578242222931515737
402 -7166901699134609278846507225416741300216595955090823143 19036913486381160527134089860665515276314759888682527064
403 7968848625907915653171501600649359381382024269221286503 -24613939262428383835039222526062498526890726294792190379
404 -6846829859829546915350130693493160202796202224111052016 5092895626814109584270231777448036828478551073543193254
405 947475068162080943703436928908354019775304398788497896 8402464447804210275234073190024754370852563549824191003
406 -8138456685871131913967144074738391678153382605672028005 -26752677130732739304310715734143794522789131826252083490
407 -6421208884690037975086318910054453609791534659262700756 50025491750457508409316658439018170375358313025474868412
408 -10533911793189886265348983944849643295099243340928840229 15144144945449706636425230238758945796926029409092192523
409 -4405835638317129956793503146644533936126394370159822666 -87132135938214996789746847284760603143944822945790627928
410 0 0
411 0 0
412 -4664030400338892862634066118678569000078407869216355908 -66634698812606907415319417047939801155376889639209835960
413 3027267426064127996973533659168743265981976085711332837 -96179233819731253018806956524280467415608886503324442673
414 8898267862401890551643887630764064066835536466805735350 28929951317977181546329458416758908357190013980982314008
415 4196493880688997857532147522826809223662163654611825067 -56874619086442029997004352468232603914143447187817410183
416 14639446103815528778824610555866841896104473871010174194 -60887657431469893796946011105816674638320526876358500950
417 -546893794315214025845257012934847199858624803646853489 -27600425635649725820289227931407081389935760841279994150
418 54028320241784290689608942353303098415827590848850891 9101890949285095461233430716088260685402951905587227064
419 8458966566345760700477764269718606682074833942664984478 4700346627669898694888668588047804929243699625782540864
420 -7642190765023138006093388368539072872172451500167486595 -30642904372133094554583540107030920428429294637852310538
421 -18322276244075820804913701168596152632650178685242789097 89579078829894420018944978744546607743399657526915218154
422 7755856935855183700282577080958703020380834937056375623 -39882398747308476391064449140760996388082568569811487027
423 -11499601659409126270400129086130310511516484675857284704 -57100780965867573594797771535773111247657606006395093855
424 12772207760482375134328591594440324945426865556117000115 -70709388592717849116025350154207217943248853508915413136
425 -8541415087726657754563379002192797087717183080344357395 57253474154549995977195862568366321378232448185798688688
426 -6517989736740813115529153529957745021798496014843798722 -26515518822861185508492534265949856599326725461435656162
427 -12570872158162116038052195776513096425958983866344577780 50493997187437176328443766688942452484071499654971672642
428 1109088890952654250460541921788778882089465714191877792 -4380860135965264611050029527660638241191222060321982196
429 9458898436387197814287513271831140930273256694325340096 -32955723478133542255061324239694607727368615016879472490
430 -12417282057978626556269143620744359243739053328814393162 -39169950335386227764558786727334902726514239870012895661
431 -696454449961352493460278875190739805971280247387373936 6751093482342100801833435380588965892405452649841666166
432 9636893588230733875595541884680164060528109779903033715 -72941909737749101718503856787140797175957312925192565574
433 14590055721880149838204225939882038968766860769091272888 -22581376785946769853422272301897934456865539611259661457
434 5957957305220394533420683744054359344201800210021123472 39214868728624850882215439136952695986390727407256241841
435 -21179635749146227092005326305202677804197451690065285263 52965359850123535591830901968465495510228768849019284866
436 -8748905722382905245861387821659801310097272837304021922 -109023784151531913962943183904774982686465893252378730586
437 6275926800629712491772811256657510961488476578482214171 -20011309534037899817393963255131442232178020261105987737
438 -22303068758427273399355877648387801668999711778493569283 84467750332496020255256165182868997485731127143132014964
439 -23897718676268802917753710075124210336585055820253990451 51402525980038266216522311010788045850424033664419170174
